Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,227,153,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),,box1,yes,O,1,,,,7760,DSST,A,,,,0,160,113
^,1,1,0.0,7,prac,yes,1,7,120000.0,299,149,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),61766.60000002384,box7,yes,O,1,,14647.40000000596,47119.20000001788,7760,DSST,A,,,,1,160,113
O,2,1,0.0,6,prac,yes,1,6,120000.0,211,147,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),70995.10000002384,box6,yes,O,1,,8452.700000017881,62542.40000000596,7760,DSST,A,,,,2,160,113
U,3,1,0.0,5,prac,yes,1,5,120000.0,252,156,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),77110.20000001788,box5,yes,O,1,,5340.700000017881,71769.5,7760,DSST,A,,,,3,160,113
+,4,1,0.0,9,prac,yes,1,9,120000.0,192,143,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),83091.80000001192,box9,yes,O,1,,5206.199999988079,77885.60000002384,7760,DSST,A,,,,4,160,113
),5,1,0.0,3,prac,yes,1,3,120000.0,281,135,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),89173.40000000596,box3,yes,O,1,,5305.5,83867.90000000596,7760,DSST,A,,,,5,160,113
X,6,1,0.0,8,prac,yes,1,8,120000.0,226,151,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),94005.10000002384,box8,yes,O,1,,4060.100000023842,89945.0,7760,DSST,A,,,,6,160,113
T,7,1,0.0,2,prac,yes,1,2,120000.0,200,127,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),99836.60000002384,box2,yes,O,1,,5057.800000011921,94778.80000001192,7760,DSST,A,,,,7,160,113
-,8,1,0.0,1,prac,yes,1,1,120000.0,208,135,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),105466.90000000596,box1,yes,O,1,,4855.299999982119,100611.60000002384,7760,DSST,A,,,,8,160,113
L,9,1,0.0,4,prac,yes,1,4,120000.0,203,123,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),112149.30000001192,box4,yes,O,1,,5907.0,106242.30000001192,7760,DSST,A,,,,9,160,113
T,1,1,7.504999876022339,2,test,yes,1,2,112495.00012397766,225,148,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),125644.90000000596,box2,yes,O,1,,7490.0,118154.90000000596,7760,DSST,A,122565.0,123826.0,116336.0,1,160,113
-,2,1,12.134999990463257,1,test,yes,1,1,107865.00000953674,184,138,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),130276.10000002384,box1,yes,O,1,,4622.200000017881,125653.90000000596,7760,DSST,A,127431.0,128457.0,123835.0,2,160,113
),3,1,16.51699995994568,3,test,yes,1,3,103483.00004005432,291,146,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),134658.10000002384,box3,yes,O,1,,4373.0,130285.10000002384,7760,DSST,A,131782.0,132839.0,128466.0,3,160,113
^,4,1,20.16699981689453,7,test,yes,1,7,99833.00018310547,230,159,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),138307.0,box7,yes,O,1,,3641.199999988079,134665.80000001192,7760,DSST,A,135580.0,136488.0,132847.0,4,160,113
T,5,1,24.01799988746643,2,test,yes,1,2,95982.00011253357,304,145,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),142156.20000001788,box2,yes,O,1,,3840.2000000178814,138316.0,7760,DSST,A,139610.0,140337.0,136497.0,5,160,113
L,6,1,28.134999990463257,4,test,yes,1,4,91865.00000953674,380,146,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),146271.80000001192,box4,yes,O,1,,4104.0999999940395,142167.70000001788,7760,DSST,A,143391.0,144453.0,140349.0,6,160,113
X,7,1,32.181999921798706,8,test,yes,1,8,87818.0000782013,181,151,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),150321.70000001788,box8,yes,O,1,,4035.800000011921,146285.90000000596,7760,DSST,A,147573.0,148503.0,144467.0,7,160,113
T,8,1,37.97599983215332,2,test,yes,1,2,82024.00016784668,321,130,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),156117.20000001788,box2,yes,O,1,,5785.300000011921,150331.90000000596,7760,DSST,A,152528.0,154298.0,148513.0,8,160,113
-,9,1,43.59299993515015,1,test,yes,1,1,76407.00006484985,198,124,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),161732.20000001788,box1,yes,O,1,,5607.700000017881,156124.5,7760,DSST,A,158854.0,159913.0,154306.0,9,160,113
),10,1,46.58999991416931,3,test,yes,1,3,73410.00008583069,185,141,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),164731.60000002384,box3,yes,O,1,,2988.5,161743.10000002384,7760,DSST,A,162106.0,162912.0,159924.0,10,160,113
T,11,1,49.87599992752075,2,test,yes,1,2,70124.00007247925,218,146,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),168014.70000001788,box2,yes,O,1,,3274.7000000178814,164740.0,7760,DSST,A,165286.0,166196.0,162921.0,11,160,113
-,12,1,52.87599992752075,1,test,yes,1,1,67124.00007247925,222,148,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),171013.40000000596,box1,yes,O,1,,2988.2999999821186,168025.10000002384,7760,DSST,A,168272.0,169194.0,166206.0,12,160,113
L,13,1,56.43999981880188,4,test,yes,1,4,63560.00018119812,215,145,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),174580.0,box4,yes,O,1,,3554.0,171026.0,7760,DSST,A,171921.0,172761.0,169207.0,13,160,113
T,14,1,59.55299997329712,2,test,yes,1,2,60447.00002670288,232,160,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),177695.20000001788,box2,yes,O,1,,3106.7000000178814,174588.5,7760,DSST,A,175098.0,175876.0,172770.0,14,160,113
),15,1,62.537999868392944,3,test,yes,1,3,57462.000131607056,259,154,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),180676.80000001192,box3,yes,O,1,,2972.699999988079,177704.10000002384,7760,DSST,A,178167.0,178858.0,175885.0,15,160,113
U,16,1,66.96599984169006,5,test,yes,1,5,53034.00015830994,320,157,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),185108.70000001788,box5,yes,O,1,,4419.5999999940395,180689.10000002384,7760,DSST,A,181965.0,183290.0,178870.0,16,160,113
T,17,1,70.5329999923706,2,test,yes,1,2,49467.000007629395,221,128,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),188675.0,box2,yes,O,1,,3557.899999976158,185117.10000002384,7760,DSST,A,185913.0,186856.0,183298.0,17,160,113
),18,1,73.66899991035461,3,test,yes,1,3,46331.000089645386,226,162,Mon Feb 23 2026 12:52:10 GMT-0600 (Central Standard Time),191807.70000001788,box3,yes,O,1,,3123.4000000059605,188684.30000001192,7760,DSST,A,189180.0,189989.0,186865.0,18,160,113
