Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),262932.8000000119,O,None,2017,1,,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10828.700000017881,252104.09999999404,7755,yes,SM,B,16.bmp,-120,-120,254844,248814,256859,250829,,,,,1
3,0,0,1,0,0,prac,1,0,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),273761.40000000596,O,None,2015,2,,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10823.40000000596,262938.0,7755,no,SM,B,23.bmp,-120,120,265675,259648,267691,261659,,,,,2
4,0,0,0,1,1,prac,1,1,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),283925.40000000596,O,m,1334,3,,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10159.59999999404,273765.8000000119,7755,no,SM,B,24.bmp,120,120,276503,270476,278520,272487,,,,,3
2,0,1,0,0,1,prac,1,0,z,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),294122.59999999404,O,m,1371,4,,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10193.5,283929.09999999404,7755,yes,SM,B,29.bmp,120,-120,286667,280639,288683,282652,,,,,4
3,0,0,1,0,2,prac,1,1,z,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),304269.7000000179,O,z,1325,5,,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10142.100000023842,294127.59999999404,7755,yes,SM,B,34.bmp,-120,120,296865,290838,298882,292850,,,,,5
1,1,0,0,0,3,prac,1,1,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),314566.3000000119,O,m,1489,6,,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10292.200000017881,304274.09999999404,7755,no,SM,B,39.bmp,-120,-120,307012,300984,309028,302995,,,,,6
2,0,1,0,0,4,prac,1,1,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),324679.2000000179,O,m,1292,7,,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10108.200000017881,314571.0,7755,no,SM,B,40.bmp,120,-120,317307,311281,319323,313294,,,,,7
4,0,0,0,1,5,prac,1,1,z,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),334959.90000000596,O,z,1467,8,,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10277.0,324682.90000000596,7755,yes,SM,B,47.bmp,120,120,327421,321393,329437,323407,,,,,8
4,0,0,0,1,1,test,1,1,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),357420.7000000179,O,m,1299,1,,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,9341.300000011921,348079.40000000596,7755,yes,SM,B,50.bmp,120,120,327421,321393,329437,323407,350812.0,344790.0,352829.0,346798.0,1
2,0,1,0,0,2,test,1,1,m,Fri Mar 06 2026 16:01:52 GMT-0600 (Central Standard Time),367098.59999999404,O,m,1631,2,,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,9673.299999982119,357425.3000000119,7755,yes,SM,B,3.bmp,120,-120,327421,321393,329437,323407,360160.0,354135.0,362176.0,356145.0,2
