Number,acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,jitter,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
4,1,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),66947.60000002384,1400,O,z,593,4,1,2774.7000000476837,64172.89999997616,7251,NTS,B,1
4,2,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),69664.0,1400,O,z,531,4,1,2709.2999999523163,66954.70000004768,7251,NTS,B,2
7,3,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),72694.89999997616,1700,O,m,533,6,1,3025.100000023842,69669.79999995232,7251,NTS,B,3
8,4,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),75610.60000002384,1600,O,m,527,7,1,2911.600000023842,72699.0,7251,NTS,B,4
7,5,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),78679.5,1700,O,m,574,6,1,3062.2999999523163,75617.20000004768,7251,NTS,B,5
1,6,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),81058.89999997616,1000,O,z,584,1,1,2372.5,78686.39999997616,7251,NTS,B,6
2,7,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),84375.70000004768,2000,O,z,516,2,1,3309.100000023842,81066.60000002384,7251,NTS,B,7
3,8,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),87007.5,1200,O,z,642,3,1,2624.100000023842,84383.39999997616,7251,NTS,B,8
6,9,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),90274.20000004768,1900,O,m,593,5,1,3262.2000000476837,87012.0,7251,NTS,B,9
9,10,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),93056.79999995232,1500,O,m,497,8,1,2773.2999999523163,90283.5,7251,NTS,B,10
9,11,prac,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),95871.29999995232,1500,O,m,523,8,1,2805.5999999046326,93065.70000004768,7251,NTS,B,11
2,12,prac,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),99106.29999995232,2000,O,z,441,2,1,3229.0999999046326,95877.20000004768,7251,NTS,B,12
4,1,prac,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),137410.0,1500,O,m,573,4,1,2861.7000000476837,134548.29999995232,7251,NTS,B,1
1,2,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),140574.0,1900,O,z,476,1,1,3156.5,137417.5,7251,NTS,B,2
4,3,prac,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),143374.0,1500,O,m,527,4,1,2793.2999999523163,140580.70000004768,7251,NTS,B,3
7,4,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),146839.20000004768,2000,O,z,675,6,1,3457.8000000715256,143381.39999997616,7251,NTS,B,4
3,5,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),149838.29999995232,1600,O,z,608,3,1,2993.1999999284744,146845.10000002384,7251,NTS,B,5
2,6,prac,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),153005.0,1700,O,m,686,2,1,3159.0,149846.0,7251,NTS,B,6
7,7,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),156287.70000004768,2000,O,z,516,6,1,3276.0,153011.70000004768,7251,NTS,B,7
6,8,prac,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),158838.70000004768,1000,O,m,769,5,1,2544.0,156294.70000004768,7251,NTS,B,8
9,9,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),161650.39999997616,1400,O,z,630,8,1,2806.2999999523163,158844.10000002384,7251,NTS,B,9
8,10,prac,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),164249.70000004768,1200,O,m,600,7,1,2591.8000000715256,161657.89999997616,7251,NTS,B,10
9,11,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),167132.39999997616,1400,O,z,686,8,1,2875.5,164256.89999997616,7251,NTS,B,11
1,12,prac,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),170448.60000002384,1900,O,z,638,1,1,3310.3000000715256,167138.29999995232,7251,NTS,B,12
9,1,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),189481.5,1500,O,m,1156,8,1,2667.399999976158,186814.10000002384,7251,NTS,B,1
7,2,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),192041.29999995232,1700,O,m,839,6,1,2557.0999999046326,189484.20000004768,7251,NTS,B,2
9,3,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),194157.39999997616,1500,O,m,594,8,1,2110.5,192046.89999997616,7251,NTS,B,3
3,4,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),196039.60000002384,1200,O,z,659,3,1,1878.3000000715256,194161.29999995232,7251,NTS,B,4
6,5,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),198508.0,1900,O,m,535,5,1,2463.0,196045.0,7251,NTS,B,5
1,6,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),200155.0,1000,O,z,622,1,1,1643.3999999761581,198511.60000002384,7251,NTS,B,6
8,7,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),202203.70000004768,1600,O,m,419,7,1,2043.8000000715256,200159.89999997616,7251,NTS,B,7
4,7,test,1,A,circle.png,0,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),205137.5,1400,O,None,1516,4,1,2929.5,202208.0,7251,NTS,B,8
9,8,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),207602.79999995232,1500,O,m,938,8,1,2459.0999999046326,205143.70000004768,7251,NTS,B,9
7,9,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),210302.0,1700,O,m,977,6,1,2695.2999999523163,207606.70000004768,7251,NTS,B,10
4,10,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),212418.29999995232,1400,O,z,688,4,1,2112.5999999046326,210305.70000004768,7251,NTS,B,11
7,11,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),214716.79999995232,1700,O,m,578,6,1,2294.899999976158,212421.89999997616,7251,NTS,B,12
6,12,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),217482.39999997616,1900,O,m,845,5,1,2762.0,214720.39999997616,7251,NTS,B,13
8,13,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),219715.0,1600,O,m,612,7,1,2228.899999976158,217486.10000002384,7251,NTS,B,14
3,14,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),221564.60000002384,1200,O,z,630,3,1,1846.3000000715256,219718.29999995232,7251,NTS,B,15
8,15,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),223696.89999997616,1600,O,m,506,7,1,2129.5,221567.39999997616,7251,NTS,B,16
1,16,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),225299.10000002384,1000,O,z,576,1,1,1598.0,223701.10000002384,7251,NTS,B,17
4,17,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),227413.20000004768,1400,O,z,689,4,1,2110.100000023842,225303.10000002384,7251,NTS,B,18
7,18,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),229745.60000002384,1700,O,m,614,6,1,2329.0,227416.60000002384,7251,NTS,B,19
3,19,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),231628.20000004768,1200,O,z,653,3,1,1877.8000000715256,229750.39999997616,7251,NTS,B,20
2,20,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),234494.20000004768,2000,O,z,847,2,1,2859.5,231634.70000004768,7251,NTS,B,21
2,21,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),237159.79999995232,2000,O,z,642,2,1,2662.0,234497.79999995232,7251,NTS,B,22
6,22,test,1,A,circle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),239691.60000002384,1900,O,m,610,5,1,2529.3000000715256,237162.29999995232,7251,NTS,B,23
1,23,test,1,A,circle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),241292.29999995232,1000,O,z,570,1,1,1597.0999999046326,239695.20000004768,7251,NTS,B,24
9,1,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),258236.89999997616,1400,O,z,795,8,1,2211.1999999284744,256025.70000004768,7251,NTS,B,1
9,2,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),260204.5,1400,O,z,539,8,1,1963.7000000476837,258240.79999995232,7251,NTS,B,2
7,3,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),262818.5,2000,O,z,598,6,1,2603.600000023842,260214.89999997616,7251,NTS,B,3
9,4,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),265283.60000002384,1900,O,z,545,16,1,2461.2000000476837,262822.39999997616,7251,NTS,B,4
4,5,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),267584.39999997616,1500,O,m,776,4,1,2295.7999999523163,265288.60000002384,7251,NTS,B,5
4,6,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),269749.7000000477,1500,O,m,636,4,1,2161.600000023842,267588.10000002384,7251,NTS,B,6
7,7,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),271916.10000002384,1600,O,z,538,14,1,2162.3000000715256,269753.7999999523,7251,NTS,B,7
9,8,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),274398.7999999523,1900,O,z,560,16,1,2480.399999976158,271918.39999997616,7251,NTS,B,8
2,9,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),276980.2999999523,1700,O,m,861,2,1,2577.5,274402.7999999523,7251,NTS,B,9
6,10,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),278713.2999999523,1000,O,m,715,5,1,1727.5999999046326,276985.7000000477,7251,NTS,B,10
2,11,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),280613.5,1200,O,m,680,10,1,1897.7999999523163,278715.7000000477,7251,NTS,B,11
6,12,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),282279.7999999523,1000,O,m,645,5,1,1663.5,280616.2999999523,7251,NTS,B,12
6,13,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),284411.39999997616,1500,O,m,606,13,1,2128.1999999284744,282283.2000000477,7251,NTS,B,13
8,14,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),286277.5,1200,O,m,644,7,1,1861.7999999523163,284415.7000000477,7251,NTS,B,14
3,15,test,1,B,triangle.png,1,z,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),288459.7000000477,1600,O,z,563,3,1,2178.8000000715256,286280.89999997616,7251,NTS,B,15
8,16,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),290742.2000000477,1700,O,m,559,15,1,2278.2000000476837,288464.0,7251,NTS,B,16
4,17,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),292376.0,1000,O,m,609,12,1,1628.0,290748.0,7251,NTS,B,17
6,18,test,1,B,triangle.png,1,m,Wed Dec 17 2025 13:34:35 GMT-0600 (Central Standard Time),294442.39999997616,1500,O,m,548,13,1,2062.1999999284744,292380.2000000477,7251,NTS,B,18
