acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),56229.799999952316,CFD-BM-020-024-HC.jpg,1500,solid,O,m,1314,3,1,3601.7999999523163,52628.0,7203,ATS,B,1
2,prac,1,A,haborder.png,1,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),59877.40000009537,CFD-WM-012-007-HC.jpg,1700,solid,O,m,1140,9,1,7249.400000095367,52628.0,7203,ATS,B,2
3,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),63511.200000047684,CFD-WM-009-009-A.jpg,1900,solid,O,z,938,8,1,10883.200000047684,52628.0,7203,ATS,B,3
3,prac,1,A,haborder.png,0,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),67510.0,CFD-BM-015-017-HC.jpg,1700,solid,O,None,1517,1,1,14882.0,52628.0,7203,ATS,B,4
4,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),70008.70000004768,CFD-BF-051-043-A.jpg,1000,solid,O,z,710,4,1,17380.700000047684,52628.0,7203,ATS,B,5
5,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),73173.59999990463,CFD-BM-037-041-A.jpg,1600,solid,O,z,767,2,1,20545.599999904633,52628.0,7203,ATS,B,6
6,prac,1,A,haborder.png,1,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),75889.20000004768,CFD-WM-011-006-HC.jpg,1400,solid,O,m,525,7,1,23261.200000047684,52628.0,7203,ATS,B,7
7,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),78471.79999995232,CFD-WF-013-015-A.jpg,1000,solid,O,z,793,12,1,25843.799999952316,52628.0,7203,ATS,B,8
8,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),81269.70000004768,CFD-BF-050-012-A.jpg,1200,solid,O,z,803,6,1,28641.700000047684,52628.0,7203,ATS,B,9
8,prac,1,A,haborder.png,0,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),84586.5,CFD-BF-035-007-HC.jpg,2000,solid,O,z,527,5,1,31958.5,52628.0,7203,ATS,B,10
9,prac,1,A,haborder.png,1,m,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),87468.0,CFD-WF-011-006-HC.jpg,1500,solid,O,m,588,11,1,34840.0,52628.0,7203,ATS,B,11
10,prac,1,A,haborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),90619.20000004768,CFD-WF-026-008-A.jpg,1600,solid,O,z,758,10,1,37991.200000047684,52628.0,7203,ATS,B,12
1,prac,1,B,mfborder.png,1,z,Tue Aug 26 2025 15:15:55 GMT-0500 (Central Daylight Time),113644.09999990463,CFD-BF-027-013-HC.jpg,1500,dash,O,z,1173,3,1,3465.399999856949,110178.70000004768,7203,ATS,B,1
