Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),225188.2000002861,O,None,2016,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10824.700000286102,214363.5,7212,yes,SM,B,16.bmp,-120,-120,215266,209241,217283,211252,,,,,1
3,0,0,1,0,1,prac,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),235700.80000019073,O,m,1695,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10507.700000286102,225193.09999990463,7212,no,SM,B,23.bmp,-120,120,226096,220070,228112,222082,,,,,2
4,0,0,0,1,1,prac,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),246531.30000019073,O,None,2016,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10821.900000095367,235709.40000009537,7212,no,SM,B,24.bmp,120,120,236610,230587,238626,232594,,,,,3
2,0,1,0,0,1,prac,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),257362.59999990463,O,None,2017,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10824.099999904633,246538.5,7212,yes,SM,B,29.bmp,120,-120,247439,241416,249456,243424,,,,,4
3,0,0,1,0,2,prac,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),266691.2000002861,O,z,527,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,9323.700000286102,257367.5,7212,yes,SM,B,34.bmp,-120,120,258269,252245,260271,254255,,,,,5
1,1,0,0,0,3,prac,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),277305.0,O,m,1789,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10607.400000095367,266697.59999990463,7212,no,SM,B,39.bmp,-120,-120,267601,261575,269617,263585,,,,,6
2,0,1,0,0,3,prac,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),287119.09999990463,O,z,992,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,9809.0,277310.09999990463,7212,no,SM,B,40.bmp,120,-120,278214,272187,280230,274198,,,,,7
4,0,0,0,1,4,prac,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),297698.30000019073,O,z,1774,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10573.300000190735,287125.0,7212,yes,SM,B,47.bmp,120,120,288026,282003,290027,284013,,,,,8
4,0,0,0,1,1,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),325539.59999990463,O,m,1601,1,1,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,9641.599999904633,315898.0,7212,yes,SM,B,50.bmp,120,120,288026,282003,290027,284013,316799.0,310775.0,318801.0,312786.0,1
2,0,1,0,0,1,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),335602.40000009537,O,None,2014,2,1,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,10058.099999904633,325544.30000019073,7212,yes,SM,B,3.bmp,120,-120,288026,282003,290027,284013,326449.0,320422.0,328465.0,322433.0,2
1,1,0,0,0,2,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),345281.80000019073,O,z,1622,3,1,5.bmp,-120,-120,6.bmp,120,-120,7.bmp,-120,120,8.bmp,120,120,9676.099999904633,335605.7000002861,7212,yes,SM,B,5.bmp,-120,-120,288026,282003,290027,284013,336512.0,330483.0,338529.0,332497.0,3
3,0,0,1,0,2,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),354529.2000002861,O,z,1191,4,1,9.bmp,-120,-120,10.bmp,120,-120,11.bmp,-120,120,12.bmp,120,120,9242.800000190735,345286.40000009537,7212,yes,SM,B,9.bmp,-120,120,288026,282003,290027,284013,346192.0,340164.0,348207.0,342176.0,4
2,0,1,0,0,3,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),364043.59999990463,O,z,1464,5,1,13.bmp,-120,-120,14.bmp,120,-120,15.bmp,-120,120,16.bmp,120,120,9509.199999809265,354534.40000009537,7212,yes,SM,B,14.bmp,120,-120,288026,282003,290027,284013,355439.0,349412.0,357455.0,351423.0,5
3,0,0,1,0,4,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),373406.30000019073,O,z,1303,6,1,17.bmp,-120,-120,18.bmp,120,-120,19.bmp,-120,120,20.bmp,120,120,9356.200000286102,364050.09999990463,7212,yes,SM,B,19.bmp,-120,120,288026,282003,290027,284013,364952.0,358927.0,366968.0,360936.0,6
4,0,0,0,1,4,test,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),383472.40000009537,O,None,2016,7,1,21.bmp,-120,-120,22.bmp,120,-120,23.bmp,-120,120,24.bmp,120,120,10060.199999809265,373412.2000002861,7212,yes,SM,B,24.bmp,120,120,288026,282003,290027,284013,374316.0,368289.0,376333.0,370301.0,7
2,0,1,0,0,4,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),393300.30000019073,O,z,1771,8,1,25.bmp,-120,-120,26.bmp,120,-120,27.bmp,-120,120,28.bmp,120,120,9823.599999904633,383476.7000002861,7212,yes,SM,B,25.bmp,120,-120,288026,282003,290027,284013,384381.0,378354.0,386396.0,380365.0,8
3,0,0,1,0,5,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),402663.5,O,m,1300,9,1,29.bmp,-120,-120,30.bmp,120,-120,31.bmp,-120,120,32.bmp,120,120,9356.799999713898,393306.7000002861,7212,yes,SM,B,30.bmp,-120,120,288026,282003,290027,284013,394210.0,388184.0,396226.0,390193.0,9
4,0,0,0,1,5,test,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),412727.5,O,None,2014,10,1,37.bmp,-120,-120,38.bmp,120,-120,39.bmp,-120,120,40.bmp,120,120,10058.400000095367,402669.09999990463,7212,yes,SM,B,40.bmp,120,120,288026,282003,290027,284013,403574.0,397546.0,405590.0,399558.0,10
3,0,0,1,0,5,test,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),422076.40000009537,O,m,1299,11,1,33.bmp,-120,-120,34.bmp,120,-120,35.bmp,-120,120,36.bmp,120,120,9342.400000095367,412734.0,7212,yes,SM,B,35.bmp,-120,120,288026,282003,290027,284013,413638.0,407611.0,415654.0,409622.0,11
2,0,1,0,0,6,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),431356.40000009537,O,m,1223,12,1,41.bmp,-120,-120,42.bmp,120,-120,43.bmp,-120,120,44.bmp,120,120,9274.0,422082.40000009537,7212,yes,SM,B,41.bmp,120,-120,288026,282003,290027,284013,422986.0,416960.0,425001.0,418969.0,12
3,0,0,1,0,7,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),440418.80000019073,O,m,1015,13,1,45.bmp,-120,-120,46.bmp,120,-120,47.bmp,-120,120,48.bmp,120,120,9058.5,431360.30000019073,7212,yes,SM,B,46.bmp,-120,120,288026,282003,290027,284013,432265.0,426237.0,434281.0,428251.0,13
1,1,0,0,0,8,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),449965.90000009537,O,z,1501,14,1,49.bmp,-120,-120,50.bmp,120,-120,4.bmp,-120,120,1.bmp,120,120,9544.099999904633,440421.80000019073,7212,yes,SM,B,49.bmp,-120,-120,288026,282003,290027,284013,441327.0,435299.0,443330.0,437312.0,14
4,0,0,0,1,8,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),459481.7000002861,O,z,1450,15,1,10.bmp,-120,-120,11.bmp,120,-120,12.bmp,-120,120,13.bmp,120,120,9510.200000286102,449971.5,7212,yes,SM,B,11.bmp,120,120,288026,282003,290027,284013,450875.0,444849.0,452892.0,446859.0,15
1,1,0,0,0,9,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),468426.7000002861,O,m,882,16,1,2.bmp,-120,-120,3.bmp,120,-120,4.bmp,-120,120,5.bmp,120,120,8940.800000190735,459485.90000009537,7212,yes,SM,B,5.bmp,-120,-120,288026,282003,290027,284013,460389.0,454363.0,462405.0,456374.0,16
3,0,0,1,0,9,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),477823.09999990463,O,z,1343,17,1,22.bmp,-120,-120,23.bmp,120,-120,24.bmp,-120,120,25.bmp,120,120,9392.599999904633,468430.5,7212,yes,SM,B,22.bmp,-120,120,288026,282003,290027,284013,469336.0,463308.0,471352.0,465321.0,17
1,1,0,0,0,10,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),487639.5,O,z,1766,18,1,6.bmp,-120,-120,7.bmp,120,-120,8.bmp,-120,120,9.bmp,120,120,9812.900000095367,477826.59999990463,7212,yes,SM,B,6.bmp,-120,-120,288026,282003,290027,284013,478732.0,472704.0,480750.0,474720.0,18
2,0,1,0,0,11,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),496852.0,O,z,1156,19,1,26.bmp,-120,-120,27.bmp,120,-120,28.bmp,-120,120,29.bmp,120,120,9207.0,487645.0,7212,yes,SM,B,27.bmp,120,-120,288026,282003,290027,284013,488548.0,482522.0,490562.0,484532.0,19
3,0,0,1,0,11,test,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),506698.90000009537,O,m,1784,20,1,30.bmp,-120,-120,31.bmp,120,-120,32.bmp,-120,120,33.bmp,120,120,9843.699999809265,496855.2000002861,7212,yes,SM,B,32.bmp,-120,120,288026,282003,290027,284013,497760.0,491733.0,499776.0,493744.0,20
1,1,0,0,0,12,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),516177.80000019073,O,m,1424,21,1,14.bmp,-120,-120,15.bmp,120,-120,16.bmp,-120,120,17.bmp,120,120,9474.400000095367,506703.40000009537,7212,yes,SM,B,16.bmp,-120,-120,288026,282003,290027,284013,507606.0,501581.0,509624.0,503593.0,21
4,0,0,0,1,13,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),525490.7000002861,O,z,1255,22,1,18.bmp,-120,-120,19.bmp,120,-120,20.bmp,-120,120,21.bmp,120,120,9309.0,516181.7000002861,7212,yes,SM,B,21.bmp,120,120,288026,282003,290027,284013,517087.0,511059.0,519103.0,513072.0,22
1,1,0,0,0,13,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),535039.2000002861,O,z,1510,23,1,34.bmp,-120,-120,35.bmp,120,-120,36.bmp,-120,120,37.bmp,120,120,9545.5,525493.7000002861,7212,yes,SM,B,37.bmp,-120,-120,288026,282003,290027,284013,526400.0,520371.0,528402.0,522386.0,23
2,0,1,0,0,14,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),544285.5,O,z,1213,24,1,42.bmp,-120,-120,43.bmp,120,-120,44.bmp,-120,120,45.bmp,120,120,9242.400000095367,535043.0999999046,7212,yes,SM,B,43.bmp,120,-120,288026,282003,290027,284013,535933.0,529920.0,537948.0,531932.0,24
4,0,0,0,1,14,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),554348.5999999046,O,None,2013,25,1,46.bmp,-120,-120,47.bmp,120,-120,48.bmp,-120,120,49.bmp,120,120,10058.699999809265,544289.9000000954,7212,yes,SM,B,48.bmp,120,120,288026,282003,290027,284013,545195.0,539167.0,547212.0,541179.0,25
1,1,0,0,0,15,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),563479.7000002861,O,z,1084,26,1,38.bmp,-120,-120,39.bmp,120,-120,40.bmp,-120,120,41.bmp,120,120,9126.10000038147,554353.5999999046,7212,yes,SM,B,38.bmp,-120,-120,288026,282003,290027,284013,555257.0,549231.0,557258.0,551244.0,26
4,0,0,0,1,16,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),572978.4000000954,O,z,1433,27,1,50.bmp,-120,-120,11.bmp,120,-120,1.bmp,-120,120,2.bmp,120,120,9493.5,563484.9000000954,7212,yes,SM,B,2.bmp,120,120,288026,282003,290027,284013,564388.0,558362.0,566405.0,560374.0,27
3,0,0,1,0,16,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),582573.9000000954,O,z,1548,28,1,3.bmp,-120,-120,4.bmp,120,-120,5.bmp,-120,120,6.bmp,120,120,9591.599999904633,572982.3000001907,7212,yes,SM,B,3.bmp,-120,120,288026,282003,290027,284013,573887.0,567860.0,575900.0,569870.0,28
2,0,1,0,0,17,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),591954.7000002861,O,z,1325,29,1,7.bmp,-120,-120,8.bmp,120,-120,9.bmp,-120,120,10.bmp,120,120,9377.700000286102,582577.0,7212,yes,SM,B,8.bmp,120,-120,288026,282003,290027,284013,583482.0,577454.0,585498.0,579467.0,29
3,0,0,1,0,18,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),601583.5,O,z,1577,30,1,11.bmp,-120,-120,12.bmp,120,-120,13.bmp,-120,120,14.bmp,120,120,9624.799999713898,591958.7000002861,7212,yes,SM,B,13.bmp,-120,120,288026,282003,290027,284013,592862.0,586836.0,594878.0,588847.0,30
1,1,0,0,0,19,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),611614.0999999046,O,z,1971,31,1,15.bmp,-120,-120,16.bmp,120,-120,17.bmp,-120,120,18.bmp,120,120,10022.599999904633,601591.5,7212,yes,SM,B,15.bmp,-120,-120,288026,282003,290027,284013,602492.0,596469.0,604508.0,598477.0,31
2,0,1,0,0,19,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),621661.0999999046,O,None,2016,32,1,19.bmp,-120,-120,20.bmp,120,-120,21.bmp,-120,120,22.bmp,120,120,10041.599999904633,611619.5,7212,yes,SM,B,19.bmp,120,-120,288026,282003,290027,284013,612508.0,606497.0,614522.0,608507.0,32
4,0,0,0,1,19,test,1,0,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),630908.9000000954,O,m,1188,33,1,31.bmp,-120,-120,32.bmp,120,-120,33.bmp,-120,120,34.bmp,120,120,9243.900000095367,621665.0,7212,yes,SM,B,34.bmp,120,120,288026,282003,290027,284013,622571.0,616542.0,624587.0,618555.0,33
2,0,1,0,0,20,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),640388.0,O,z,1429,34,1,23.bmp,-120,-120,24.bmp,120,-120,25.bmp,-120,120,26.bmp,120,120,9476.099999904633,630911.9000000954,7212,yes,SM,B,24.bmp,120,-120,288026,282003,290027,284013,631817.0,625789.0,633834.0,627801.0,34
4,0,0,0,1,20,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),650435.5,O,None,2014,35,1,27.bmp,-120,-120,28.bmp,120,-120,29.bmp,-120,120,30.bmp,120,120,10039.599999904633,640395.9000000954,7212,yes,SM,B,29.bmp,120,120,288026,282003,290027,284013,641282.0,635273.0,643298.0,637281.0,35
3,0,0,1,0,20,test,1,0,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),659683.0,O,z,1189,36,1,35.bmp,-120,-120,36.bmp,120,-120,37.bmp,-120,120,38.bmp,120,120,9244.799999713898,650438.2000002861,7212,yes,SM,B,35.bmp,-120,120,288026,282003,290027,284013,651345.0,645315.0,653361.0,647330.0,36
1,1,0,0,0,21,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),668879.5999999046,O,m,1135,37,1,39.bmp,-120,-120,40.bmp,120,-120,41.bmp,-120,120,42.bmp,120,120,9192.599999904633,659687.0,7212,yes,SM,B,40.bmp,-120,-120,288026,282003,290027,284013,660592.0,654564.0,662608.0,656577.0,37
2,0,1,0,0,22,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),677960.3000001907,O,m,1029,38,1,43.bmp,-120,-120,44.bmp,120,-120,45.bmp,-120,120,46.bmp,120,120,9076.700000286102,668883.5999999046,7212,yes,SM,B,45.bmp,120,-120,288026,282003,290027,284013,669789.0,663761.0,671803.0,665772.0,38
4,0,0,0,1,23,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),687491.5999999046,O,z,1473,39,1,47.bmp,-120,-120,48.bmp,120,-120,49.bmp,-120,120,50.bmp,120,120,9527.89999961853,677963.7000002861,7212,yes,SM,B,50.bmp,120,120,288026,282003,290027,284013,678870.0,672841.0,680886.0,674854.0,39
3,0,0,1,0,24,test,1,1,m,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),696721.3000001907,O,m,1169,40,1,4.bmp,-120,-120,5.bmp,120,-120,6.bmp,-120,120,7.bmp,120,120,9226.300000190735,687495.0,7212,yes,SM,B,5.bmp,-120,120,288026,282003,290027,284013,688399.0,682372.0,690414.0,684384.0,40
1,1,0,0,0,25,test,1,1,z,Wed Sep 03 2025 16:42:35 GMT-0500 (Central Daylight Time),705851.0,O,z,1082,41,1,8.bmp,-120,-120,9.bmp,120,-120,10.bmp,-120,120,11.bmp,120,120,9125.699999809265,696725.3000001907,7212,yes,SM,B,8.bmp,-120,-120,288026,282003,290027,284013,697630.0,691603.0,699645.0,693615.0,41
