acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,m,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),39425.700000047684,O,m,1391,,,1,no,1,2911.0,36514.700000047684,RNV,FNV,7183,LC,B,,,1
2,1,0.0,prac,1,z,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),42241.700000047684,O,z,1298,,,4,yes,1,2811.2000000476837,39430.5,RSM,RSM,7183,LC,B,,,2
3,1,0.0,prac,1,m,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),47188.700000047684,O,m,3418,,,5,no,1,4940.900000095367,42247.799999952316,LNDPRSKQB,LNDPRSJQB,7183,LC,B,,,3
4,1,0.0,prac,1,z,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),54286.799999952316,O,z,5558,,,6,yes,1,7091.299999952316,47195.5,CSDBFPHXZ,CSDBFPHXZ,7183,LC,B,,,4
5,1,0.0,prac,1,m,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),59287.0,O,m,3476,,,3,no,1,4993.700000047684,54293.299999952316,QHZXPC,QHZWPC,7183,LC,B,,,5
6,1,0.0,prac,1,z,30000.0,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),66116.20000004768,O,z,5300,,,2,yes,1,6824.400000095367,59291.799999952316,NBGFSM,NBGFSM,7183,LC,B,,,6
1,1,1.181999921798706,test,1,m,28818.000078201294,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),73381.20000004768,O,m,1165,1165,,1,no,1,1177.9000000953674,72203.29999995232,HCF,RCF,7183,LC,B,64953,,1
1,1,4.230999946594238,test,0,m,25769.00005340576,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),76430.0,O,z,3040,3040,,2,no,1,3044.600000143051,73385.39999985695,QTPRJX,QTPNJX,7183,LC,B,66135,,2
2,1,9.114000082015991,test,1,m,20885.99991798401,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),81313.0,O,m,4870,4870,,3,no,1,4877.700000047684,76435.29999995232,MZDYGVGKQ,MZDYGLBKQ,7183,LC,B,69185,,3
3,1,10.562000036239624,test,1,m,19437.999963760376,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),82761.20000004768,O,m,1435,1435,,4,no,1,1443.6000001430511,81317.59999990463,FQTNMK,JQTNMK,7183,LC,B,74067,,4
4,1,11.913000106811523,test,1,z,18086.999893188477,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),84111.70000004768,O,z,1331,1331,,5,yes,1,1346.2000000476837,82765.5,CLJ,CLJ,7183,LC,B,75515,,5
5,1,13.894999980926514,test,1,m,16105.000019073486,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),86093.70000004768,O,m,1972,1972,,6,no,1,1977.2000000476837,84116.5,JGDMNSVPW,JGZMNSVPW,7183,LC,B,76866,,6
6,1,16.811000108718872,test,1,z,13188.999891281128,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),89010.39999985695,O,z,2898,2898,,7,yes,1,2914.0999999046326,86096.29999995232,FPTVHKCBJ,FPTVHKCBJ,7183,LC,B,78846,,7
7,1,19.259999990463257,test,1,m,10740.000009536743,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),91459.09999990463,O,m,2435,2435,,8,no,1,2444.399999856949,89014.70000004768,XRPZBS,ZRPBDH,7183,LC,B,81764,,8
8,1,20.39299988746643,test,1,m,9607.00011253357,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),92591.89999985695,O,m,1114,1114,,9,no,1,1129.0999999046326,91462.79999995232,ZSQ,ZSP,7183,LC,B,84212,,9
9,1,23.05900001525879,test,1,z,6940.999984741211,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),95258.39999985695,O,z,2652,2652,,10,yes,1,2662.399999856949,92596.0,MPZRXL,MPZRXL,7183,LC,B,85346,,10
10,1,24.19099998474121,test,1,m,5809.000015258789,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),96390.5,O,m,1113,1113,,11,no,1,1127.5,95263.0,KJH,KRH,7183,LC,B,88013,,11
11,1,27.324000120162964,test,1,z,2675.999879837036,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),99522.89999985695,O,z,3119,3119,,12,yes,1,3128.2999999523163,96394.59999990463,SMNHVTFCB,SMNHVTFCB,7183,LC,B,89144,,12
12,1,29.372999906539917,test,1,z,627.000093460083,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),101571.70000004768,O,z,2035,2035,,13,yes,1,2045.1000001430511,99526.59999990463,KJWTQF,KJWTQF,7183,LC,B,92276,,13
12,1,30.00600004196167,test,0,z,-6.000041961669922,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),102205.20000004768,O,None,629,629,,14,yes,1,629.8000001907349,101575.39999985695,CHDKQGLMB,CHDKQGLMB,7183,LC,B,94325,,14
1,2,3.9140000343322754,test,1,z,26085.999965667725,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),111185.59999990463,O,z,3908,,3908.0,1,yes,1,9610.200000047684,101575.39999985695,PRDBZTYFN,PRDBZTYFN,7183,LC,B,,100026.0,1
2,2,6.296999931335449,test,1,m,23703.00006866455,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),113568.59999990463,O,m,2363,,2363.0,2,no,1,11993.200000047684,101575.39999985695,NCWJDZ,NCMJDZ,7183,LC,B,,103939.0,2
3,2,7.628999948501587,test,1,m,22371.000051498413,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),114900.39999985695,O,m,1316,,1316.0,3,no,1,13325.0,101575.39999985695,KHW,KBW,7183,LC,B,,106322.0,3
4,2,9.858999967575073,test,1,m,20141.000032424927,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),117130.79999995232,O,m,2215,,2215.0,4,no,1,15555.400000095367,101575.39999985695,ZRBGMF,ZRBCMF,7183,LC,B,,107656.0,4
5,2,11.658999919891357,test,1,m,18341.000080108643,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),118930.29999995232,O,m,1780,,1780.0,5,no,1,17354.900000095367,101575.39999985695,BTH,BYH,7183,LC,B,,109890.0,5
6,2,14.943000078201294,test,1,z,15056.999921798706,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),122214.89999985695,O,z,3272,,3272.0,6,yes,1,20639.5,101575.39999985695,XWKQRYCNZ,XWKQRYCNZ,7183,LC,B,,111687.0,6
7,2,17.460999965667725,test,1,z,12539.000034332275,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),124732.79999995232,O,z,2514,,2514.0,7,yes,1,23157.400000095367,101575.39999985695,HNPDLK,HNPDLK,7183,LC,B,,114967.0,7
8,2,20.691999912261963,test,1,m,9308.000087738037,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),127963.20000004768,O,m,3217,,3217.0,8,no,1,26387.800000190735,101575.39999985695,WMQTRSGLZ,WMQTRZGLZ,7183,LC,B,,117485.0,8
9,2,21.693000078201294,test,1,z,8306.999921798706,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),128964.39999985695,O,z,997,,997.0,9,yes,1,27389.0,101575.39999985695,JPN,JPN,7183,LC,B,,120716.0,9
10,2,24.19000005722046,test,1,m,5809.999942779541,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),131461.89999985695,O,m,2490,,2490.0,10,no,1,29886.5,101575.39999985695,QLXSVT,QLNSVT,7183,LC,B,,121717.0,10
11,2,26.990000009536743,test,1,z,3009.999990463257,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),134261.5,O,z,2785,,2785.0,11,yes,1,32686.10000014305,101575.39999985695,YXHKZVFPB,YXHKZVFPD,7183,LC,B,,124214.0,11
12,2,28.138999938964844,test,1,z,1861.0000610351562,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),135410.59999990463,O,z,1137,,1137.0,12,yes,1,33835.200000047684,101575.39999985695,RJZ,RJZ,7183,LC,B,,127014.0,12
12,2,30.022000074386597,test,0,z,-22.00007438659668,Fri Aug 08 2025 14:48:50 GMT-0500 (Central Daylight Time),137293.09999990463,O,None,1878,,1878.0,13,yes,1,35717.700000047684,101575.39999985695,CLNPZD,CLNPZD,7183,LC,B,,128164.0,13
