Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),118151.0,I,None,2017,1,2,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,10826.599999904633,107324.40000009537,8116,yes,SM,C,66.bmp,-120,-120,105165,99138,107182,101150,,,,,1
3,0,0,1,0,1,prac,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),128548.0,I,m,1570,2,2,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10392.699999809265,118155.30000019073,8116,no,SM,C,73.bmp,-120,120,115996,109969,118012,111982,,,,,2
4,0,0,0,1,2,prac,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),139112.5,I,m,1734,3,2,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10560.299999952316,128552.20000004768,8116,no,SM,C,74.bmp,120,120,126392,120366,128408,122377,,,,,3
2,0,1,0,0,2,prac,1,0,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),149258.20000004768,I,m,1322,4,2,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,10141.599999904633,139116.60000014305,8116,yes,SM,C,79.bmp,120,-120,136956,130930,138972,132941,,,,,4
3,0,0,1,0,2,prac,1,0,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),160087.80000019073,I,None,2015,5,2,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10826.100000143051,149261.70000004768,8116,yes,SM,C,84.bmp,-120,120,147102,141075,149119,143089,,,,,5
1,1,0,0,0,3,prac,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),169918.30000019073,I,m,999,6,2,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,9824.800000190735,160093.5,8116,no,SM,C,89.bmp,-120,-120,157933,151907,159950,153917,,,,,6
2,0,1,0,0,4,prac,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),180348.5,I,m,1611,7,2,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,10426.099999904633,169922.40000009537,8116,no,SM,C,90.bmp,120,-120,167763,161736,169779,163749,,,,,7
4,0,0,0,1,4,prac,1,0,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),190511.90000009537,I,m,1349,8,2,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,10159.799999952316,180352.10000014305,8116,yes,SM,C,97.bmp,120,120,178193,172165,180209,174179,,,,,8
4,0,0,0,1,1,test,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),203757.80000019073,I,m,1028,1,2,98.bmp,-120,-120,99.bmp,120,-120,100.bmp,-120,120,93.bmp,120,120,9077.900000095367,194679.90000009537,8116,yes,SM,C,100.bmp,120,120,178193,172165,180209,174179,192522.0,186493.0,194538.0,188507.0,1
2,0,1,0,0,2,test,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),213238.10000014305,I,m,1420,2,2,51.bmp,-120,-120,52.bmp,120,-120,53.bmp,-120,120,54.bmp,120,120,9476.799999952316,203761.30000019073,8116,yes,SM,C,53.bmp,120,-120,178193,172165,180209,174179,201602.0,195575.0,203618.0,197587.0,2
1,1,0,0,0,3,test,1,1,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),222318.5,I,z,1027,3,2,55.bmp,-120,-120,56.bmp,120,-120,57.bmp,-120,120,58.bmp,120,120,9077.099999904633,213241.40000009537,8116,yes,SM,C,55.bmp,-120,-120,178193,172165,180209,174179,211083.0,205055.0,213099.0,207067.0,3
3,0,0,1,0,4,test,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),231975.5,I,m,1463,4,2,59.bmp,-120,-120,60.bmp,120,-120,61.bmp,-120,120,62.bmp,120,120,9652.599999904633,222322.90000009537,8116,yes,SM,C,59.bmp,-120,120,178193,172165,180209,174179,220163.0,214136.0,222179.0,216148.0,4
2,0,1,0,0,5,test,1,1,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),241229.30000019073,I,z,1212,5,2,63.bmp,-120,-120,64.bmp,120,-120,65.bmp,-120,120,66.bmp,120,120,9250.200000047684,231979.10000014305,8116,yes,SM,C,64.bmp,120,-120,178193,172165,180209,174179,229810.0,223792.0,231826.0,225795.0,5
3,0,0,1,0,5,test,1,0,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),251292.90000009537,I,None,2016,6,2,67.bmp,-120,-120,68.bmp,120,-120,69.bmp,-120,120,70.bmp,120,120,10060.700000047684,241232.20000004768,8116,yes,SM,C,69.bmp,-120,120,178193,172165,180209,174179,239074.0,233046.0,241090.0,235059.0,6
4,0,0,0,1,6,test,1,1,z,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),261339.60000014305,I,z,1988,7,2,71.bmp,-120,-120,72.bmp,120,-120,73.bmp,-120,120,74.bmp,120,120,10042.900000095367,251296.70000004768,8116,yes,SM,C,74.bmp,120,120,178193,172165,180209,174179,249138.0,243110.0,251154.0,245122.0,7
2,0,1,0,0,7,test,1,1,m,Thu Aug 13 2026 17:19:49 GMT-0500 (Central Daylight Time),271169.7000000477,I,m,1781,8,2,75.bmp,-120,-120,76.bmp,120,-120,77.bmp,-120,120,78.bmp,120,120,9826.5,261343.20000004768,8116,yes,SM,C,75.bmp,120,-120,178193,172165,180209,174179,259184.0,253157.0,261201.0,255169.0,8
