Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,246,128,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),,box1,yes,O,1,1,,,7138,DSST,A,,,,0,160,113
T,1,1,0.0,2,prac,yes,1,2,120000.0,197,144,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),50152.29999999888,box2,yes,O,1,1,5152.0,45000.29999999888,7138,DSST,A,,,,1,160,113
X,2,1,0.0,8,prac,yes,1,8,120000.0,267,149,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),55118.09999999963,box8,yes,O,1,1,4194.300000000745,50923.79999999888,7138,DSST,A,,,,2,160,113
),3,1,0.0,3,prac,yes,1,3,120000.0,298,137,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),61148.0,box3,yes,O,1,1,5255.9000000003725,55892.09999999963,7138,DSST,A,,,,3,160,113
+,4,1,0.0,9,prac,yes,1,9,120000.0,258,141,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),66828.40000000037,box9,yes,O,1,1,4905.60000000149,61922.79999999888,7138,DSST,A,,,,4,160,113
^,5,1,0.0,7,prac,yes,1,7,120000.0,256,152,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),71329.29999999888,box7,yes,O,1,1,3727.7999999988824,67601.5,7138,DSST,A,,,,5,160,113
O,6,1,0.0,6,prac,yes,1,6,120000.0,218,153,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),77575.79999999888,box6,yes,O,1,1,5471.699999999255,72104.09999999963,7138,DSST,A,,,,6,160,113
-,7,1,0.0,1,prac,yes,1,1,120000.0,199,125,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),81840.5,box1,yes,O,1,1,3488.0,78352.5,7138,DSST,A,,,,7,160,113
U,8,1,0.0,5,prac,yes,1,5,120000.0,198,145,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),86191.40000000037,box5,yes,O,1,1,3576.5,82614.90000000037,7138,DSST,A,,,,8,160,113
L,9,1,0.0,4,prac,yes,1,4,120000.0,247,117,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),90572.0,box4,yes,O,1,1,3606.5,86965.5,7138,DSST,A,,,,9,160,113
T,1,1,4.388000011444092,2,test,yes,1,2,115611.99998855591,203,125,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),101850.69999999925,box2,yes,O,1,1,4374.0,97476.69999999925,7138,DSST,A,98433.0,99092.0,94718.0,1,160,113
-,2,1,7.289000034332275,1,test,yes,1,1,112710.99996566772,205,133,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),104751.90000000037,box1,yes,O,1,1,2890.5,101861.40000000037,7138,DSST,A,101316.0,101993.0,99102.0,2,160,113
),3,1,10.602999925613403,3,test,yes,1,3,109397.0000743866,273,125,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),108065.59999999963,box3,yes,O,1,1,3302.4000000003725,104763.19999999925,7138,DSST,A,104599.0,105307.0,102004.0,3,160,113
^,4,1,13.687000036239624,7,test,yes,1,7,106312.99996376038,230,154,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),111150.0,box7,yes,O,1,1,3073.2000000011176,108076.79999999888,7138,DSST,A,107680.0,108391.0,105318.0,4,160,113
T,5,1,16.668999910354614,2,test,yes,1,2,103331.00008964539,202,124,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),114131.0,box2,yes,O,1,1,2970.9000000003725,111160.09999999963,7138,DSST,A,110748.0,111372.0,108401.0,5,160,113
L,6,1,20.57699990272522,4,test,yes,1,4,99423.00009727478,203,128,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),118042.59999999963,box4,yes,O,1,1,3900.5,114142.09999999963,7138,DSST,A,114611.0,115284.0,111383.0,6,160,113
X,7,1,24.002000093460083,8,test,yes,1,8,95997.99990653992,255,141,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),121460.79999999888,box8,yes,O,1,1,3409.7999999988824,118051.0,7138,DSST,A,118010.0,118702.0,115292.0,7,160,113
T,8,1,27.282999992370605,2,test,yes,1,2,92717.0000076294,179,121,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),124743.59999999963,box2,yes,O,1,1,3267.0,121476.59999999963,7138,DSST,A,121275.0,121985.0,118718.0,8,160,113
-,9,1,30.08400011062622,1,test,yes,1,1,89915.99988937378,224,134,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),127542.5,box1,yes,O,1,1,2786.5999999996275,124755.90000000037,7138,DSST,A,124027.0,124783.0,121997.0,9,160,113
),10,1,33.09999990463257,3,test,yes,1,3,86900.00009536743,266,157,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),130561.0,box3,yes,O,1,1,3003.0,127558.0,7138,DSST,A,127042.0,127802.0,124799.0,10,160,113
T,11,1,36.312999963760376,2,test,yes,1,2,83687.00003623962,252,131,Fri May 16 2025 16:18:36 GMT-0500 (Central Daylight Time),133774.29999999888,box2,yes,O,1,1,3200.5999999996275,130573.69999999925,7138,DSST,A,130373.0,131015.0,127815.0,11,160,113
