Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,247,143,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),,box1,yes,I,1,,,,8073,DSST,B,,,,0,160,113
+,1,1,0.0,9,prac,yes,1,9,120000.0,216,156,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),71677.79999999702,box9,yes,I,1,,4002.3999999910593,67675.40000000596,8073,DSST,B,,,,1,160,113
L,2,1,0.0,4,prac,yes,1,4,120000.0,188,149,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),76342.40000000596,box4,yes,I,1,,3890.0,72452.40000000596,8073,DSST,B,,,,2,160,113
),3,1,0.0,3,prac,yes,1,3,120000.0,213,151,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),80174.79999999702,box3,yes,I,1,,3057.0999999940395,77117.70000000298,8073,DSST,B,,,,3,160,113
X,4,1,0.0,8,prac,yes,1,8,120000.0,281,138,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),83923.40000000596,box8,yes,I,1,,2974.7000000029802,80948.70000000298,8073,DSST,B,,,,4,160,113
-,5,1,0.0,1,prac,yes,1,1,120000.0,254,140,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),87089.29999999702,box1,yes,I,1,,2392.2999999970198,84697.0,8073,DSST,B,,,,5,160,113
T,6,1,0.0,2,prac,yes,1,2,120000.0,186,151,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),90554.70000000298,box2,yes,I,1,,2691.9000000059605,87862.79999999702,8073,DSST,B,,,,6,160,113
U,7,1,0.0,5,prac,yes,1,5,120000.0,341,147,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),94153.79999999702,box5,yes,I,1,,2824.2000000029802,91329.59999999404,8073,DSST,B,,,,7,160,113
O,8,1,0.0,6,prac,yes,1,6,120000.0,304,148,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),97885.90000000596,box6,yes,I,1,,2959.2000000029802,94926.70000000298,8073,DSST,B,,,,8,160,113
^,9,1,0.0,7,prac,yes,1,7,120000.0,206,131,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),102417.79999999702,box7,yes,I,1,,3758.7999999970198,98659.0,8073,DSST,B,,,,9,160,113
T,1,1,3.371999979019165,2,test,yes,1,2,116628.00002098083,200,135,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),118996.09999999404,box2,yes,I,1,,3360.5,115635.59999999404,8073,DSST,B,116494.0,117320.0,113960.0,1,160,113
-,2,1,6.1540000438690186,1,test,yes,1,1,113845.99995613098,213,162,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),121778.29999999702,box1,yes,I,1,,2768.3999999910593,119009.90000000596,8073,DSST,B,119245.0,120102.0,117334.0,2,160,113
),3,1,8.486999988555908,3,test,yes,1,3,111513.00001144409,203,126,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),124111.20000000298,box3,yes,I,1,,2320.7999999970198,121790.40000000596,8073,DSST,B,121758.0,122435.0,120114.0,3,160,113
^,4,1,12.085000038146973,7,test,yes,1,7,107914.99996185303,213,135,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),127710.0,box7,yes,I,1,,3585.7999999970198,124124.20000000298,8073,DSST,B,125291.0,126034.0,122448.0,4,160,113
T,5,1,14.6010000705719,2,test,yes,1,2,105398.9999294281,269,150,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),130226.0,box2,yes,I,1,,2504.9000000059605,127721.09999999404,8073,DSST,B,127889.0,128550.0,126045.0,5,160,113
L,6,1,16.950000047683716,4,test,yes,1,4,103049.99995231628,277,129,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),132575.09999999404,box4,yes,I,1,,2338.199999988079,130236.90000000596,8073,DSST,B,130289.0,130899.0,128561.0,6,160,113
X,7,1,19.499000072479248,8,test,yes,1,8,100500.99992752075,221,140,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),135124.20000000298,box8,yes,I,1,,2538.7000000029802,132585.5,8073,DSST,B,132722.0,133448.0,130910.0,7,160,113
T,8,1,22.23200011253357,2,test,yes,1,2,97767.99988746643,213,139,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),137856.79999999702,box2,yes,I,1,,2722.0,135134.79999999702,8073,DSST,B,135403.0,136181.0,133459.0,8,160,113
-,9,1,24.430999994277954,1,test,yes,1,1,95569.00000572205,242,146,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),140056.09999999404,box1,yes,I,1,,2189.0999999940395,137867.0,8073,DSST,B,137736.0,138380.0,136191.0,9,160,113
),10,1,27.013000011444092,3,test,yes,1,3,92986.99998855591,197,137,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),142638.29999999702,box3,yes,I,1,,2571.2000000029802,140067.09999999404,8073,DSST,B,140118.0,140962.0,138391.0,10,160,113
T,11,1,29.378999948501587,2,test,yes,1,2,90621.00005149841,224,137,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),145004.70000000298,box2,yes,I,1,,2354.9000000059605,142649.79999999702,8073,DSST,B,142600.0,143329.0,140974.0,11,160,113
-,12,1,31.49500012397766,1,test,yes,1,1,88504.99987602234,185,144,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),147120.59999999404,box1,yes,I,1,,2105.8999999910593,145014.70000000298,8073,DSST,B,144716.0,145445.0,143339.0,12,160,113
L,13,1,33.776999950408936,4,test,yes,1,4,86223.00004959106,211,129,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),149402.90000000596,box4,yes,I,1,,2271.9000000059605,147131.0,8073,DSST,B,147099.0,147727.0,145455.0,13,160,113
T,14,1,36.16000008583069,2,test,yes,1,2,83839.99991416931,216,150,Tue Nov 04 2025 16:30:52 GMT-0600 (Central Standard Time),151785.70000000298,box2,yes,I,1,,2372.2999999970198,149413.40000000596,8073,DSST,B,149482.0,150110.0,147737.0,14,160,113
