Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),177001.5,O,None,2014,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10825.5,166176.0,7709,yes,SM,B,16.bmp,-120,-120,169946,163918,171962,165931,,,,,1
3,0,0,1,0,0,prac,1,0,m,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),187830.89999997616,O,None,2020,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10823.0,177007.89999997616,7709,no,SM,B,23.bmp,-120,120,180776,174750,182791,176762,,,,,2
4,0,0,0,1,0,prac,1,0,m,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),198644.39999997616,O,None,2014,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10808.699999988079,187835.69999998808,7709,no,SM,B,24.bmp,120,120,191604,185578,193606,187588,,,,,3
2,0,1,0,0,1,prac,1,1,z,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),209341.89999997616,O,z,1870,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10691.799999982119,198650.09999999404,7709,yes,SM,B,29.bmp,120,-120,202417,196392,204433,198401,,,,,4
3,0,0,1,0,2,prac,1,1,z,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),220121.79999998212,O,z,1957,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10774.699999988079,209347.09999999404,7709,yes,SM,B,34.bmp,-120,120,213114,207089,215130,209102,,,,,5
1,1,0,0,0,3,prac,1,1,m,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),230736.69999998808,O,m,1798,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10611.0,220125.69999998808,7709,no,SM,B,39.bmp,-120,-120,223896,217868,225912,219881,,,,,6
2,0,1,0,0,3,prac,1,0,m,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),241563.5,O,None,2015,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10822.600000023842,230740.89999997616,7709,no,SM,B,40.bmp,120,-120,234508,228483,236524,230494,,,,,7
4,0,0,0,1,3,prac,1,0,z,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),252376.69999998808,O,m,1989,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10805.59999999404,241571.09999999404,7709,yes,SM,B,47.bmp,120,120,245337,239313,247354,241322,,,,,8
1,1,0,0,0,1,prac,2,1,z,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),267906.89999997616,O,z,1689,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10512.399999976158,257394.5,7709,yes,SM,B,16.bmp,-120,-120,261166,255137,263182,257152,,,,,1
3,0,0,1,0,1,prac,2,0,m,Mon Nov 24 2025 16:45:14 GMT-0600 (Central Standard Time),278418.5,O,z,1687,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10507.700000017881,267910.7999999821,7709,no,SM,B,23.bmp,-120,120,271680,265653,273697,267666,,,,,2
