acc_sum,block,block_c,change,condition,correct,correct_response,datetime,endtime,face,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
0,prac,1,,1-Back,,,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),,124_o_f_d_a.png,O,space,6869,1,1,,,7729,VNB,A,0
0,prac,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),236899.10000002384,071_y_f_n_a.png,O,None,2012,2,1,2800.8000000715256,234098.29999995232,7729,VNB,A,1
1,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),239232.10000002384,165_m_m_h_a.png,O,m,1526,3,1,2323.2000000476837,236908.89999997616,7729,VNB,A,2
2,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),241281.89999997616,109_y_m_d_a.png,O,m,1250,4,1,2037.2999999523163,239244.60000002384,7729,VNB,A,3
3,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),243582.39999997616,124_o_f_n_a.png,O,m,1468,5,1,2288.7000000476837,241293.69999992847,7729,VNB,A,4
4,prac,1,1.0,1-Back,1.0,z,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),245930.19999992847,109_y_m_n_a.png,O,z,1544,6,1,2340.2999999523163,243589.89999997616,7729,VNB,A,5
5,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),247862.69999992847,039_o_m_h_a.png,O,m,1118,7,1,1920.3999999761581,245942.29999995232,7729,VNB,A,6
6,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),250062.69999992847,139_m_f_d_a.png,O,m,1410,8,1,2189.6999999284744,247873.0,7729,VNB,A,7
7,prac,1,1.0,1-Back,1.0,z,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),252363.0,071_y_f_d_a.png,O,z,1503,9,1,2287.600000023842,250075.39999997616,7729,VNB,A,8
8,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),254343.5,165_m_m_n_a.png,O,m,1181,10,1,1969.2000000476837,252374.29999995232,7729,VNB,A,9
8,prac,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),257076.69999992847,124_o_f_h_a.png,O,z,1905,11,1,2721.6999999284744,254355.0,7729,VNB,A,10
9,prac,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),259442.69999992847,109_y_m_d_a.png,O,m,1589,12,1,2358.899999976158,257083.79999995232,7729,VNB,A,11
0,test,1,0.0,1-Back,,,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),259442.69999992847,071_y_f_d_a.png,O,space,3211,1,1,2358.899999976158,257083.79999995232,7729,VNB,A,0
0,test,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),281886.5,139_m_f_n_a.png,O,None,2001,2,1,3006.3000000715256,278880.1999999285,7729,VNB,A,1
1,test,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),284483.39999997616,039_o_m_h_a.png,O,m,1571,3,1,2586.399999976158,281897.0,7729,VNB,A,2
1,test,1,1.0,1-Back,0.0,z,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),286499.60000002384,165_m_m_h_a.png,O,m,996,4,1,2009.8000000715256,284489.7999999523,7729,VNB,A,3
1,test,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),288565.2999999523,124_o_f_n_a.png,O,z,1036,5,1,2055.7999999523163,286509.5,7729,VNB,A,4
2,test,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),291482.0,109_y_m_d_a.png,O,m,1888,6,1,2907.8000000715256,288574.1999999285,7729,VNB,A,5
3,test,1,1.0,1-Back,1.0,z,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),293914.7999999523,139_m_f_d_a.png,O,z,1400,7,1,2422.5,291492.2999999523,7729,VNB,A,6
4,test,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),296197.0,071_y_f_h_a.png,O,m,1262,8,1,2272.600000023842,293924.39999997616,7729,VNB,A,7
4,test,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),298462.10000002384,039_o_m_n_a.png,O,z,1235,9,1,2255.2000000476837,296206.89999997616,7729,VNB,A,8
4,test,1,0.0,1-Back,0.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),301495.6999999285,109_y_m_h_a.png,O,None,2015,10,1,3027.6999999284744,298468.0,7729,VNB,A,9
5,test,1,0.0,1-Back,1.0,m,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),303594.60000002384,039_o_m_d_a.png,O,m,1064,11,1,2088.100000023842,301506.5,7729,VNB,A,10
5,test,1,1.0,1-Back,0.0,z,Tue Jan 06 2026 12:16:26 GMT-0600 (Central Standard Time),306127.39999997616,124_o_f_d_a.png,O,m,1501,12,1,2522.7999999523163,303604.60000002384,7729,VNB,A,11
