acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),61729.200000047684,CFD-BF-051-043-A.jpg,1000,solid,I,z,1081,4,2,2866.0,58863.200000047684,8064,ATS,B,1
2,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),65394.300000071526,CFD-BF-035-007-HC.jpg,2000,solid,I,m,895,5,2,6531.100000023842,58863.200000047684,8064,ATS,B,2
3,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),68460.39999997616,CFD-WF-011-006-HC.jpg,1500,solid,I,m,778,11,2,9597.199999928474,58863.200000047684,8064,ATS,B,3
4,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),71710.89999997616,CFD-WM-012-007-HC.jpg,1700,solid,I,m,767,9,2,12847.699999928474,58863.200000047684,8064,ATS,B,4
5,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),75341.39999997616,CFD-BM-037-041-A.jpg,1600,solid,I,z,1243,2,2,16478.199999928474,58863.200000047684,8064,ATS,B,5
6,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),77841.80000007153,CFD-WF-013-015-A.jpg,1000,solid,I,z,715,12,2,18978.600000023842,58863.200000047684,8064,ATS,B,6
7,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),81006.10000002384,CFD-BM-020-024-HC.jpg,1500,solid,I,m,867,3,2,22142.899999976158,58863.200000047684,8064,ATS,B,7
8,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),84471.89999997616,CFD-WM-009-009-A.jpg,1900,solid,I,z,782,8,2,25608.699999928474,58863.200000047684,8064,ATS,B,8
9,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),88200.60000002384,CFD-BM-015-017-HC.jpg,1700,solid,I,m,1133,1,2,29337.399999976158,58863.200000047684,8064,ATS,B,9
10,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),90886.60000002384,CFD-BF-050-012-A.jpg,1200,solid,I,z,692,6,2,32023.399999976158,58863.200000047684,8064,ATS,B,10
11,prac,1,A,haborder.png,1,z,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),93985.70000004768,CFD-WF-026-008-A.jpg,1600,solid,I,z,705,10,2,35122.5,58863.200000047684,8064,ATS,B,11
12,prac,1,A,haborder.png,1,m,Mon Dec 08 2025 08:50:01 GMT-0600 (Central Standard Time),96884.89999997616,CFD-WM-011-006-HC.jpg,1400,solid,I,m,711,7,2,38021.699999928474,58863.200000047684,8064,ATS,B,12
