Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,192,151,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),,box1,yes,I,1,1,,,9087,DSST,C,,,,0,160,113
),1,1,0.0,3,prac,yes,1,3,120000.0,238,134,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),83212.89999999106,box3,yes,I,1,1,3445.699999988079,79767.20000000298,9087,DSST,C,,,,1,160,113
U,2,1,0.0,5,prac,yes,1,5,120000.0,204,133,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),88396.29999999702,box5,yes,I,1,1,4401.0999999940395,83995.20000000298,9087,DSST,C,,,,2,160,113
T,3,1,0.0,2,prac,yes,1,2,120000.0,226,132,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),92112.89999999106,box2,yes,I,1,1,2935.8999999910593,89177.0,9087,DSST,C,,,,3,160,113
-,4,1,0.0,1,prac,yes,1,1,120000.0,210,126,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),95746.29999999702,box1,yes,I,1,1,2852.4000000059605,92893.89999999106,9087,DSST,C,,,,4,160,113
O,5,1,0.0,6,prac,yes,1,6,120000.0,168,128,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),99629.5,box6,yes,I,1,1,3106.7000000029802,96522.79999999702,9087,DSST,C,,,,5,160,113
L,6,1,0.0,4,prac,yes,1,4,120000.0,239,159,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),103363.0,box4,yes,I,1,1,2953.4000000059605,100409.59999999404,9087,DSST,C,,,,6,160,113
+,7,1,0.0,9,prac,yes,1,9,120000.0,208,122,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),107679.29999999702,box9,yes,I,1,1,3536.4000000059605,104142.89999999106,9087,DSST,C,,,,7,160,113
X,8,1,0.0,8,prac,yes,1,8,120000.0,207,125,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),111346.20000000298,box8,yes,I,1,1,2886.1000000089407,108460.09999999404,9087,DSST,C,,,,8,160,113
^,9,1,0.0,7,prac,yes,1,7,120000.0,312,127,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),115179.5,box7,yes,I,1,1,3053.4000000059605,112126.09999999404,9087,DSST,C,,,,9,160,113
T,1,1,3.111999988555908,2,test,yes,1,2,116888.00001144409,183,143,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),134579.59999999404,box2,yes,I,1,1,3089.3999999910593,131490.20000000298,9087,DSST,C,131804.0,132660.0,129571.0,1,160,113
-,2,1,5.7769999504089355,1,test,yes,1,1,114223.00004959106,297,132,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),137246.09999999404,box1,yes,I,1,1,2642.5999999940395,134603.5,9087,DSST,C,134557.0,135327.0,132685.0,2,160,113
),3,1,8.161999940872192,3,test,yes,1,3,111838.00005912781,225,129,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),139629.29999999702,box3,yes,I,1,1,2360.4000000059605,137268.89999999106,9087,DSST,C,136988.0,137710.0,135350.0,3,160,113
^,4,1,11.144000053405762,7,test,yes,1,7,108855.99994659424,172,126,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),142612.89999999106,box7,yes,I,1,1,2958.0999999940395,139654.79999999702,9087,DSST,C,140022.0,140694.0,137736.0,4,160,113
T,5,1,14.476999998092651,2,test,yes,1,2,105523.00000190735,240,155,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),145946.09999999404,box2,yes,I,1,1,3311.7000000029802,142634.39999999106,9087,DSST,C,143322.0,144027.0,140715.0,5,160,113
L,6,1,17.49399995803833,4,test,yes,1,4,102506.00004196167,275,122,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),148962.89999999106,box4,yes,I,1,1,2993.0999999940395,145969.79999999702,9087,DSST,C,146471.0,147044.0,144051.0,6,160,113
X,7,1,20.562000036239624,8,test,yes,1,8,99437.99996376038,321,137,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),152029.39999999106,box8,yes,I,1,1,3044.5999999940395,148984.79999999702,9087,DSST,C,149554.0,150110.0,147066.0,7,160,113
T,8,1,23.062000036239624,2,test,yes,1,2,96937.99996376038,206,116,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),154529.5,box2,yes,I,1,1,2476.2999999970198,152053.20000000298,9087,DSST,C,152004.0,152610.0,150134.0,8,160,113
-,9,1,25.061000108718872,1,test,yes,1,1,94938.99989128113,201,134,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),156529.5,box1,yes,I,1,1,1975.9000000059605,154553.59999999404,9087,DSST,C,153922.0,154610.0,152635.0,9,160,113
),10,1,27.49399995803833,3,test,yes,1,3,92506.00004196167,236,150,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),158962.79999999702,box3,yes,I,1,1,2411.0,156551.79999999702,9087,DSST,C,156471.0,157044.0,154633.0,10,160,113
T,11,1,30.861000061035156,2,test,yes,1,2,89138.99993896484,268,121,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),162329.39999999106,box2,yes,I,1,1,3341.2999999970198,158988.09999999404,9087,DSST,C,159605.0,160410.0,157069.0,11,160,113
-,12,1,33.09299993515015,1,test,yes,1,1,86907.00006484985,301,156,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),164562.79999999702,box1,yes,I,1,1,2211.0999999940395,162351.70000000298,9087,DSST,C,162088.0,162644.0,160433.0,12,160,113
L,13,1,35.89400005340576,4,test,yes,1,4,84105.99994659424,351,151,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),167362.79999999702,box4,yes,I,1,1,2777.2000000029802,164585.59999999404,9087,DSST,C,164539.0,165444.0,162667.0,13,160,113
T,14,1,38.62700009346008,2,test,yes,1,2,81372.99990653992,333,122,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),170096.09999999404,box2,yes,I,1,1,2710.3999999910593,167385.70000000298,9087,DSST,C,167555.0,168177.0,165467.0,14,160,113
),15,1,40.99399995803833,3,test,yes,1,3,79006.00004196167,348,156,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),172462.59999999404,box3,yes,I,1,1,2342.0999999940395,170120.5,9087,DSST,C,169884.0,170543.0,168201.0,15,160,113
U,16,1,43.55999994277954,5,test,yes,1,5,76440.00005722046,188,159,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),175029.5,box5,yes,I,1,1,2545.7000000029802,172483.79999999702,9087,DSST,C,172456.0,173110.0,170565.0,16,160,113
T,17,1,46.77799987792969,2,test,yes,1,2,73222.00012207031,172,154,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),178246.0,box2,yes,I,1,1,3194.2000000029802,175051.79999999702,9087,DSST,C,175654.0,176327.0,173133.0,17,160,113
),18,1,49.01099991798401,3,test,yes,1,3,70989.00008201599,339,150,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),180479.20000000298,box3,yes,I,1,1,2210.5,178268.70000000298,9087,DSST,C,177921.0,178560.0,176350.0,18,160,113
-,19,1,51.22499990463257,1,test,yes,1,1,68775.00009536743,364,153,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),182695.5,box1,yes,I,1,1,2193.2999999970198,180502.20000000298,9087,DSST,C,180138.0,180776.0,178583.0,19,160,113
L,20,1,54.62700009346008,4,test,yes,1,4,65372.99990653992,348,140,Fri Jun 05 2026 14:49:39 GMT-0400 (Eastern Daylight Time),186096.09999999404,box4,yes,I,1,1,3380.0,182716.09999999404,9087,DSST,C,183255.0,184177.0,180797.0,20,160,113
