Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,268,143,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),,box1,yes,I,1,1,,,9070,DSST,C,,,,0,160,113
-,1,1,0.0,1,prac,yes,1,1,120000.0,256,144,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),52198.79999999888,box1,yes,I,1,1,5378.0999999996275,46820.699999999255,9070,DSST,C,,,,1,160,113
),2,1,0.0,3,prac,yes,1,3,120000.0,337,144,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),57699.699999999255,box3,yes,I,1,1,4718.5999999996275,52981.09999999963,9070,DSST,C,,,,2,160,113
+,3,1,0.0,9,prac,yes,1,9,120000.0,347,140,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),62532.29999999888,box9,yes,I,1,1,4050.5999999996275,58481.699999999255,9070,DSST,C,,,,3,160,113
U,4,1,0.0,5,prac,yes,1,5,120000.0,330,163,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),69066.29999999888,box5,yes,I,1,1,5755.0999999996275,63311.199999999255,9070,DSST,C,,,,4,160,113
X,5,1,0.0,8,prac,yes,1,8,120000.0,286,141,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),72749.5,box8,yes,I,1,1,2907.7000000011176,69841.79999999888,9070,DSST,C,,,,5,160,113
L,6,1,0.0,4,prac,yes,1,4,120000.0,244,142,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),76599.09999999963,box4,yes,I,1,1,3060.4000000003725,73538.69999999925,9070,DSST,C,,,,6,160,113
O,7,1,0.0,6,prac,yes,1,6,120000.0,303,161,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),81916.19999999925,box6,yes,I,1,1,4537.300000000745,77378.89999999851,9070,DSST,C,,,,7,160,113
^,8,1,0.0,7,prac,yes,1,7,120000.0,263,145,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),85966.19999999925,box7,yes,I,1,1,3271.9000000003725,82694.29999999888,9070,DSST,C,,,,8,160,113
T,9,1,0.0,2,prac,yes,1,2,120000.0,350,151,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),91666.19999999925,box2,yes,I,1,1,4921.199999999255,86745.0,9070,DSST,C,,,,9,160,113
T,1,1,3.0450000762939453,2,test,yes,1,2,116954.99992370605,241,134,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),114782.89999999851,box2,yes,I,1,1,3024.0999999996275,111758.79999999888,9070,DSST,C,111994.0,112849.0,109825.0,1,160,113
-,2,1,5.297000169754028,1,test,yes,1,1,114702.99983024597,280,166,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),117033.09999999963,box1,yes,I,1,1,2228.5,114804.59999999963,9070,DSST,C,114411.0,115099.0,112871.0,2,160,113
),3,1,8.228000164031982,3,test,yes,1,3,111771.99983596802,188,134,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),119965.69999999925,box3,yes,I,1,1,2909.800000000745,117055.89999999851,9070,DSST,C,117243.0,118032.0,115122.0,3,160,113
^,4,1,11.174000024795532,7,test,yes,1,7,108825.99997520447,212,146,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),122915.69999999925,box7,yes,I,1,1,2925.0999999996275,119990.59999999963,9070,DSST,C,120393.0,120982.0,118057.0,4,160,113
T,5,1,13.894000053405762,2,test,yes,1,2,106105.99994659424,289,163,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),125632.79999999888,box2,yes,I,1,1,2697.0999999996275,122935.69999999925,9070,DSST,C,123124.0,123699.0,121002.0,5,160,113
L,6,1,16.444000005722046,4,test,yes,1,4,103555.99999427795,233,144,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),128182.89999999851,box4,yes,I,1,1,2529.2999999988824,125653.59999999963,9070,DSST,C,125640.0,126249.0,123720.0,6,160,113
X,7,1,19.16100001335144,8,test,yes,1,8,100838.99998664856,199,123,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),130899.5,box8,yes,I,1,1,2692.300000000745,128207.19999999925,9070,DSST,C,128376.0,128965.0,126273.0,7,160,113
T,8,1,21.795000076293945,2,test,yes,1,2,98204.99992370605,328,142,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),133532.8999999985,box2,yes,I,1,1,2613.199999999255,130919.69999999925,9070,DSST,C,130908.0,131599.0,128986.0,8,160,113
-,9,1,23.943000078201294,1,test,yes,1,1,96056.9999217987,203,150,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),135682.8999999985,box1,yes,I,1,1,2129.2999999988824,133553.59999999963,9070,DSST,C,133093.0,133749.0,131620.0,9,160,113
),10,1,26.104000091552734,3,test,yes,1,3,93895.99990844727,291,153,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),137832.69999999925,box3,yes,I,1,1,2128.5,135704.19999999925,9070,DSST,C,135326.0,135898.0,133770.0,10,160,113
T,11,1,27.930999994277954,2,test,yes,1,2,92069.00000572205,410,167,Wed Apr 15 2026 12:11:09 GMT-0400 (Eastern Daylight Time),139666.19999999925,box2,yes,I,1,1,1801.5999999996275,137864.59999999963,9070,DSST,C,137225.0,137732.0,135931.0,11,160,113
