Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,293,149,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),,box1,yes,O,1,1,,,7199,DSST,A,,,,0,160,113
-,1,1,0.0,1,prac,yes,1,1,120000.0,296,160,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),86945.10000014305,box1,yes,O,1,1,5986.200000047684,80958.90000009537,7199,DSST,A,,,,1,160,113
T,2,1,0.0,2,prac,yes,1,2,120000.0,265,141,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),91343.70000004768,box2,yes,O,1,1,3587.5,87756.20000004768,7199,DSST,A,,,,2,160,113
),3,1,0.0,3,prac,yes,1,3,120000.0,327,154,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),96775.20000004768,box3,yes,O,1,1,4619.099999904633,92156.10000014305,7199,DSST,A,,,,3,160,113
^,4,1,0.0,7,prac,yes,1,7,120000.0,302,159,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),104039.5,box7,yes,O,1,1,6454.699999809265,97584.80000019073,7199,DSST,A,,,,4,160,113
+,5,1,0.0,9,prac,yes,1,9,120000.0,380,138,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),109837.5,box9,yes,O,1,1,4973.199999809265,104864.30000019073,7199,DSST,A,,,,5,160,113
O,6,1,0.0,6,prac,yes,1,6,120000.0,324,147,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),116352.70000004768,box6,yes,O,1,1,5687.0,110665.70000004768,7199,DSST,A,,,,6,160,113
L,7,1,0.0,4,prac,yes,1,4,120000.0,367,131,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),120950.40000009537,box4,yes,O,1,1,3780.5999999046326,117169.80000019073,7199,DSST,A,,,,7,160,113
U,8,1,0.0,5,prac,yes,1,5,120000.0,303,140,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),124982.40000009537,box5,yes,O,1,1,3213.9000000953674,121768.5,7199,DSST,A,,,,8,160,113
X,9,1,0.0,8,prac,yes,1,8,120000.0,326,157,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),129731.0,box8,yes,O,1,1,3911.199999809265,125819.80000019073,7199,DSST,A,,,,9,160,113
T,1,1,4.627000093460083,2,test,yes,1,2,115372.99990653992,273,156,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),141593.60000014305,box2,yes,O,1,1,4568.299999952316,137025.30000019073,7199,DSST,A,138007.0,139013.0,134445.0,1,160,113
-,2,1,7.677999973297119,1,test,yes,1,1,112322.00002670288,346,143,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),144642.70000004768,box1,yes,O,1,1,2996.5999999046326,141646.10000014305,7199,DSST,A,140930.0,142062.0,139066.0,2,160,113
),3,1,11.95300006866455,3,test,yes,1,3,108046.99993133545,244,114,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),148940.10000014305,box3,yes,O,1,1,4248.200000047684,144691.90000009537,7199,DSST,A,144854.0,146360.0,142112.0,3,160,113
^,4,1,18.454999923706055,7,test,yes,1,7,101545.00007629395,251,145,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),155422.30000019073,box7,yes,O,1,1,6463.5,148958.80000019073,7199,DSST,A,151855.0,152842.0,146379.0,4,160,113
T,5,1,22.407000064849854,2,test,yes,1,2,97592.99993515015,282,128,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),159371.20000004768,box2,yes,O,1,1,3896.0999999046326,155475.10000014305,7199,DSST,A,155570.0,156791.0,152895.0,5,160,113
L,6,1,26.200999975204468,4,test,yes,1,4,93799.00002479553,305,147,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),163169.90000009537,box4,yes,O,1,1,3747.9000000953674,159422.0,7199,DSST,A,159370.0,160590.0,156842.0,6,160,113
X,7,1,30.81500005722046,8,test,yes,1,8,89184.99994277954,261,140,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),167784.80000019073,box8,yes,O,1,1,4569.200000047684,163215.60000014305,7199,DSST,A,163786.0,165205.0,160635.0,7,160,113
T,8,1,34.84100008010864,2,test,yes,1,2,85158.99991989136,322,138,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),171816.90000009537,box2,yes,O,1,1,3985.7999999523163,167831.10000014305,7199,DSST,A,167931.0,169237.0,165251.0,8,160,113
-,9,1,37.77799987792969,1,test,yes,1,1,82222.00012207031,323,141,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),174749.70000004768,box1,yes,O,1,1,2899.399999856949,171850.30000019073,7199,DSST,A,171149.0,172169.0,169270.0,9,160,113
),10,1,41.16499996185303,3,test,yes,1,3,78835.00003814697,292,151,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),178131.60000014305,box3,yes,O,1,1,3335.4000000953674,174796.20000004768,7199,DSST,A,174603.0,175551.0,172216.0,10,160,113
T,11,1,44.55900001525879,2,test,yes,1,2,75440.99998474121,335,139,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),181530.60000014305,box2,yes,O,1,1,3347.9000000953674,178182.70000004768,7199,DSST,A,177946.0,178950.0,175603.0,11,160,113
-,12,1,47.61199998855591,1,test,yes,1,1,72388.00001144409,268,147,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),184579.80000019073,box1,yes,O,1,1,3009.600000143051,181570.20000004768,7199,DSST,A,181044.0,181999.0,178990.0,12,160,113
L,13,1,50.64299988746643,4,test,yes,1,4,69357.00011253357,252,150,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),187611.80000019073,box4,yes,O,1,1,2989.2000000476837,184622.60000014305,7199,DSST,A,184041.0,185031.0,182043.0,13,160,113
T,14,1,53.55900001525879,2,test,yes,1,2,66440.99998474121,336,137,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),190527.60000014305,box2,yes,O,1,1,2866.7999999523163,187660.80000019073,7199,DSST,A,186997.0,187947.0,185080.0,14,160,113
),15,1,56.97499990463257,3,test,yes,1,3,63025.00009536743,280,152,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),193943.20000004768,box3,yes,O,1,1,3367.5999999046326,190575.60000014305,7199,DSST,A,190373.0,191363.0,187996.0,15,160,113
U,16,1,60.05800008773804,5,test,yes,1,5,59941.99991226196,277,148,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),197025.5,box5,yes,O,1,1,3034.199999809265,193991.30000019073,7199,DSST,A,193436.0,194445.0,191411.0,16,160,113
T,17,1,63.42400002479553,2,test,yes,1,2,56575.99997520447,274,147,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),200391.10000014305,box2,yes,O,1,1,3321.9000000953674,197069.20000004768,7199,DSST,A,196687.0,197811.0,194489.0,17,160,113
),18,1,66.4079999923706,3,test,yes,1,3,53592.000007629395,246,146,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),203373.60000014305,box3,yes,O,1,1,2935.9000000953674,200437.70000004768,7199,DSST,A,199872.0,200793.0,197858.0,18,160,113
-,19,1,69.18600010871887,1,test,yes,1,1,50813.99989128113,295,138,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),206156.20000004768,box1,yes,O,1,1,2729.2000000476837,203427.0,7199,DSST,A,202732.0,203576.0,200847.0,19,160,113
L,20,1,72.51600003242493,4,test,yes,1,4,47483.99996757507,262,139,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),209503.40000009537,box4,yes,O,1,1,3306.5,206196.90000009537,7199,DSST,A,206099.0,206923.0,203617.0,20,160,113
+,21,1,77.06900000572205,9,test,yes,1,9,42930.999994277954,344,127,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),214036.90000009537,box9,yes,O,1,1,4516.400000095367,209520.5,7199,DSST,A,209803.0,211457.0,206941.0,21,160,113
O,22,1,80.88499999046326,6,test,yes,1,6,39115.00000953674,259,156,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),217852.10000014305,box6,yes,O,1,1,3770.2000000476837,214081.90000009537,7199,DSST,A,214084.0,215272.0,211502.0,22,160,113
),23,1,84.30800008773804,3,test,yes,1,3,35691.99991226196,331,132,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),221283.80000019073,box3,yes,O,1,1,3390.2000000476837,217893.60000014305,7199,DSST,A,217581.0,218704.0,215314.0,23,160,113
-,24,1,87.38199996948242,1,test,yes,1,1,32618.000030517578,267,150,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),224349.90000009537,box1,yes,O,1,1,3030.9000000953674,221319.0,7199,DSST,A,220834.0,221770.0,218739.0,24,160,113
L,25,1,90.15000009536743,4,test,yes,1,4,29849.99990463257,263,148,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),227115.70000004768,box4,yes,O,1,1,2717.399999856949,224398.30000019073,7199,DSST,A,223675.0,224535.0,221818.0,25,160,113
-,26,1,92.86400008201599,1,test,yes,1,1,27135.99991798401,272,144,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),229831.5,box1,yes,O,1,1,2670.899999856949,227160.60000014305,7199,DSST,A,226114.0,227251.0,224581.0,26,160,113
U,27,1,97.29800009727478,5,test,yes,1,5,22701.99990272522,272,144,Thu Sep 04 2025 18:32:55 GMT-0500 (Central Daylight Time),234263.5,box5,yes,O,1,1,4379.299999952316,229884.20000004768,7199,DSST,A,230646.0,231683.0,227304.0,27,160,113
