Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,1,prac,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),218848.29999998212,I,z,1427,1,,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10241.09999999404,208607.19999998808,83664,yes,SM,B,16.bmp,-120,-120,208484,202460,210501,204466,,,,,1
3,0,0,1,0,1,prac,1,0,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),229681.5,I,None,2016,2,,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10822.40000000596,218859.09999999404,83664,no,SM,B,23.bmp,-120,120,218734,212712,220751,214717,,,,,2
4,0,0,0,1,2,prac,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),240015.29999998212,I,m,1508,3,,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10326.199999988079,229689.09999999404,83664,no,SM,B,24.bmp,120,120,229568,223542,231584,225552,,,,,3
2,0,1,0,0,3,prac,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),250398.90000000596,I,z,1561,4,,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10375.800000011921,240023.09999999404,83664,yes,SM,B,29.bmp,120,-120,239901,233876,241918,235885,,,,,4
3,0,0,1,0,3,prac,1,0,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),260699.19999998808,I,m,1476,5,,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10291.40000000596,250407.79999998212,83664,yes,SM,B,34.bmp,-120,120,250284,244260,252302,246268,,,,,5
1,1,0,0,0,3,prac,1,0,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),270949.2999999821,I,z,1423,6,,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10244.09999999404,260705.19999998808,83664,no,SM,B,39.bmp,-120,-120,260585,254558,262602,256568,,,,,6
2,0,1,0,0,4,prac,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),280899.6999999881,I,m,1123,7,,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,9942.299999982119,270957.40000000596,83664,no,SM,B,40.bmp,120,-120,270835,264810,272852,266819,,,,,7
4,0,0,0,1,5,prac,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),290684.1999999881,I,z,966,8,,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,9776.699999988079,280907.5,83664,yes,SM,B,47.bmp,120,120,280786,274760,282802,276769,,,,,8
4,0,0,0,1,0,test,1,0,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),304100.5,I,z,971,1,,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,9027.300000011921,295073.1999999881,83664,yes,SM,B,50.bmp,120,120,280786,274760,282802,276769,294953.0,288926.0,296970.0,290936.0,1
2,0,1,0,0,1,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),313234.0,I,m,1069,2,,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,9127.0,304107.0,83664,yes,SM,B,3.bmp,120,-120,280786,274760,282802,276769,303986.0,297959.0,306003.0,299972.0,2
1,1,0,0,0,2,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),322717.6999999881,I,z,1429,3,,5.bmp,-120,-120,6.bmp,120,-120,7.bmp,-120,120,8.bmp,120,120,9476.699999988079,313241.0,83664,yes,SM,B,5.bmp,-120,-120,280786,274760,282802,276769,313120.0,307093.0,315137.0,309103.0,3
3,0,0,1,0,3,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),332567.90000000596,I,m,1807,4,,9.bmp,-120,-120,10.bmp,120,-120,11.bmp,-120,120,12.bmp,120,120,9843.40000000596,322724.5,83664,yes,SM,B,9.bmp,-120,120,280786,274760,282802,276769,322603.0,316577.0,324605.0,318587.0,4
2,0,1,0,0,4,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),341568.09999999404,I,z,944,5,,13.bmp,-120,-120,14.bmp,120,-120,15.bmp,-120,120,16.bmp,120,120,8992.0,332576.09999999404,83664,yes,SM,B,14.bmp,120,-120,280786,274760,282802,276769,332454.0,326428.0,334470.0,328437.0,5
3,0,0,1,0,5,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),350685.0,I,z,1058,6,,17.bmp,-120,-120,18.bmp,120,-120,19.bmp,-120,120,20.bmp,120,120,9111.0,341574.0,83664,yes,SM,B,19.bmp,-120,120,280786,274760,282802,276769,341454.0,335427.0,343471.0,337438.0,6
4,0,0,0,1,6,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),359884.7999999821,I,z,1149,7,,21.bmp,-120,-120,22.bmp,120,-120,23.bmp,-120,120,24.bmp,120,120,9193.0,350691.7999999821,83664,yes,SM,B,24.bmp,120,120,280786,274760,282802,276769,350572.0,344544.0,352587.0,346555.0,7
2,0,1,0,0,7,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),369035.5,I,m,1110,8,,25.bmp,-120,-120,26.bmp,120,-120,27.bmp,-120,120,28.bmp,120,120,9144.40000000596,359891.09999999404,83664,yes,SM,B,25.bmp,120,-120,280786,274760,282802,276769,359770.0,353744.0,361772.0,355755.0,8
3,0,0,1,0,8,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),378435.0,I,m,1345,9,,29.bmp,-120,-120,30.bmp,120,-120,31.bmp,-120,120,32.bmp,120,120,9391.800000011921,369043.1999999881,83664,yes,SM,B,30.bmp,-120,120,280786,274760,282802,276769,368922.0,362896.0,370939.0,364905.0,9
4,0,0,0,1,9,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),387536.1999999881,I,z,1037,10,,37.bmp,-120,-120,38.bmp,120,-120,39.bmp,-120,120,40.bmp,120,120,9095.40000000596,378440.7999999821,83664,yes,SM,B,40.bmp,120,120,280786,274760,282802,276769,378322.0,372293.0,380340.0,374305.0,10
3,0,0,1,0,10,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),396669.2999999821,I,z,1081,11,,33.bmp,-120,-120,34.bmp,120,-120,35.bmp,-120,120,36.bmp,120,120,9124.59999999404,387544.6999999881,83664,yes,SM,B,35.bmp,-120,120,280786,274760,282802,276769,387422.0,381397.0,389440.0,383406.0,11
2,0,1,0,0,10,test,1,0,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),405770.0,I,z,1037,12,,41.bmp,-120,-120,42.bmp,120,-120,43.bmp,-120,120,44.bmp,120,120,9096.300000011921,396673.6999999881,83664,yes,SM,B,41.bmp,120,-120,280786,274760,282802,276769,396556.0,390526.0,398573.0,392539.0,12
3,0,0,1,0,11,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),414937.0,I,m,1108,13,,45.bmp,-120,-120,46.bmp,120,-120,47.bmp,-120,120,48.bmp,120,120,9160.59999999404,405776.40000000596,83664,yes,SM,B,46.bmp,-120,120,280786,274760,282802,276769,405656.0,399629.0,407673.0,401640.0,13
1,1,0,0,0,12,test,1,1,z,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),424004.0,I,z,1003,14,,49.bmp,-120,-120,50.bmp,120,-120,4.bmp,-120,120,1.bmp,120,120,9059.700000017881,414944.2999999821,83664,yes,SM,B,49.bmp,-120,-120,280786,274760,282802,276769,414823.0,408797.0,416840.0,410807.0,14
4,0,0,0,1,13,test,1,1,m,Mon Jun 08 2026 10:29:48 GMT-0500 (Central Daylight Time),433170.59999999404,I,m,1112,15,,10.bmp,-120,-120,11.bmp,120,-120,12.bmp,-120,120,13.bmp,120,120,9159.800000011921,424010.7999999821,83664,yes,SM,B,11.bmp,120,120,280786,274760,282802,276769,423890.0,417863.0,425907.0,419874.0,15
