Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),104970.29999999702,I,None,2016,1,2,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10827.09999999404,94143.20000000298,8021,yes,SM,B,16.bmp,-120,-120,97411,91382,99427,93396,,,,,1
3,0,0,1,0,1,prac,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),115283.59999999404,I,m,1484,2,2,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10307.79999999702,104975.79999999702,8021,no,SM,B,23.bmp,-120,120,108241,102215,110257,104226,,,,,2
4,0,0,0,1,2,prac,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),125380.40000000596,I,m,1275,3,2,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10093.0,115287.40000000596,8021,no,SM,B,24.bmp,120,120,118554,112527,120570,114539,,,,,3
2,0,1,0,0,3,prac,1,1,z,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),136193.79999999702,I,z,1986,4,2,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10809.39999999106,125384.40000000596,8021,yes,SM,B,29.bmp,120,-120,128651,122624,130667,124636,,,,,4
3,0,0,1,0,4,prac,1,1,z,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),146857.09999999404,I,z,1836,5,2,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10659.699999988079,136197.40000000596,8021,yes,SM,B,34.bmp,-120,120,139464,133437,141481,135449,,,,,5
1,1,0,0,0,5,prac,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),157237.09999999404,I,m,1557,6,2,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10376.199999988079,146860.90000000596,8021,no,SM,B,39.bmp,-120,-120,150128,144100,152144,146112,,,,,6
2,0,1,0,0,6,prac,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),167384.0,I,m,1329,7,2,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10143.20000000298,157240.79999999702,8021,no,SM,B,40.bmp,120,-120,160508,154484,162524,156493,,,,,7
4,0,0,0,1,7,prac,1,1,z,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),177630.79999999702,I,z,1430,8,2,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10242.5,167388.29999999702,8021,yes,SM,B,47.bmp,120,120,170654,164628,172671,166639,,,,,8
4,0,0,0,1,1,test,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),192809.20000000298,I,m,1979,1,2,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,10026.60000000894,182782.59999999404,8021,yes,SM,B,50.bmp,120,120,170654,164628,172671,166639,186050.0,180022.0,188066.0,182035.0,1
2,0,1,0,0,2,test,1,1,m,Fri May 23 2025 18:49:32 GMT-0500 (Central Daylight Time),202289.5,I,m,1429,2,2,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,9476.5,192813.0,8021,yes,SM,B,3.bmp,120,-120,170654,164628,172671,166639,196080.0,190052.0,198096.0,192065.0,2
