task,subject_id,session,switch_cost,mixing_cost
ATS,7077,1,439.56819351518266,441.0261231884058
ATS,7078,1,132.016006097561,185.427536231884
ATS,7079,1,218.97294372294368,309.30848930481295
ATS,7080,1,332.3261562998406,447.877688172043
ATS,7082,1,213.23992869875224,179.23666666666668
ATS,7083,1,325.83000000000004,359.4153336067816
ATS,7084,1,344.20046620046617,427.88134057971024
ATS,7085,1,162.53672755538287,210.59148550724638
ATS,7086,1,252.66616654163556,291.8324785670545
ATS,7087,1,221.1548138639282,257.6727528089888
ATS,7088,1,223.4080459770114,394.1195175438595
ATS,7089,1,227.98282340311323,298.85041407867493
ATS,7090,1,102.45921985815596,188.39737491190988
ATS,7091,1,255.53388170779488,337.89254222553416
ATS,7092,1,252.32792207792215,230.8303571428571
ATS,7093,1,217.75858123569787,286.3800465838509
ATS,7094,1,144.34883720930236,167.42598343685313
ATS,7096,1,282.07053291536045,324.00297619047615
ATS,7097,1,224.28747501665555,264.40715523309336
ATS,7099,1,171.89032730825602,275.6455788959453
ATS,7102,1,182.43296703296699,157.8433544303797
ATS,7103,1,168.83794871794885,196.4054471758086
ATS,7104,1,222.14285714285722,292.7934782608695
ATS,7105,1,172.40930674264007,238.52470930232562
ATS,7106,1,316.0193452380952,401.62171052631584
ATS,7108,1,282.2949661466,400.18416666666667
ATS,7109,1,296.74074074074065,337.37727272727284
ATS,7110,1,141.0,227.57634699396715
ATS,7111,1,262.2316433566433,275.6306360708536
ATS,7112,1,33.36529680365288,34.787209569818174
ATS,7113,1,171.48546739984283,246.54188759278895
ATS,7114,1,274.9133333333333,343.8110632183908
ATS,7115,1,305.3943488943489,424.0440140845071
ATS,7116,1,231.5901875901876,153.9616596638657
ATS,7117,1,227.33516483516485,205.32216678545956
ATS,7118,1,115.17994579945798,165.88968957871384
ATS,7120,1,226.88519243313772,296.07446808510645
ATS,7123,1,212.92012288786486,232.9636057451428
ATS,7124,1,222.08056265984646,288.779614019521
ATS,7125,1,219.16124031007746,202.7568840579711
ATS,7126,1,213.4216944801027,381.4047619047619
ATS,7129,1,256.20887445887433,301.6815476190476
ATS,7130,1,143.71428571428555,239.96949404761904
ATS,7131,1,205.84586466165422,290.05047008111865
ATS,7132,1,93.21602067183471,116.00841261451728
ATS,7133,1,188.07979797979806,178.4211829836829
ATS,7134,1,100.09239472030174,160.39554195804192
ATS,7136,1,224.84528605962942,191.17462121212122
ATS,7137,1,198.6853658536586,238.35237240829338
ATS,7138,1,244.12375533428167,296.1860866123925
ATS,7139,1,76.22027972027968,54.81642645971897
ATS,7140,1,137.64478463933574,175.95426829268297
ATS,7141,1,206.29166666666674,250.07517482517483
ATS,7142,1,234.54659161976224,235.15871302362518
ATS,7143,1,-155.6966666666666,-158.27083333333326
ATS,7145,1,270.52998236331564,420.6920995670995
ATS,7146,1,202.72222222222217,256.22402597402595
ATS,7147,1,149.7037037037037,203.2045454545455
ATS,7150,1,297.4027777777778,342.13614081996445
ATS,7151,1,104.0645161290322,139.09537166900418
ATS,7152,1,221.36743295019164,294.5972222222222
ATS,7153,1,-43.3196594427244,-34.568754774637114
ATS,7155,1,136.97620967741943,151.21552949538022
ATS,7156,1,105.45859330686335,93.39278455284546
ATS,7157,1,129.5,186.72762237762242
ATS,7158,1,123.91588322612563,187.46212121212125
ATS,7159,1,226.31338742393507,231.15213305001623
ATS,7160,1,242.62484848484848,274.0723893190391
ATS,7161,1,122.09141791044772,142.30434782608688
ATS,7164,1,251.3809523809523,247.17837144739303
ATS,7165,1,164.2566844919786,157.23750000000007
ATS,7166,1,212.8719571567674,304.7152777777778
ATS,7167,1,137.34640762463346,207.83138524915626
ATS,7168,1,109.01298701298697,165.07526655443337
ATS,7170,1,218.56408450704225,318.79208937198064
ATS,7171,1,233.93081134892986,263.1755952380952
ATS,7172,1,102.77392977392981,85.8903508771931
ATS,7173,1,156.37624140565322,207.433712121212
ATS,7174,1,205.44976525821596,288.42453942520274
ATS,7175,1,184.12870012870007,245.24380630630617
ATS,7176,1,271.20615563298486,344.9934038662486
ATS,7177,1,111.05462184873943,31.87085137085137
ATS,7178,1,243.09682539682535,361.2988693906059
ATS,7180,1,318.72329472329466,376.96734234234236
ATS,7181,1,295.7647754137115,264.2690217391304
ATS,7182,1,52.24597701149435,94.00950449071229
ATS,7183,1,131.23249299719896,288.8667496886676
ATS,7186,1,299.54688021354673,405.2337516087516
ATS,7187,1,163.06774519716885,305.247794117647
ATS,7188,1,162.21097046413513,313.90553359683804
ATS,7189,1,263.6205007824726,371.45833333333337
ATS,7190,1,152.57326007326014,295.6420739348371
ATS,7191,1,225.2361111111111,329.04963538800223
ATS,7192,1,185.59687398241613,194.15362318840585
ATS,7194,1,175.8344807802639,176.926282051282
ATS,7195,1,259.22981366459635,221.67977855477852
ATS,7196,1,180.7316017316018,245.63879359634075
ATS,7197,1,321.5757575757576,419.891533663548
ATS,7199,1,161.4227560894227,221.11374741200837
ATS,7200,1,162.49848484848485,176.9867566216892
ATS,7201,1,293.03703703703707,287.94047838368954
ATS,7202,1,208.03609625668446,229.16840186834293
ATS,7203,1,231.554347826087,340.393280632411
ATS,7204,1,198.92721257237383,157.37468402426703
ATS,7205,1,272.765625,285.01473429951693
ATS,7206,1,283.8357142857144,344.52371541501975
ATS,7207,1,273.9067415730336,246.87211891042432
ATS,7208,1,120.78726708074521,273.5566724941724
ATS,7209,1,194.7157382847039,203.8499999999999
ATS,7211,1,234.16279069767438,354.8372768783727
ATS,7212,1,233.67193675889337,220.30189393939395
ATS,7213,1,278.4365942028985,310.45833333333326
ATS,7214,1,201.3809523809523,189.41666666666674
ATS,7215,1,182.40476190476193,258.5806962025316
ATS,7216,1,203.31704781704786,281.8210547504025
ATS,7218,1,229.09267734553782,363.5603956228956
ATS,7219,1,282.3198198198197,386.15705128205127
ATS,7220,1,121.11292665214239,205.18082488287973
ATS,7221,1,278.3881773399014,281.63392857142856
ATS,7222,1,161.22460240181772,164.42429938482564
ATS,7223,1,210.57422402159239,211.21260351966862
ATS,7225,1,207.37028657616884,322.31724898236075
ATS,7226,1,241.61710164835165,235.31425364758695
ATS,7227,1,177.64820512820518,192.1802445302444
ATS,7229,1,288.3519846963177,296.78197674418607
ATS,7230,1,251.55279034690807,281.2812088274045
ATS,7231,1,107.84319384319383,221.302536231884
ATS,7232,1,331.8228676085819,309.14583333333326
ATS,7233,1,236.49302008852578,220.97333333333324
ATS,7234,1,208.7324942791762,223.63519503546092
ATS,7235,1,199.34114832535886,148.56488095238103
ATS,7237,1,169.18610907312302,231.09985632183907
ATS,7238,1,279.7719298245614,236.27578671328672
ATS,7239,1,48.67809139784947,41.2423510466989
ATS,7240,nan,160.34513742071874,263.2787210338681
ATS,7241,1,179.92558007923026,151.53273809523807
ATS,7242,1,285.18055555555554,292.14583333333337
ATS,7243,1,130.75,254.85531949934125
ATS,7246,nan,163.23923444976072,148.5648277013861
ATS,7248,1,271.07538091419394,231.6938852813853
ATS,7249,1,198.60465116279067,231.0071138211381
ATS,7250,nan,-57.270343580470126,-96.93253968253964
ATS,7251,1,249.21652421652425,342.73021934978453
ATS,7252,1,211.1663502610346,268.70672528904083
ATS,7254,1,175.62157303370782,208.14402173913038
ATS,7255,1,217.20833333333337,187.1159090909091
ATS,7700,1,223.08811802232856,108.87121212121201
ATS,7701,1,296.3010893246186,376.6987179487178
ATS,7702,1,237.07500000000005,315.67056856187287
ATS,7703,1,157.54202898550716,309.592201718908
ATS,7704,nan,200.73931623931628,341.3605769230769
ATS,7705,1,152.6740196078432,198.01644385026748
ATS,7706,1,259.81231231231243,254.0749458874459
ATS,7707,1,263.93055555555554,380.824515648286
ATS,7708,1,34.69614035087716,130.49184782608688
ATS,7709,1,265.6678403755868,201.79370629370646
ATS,7710,1,273.5073710073709,228.09615942028972
ATS,7712,1,221.2163461538462,252.64364801864804
ATS,7713,nan,146.7651515151515,84.69476846942382
ATS,7714,1,250.2593901900134,406.70496276322535
ATS,7716,1,201.35582191780827,318.0856777493607
ATS,7717,nan,183.156862745098,285.25634057971024
ATS,7718,1,329.02871621621625,352.64146903820813
ATS,7721,nan,284.6147000659196,328.60416666666663
ATS,7722,1,212.15714285714284,302.6815476190475
ATS,7723,nan,238.22393162393155,301.8892543859648
ATS,7724,1,161.9425287356321,173.29277950310552
ATS,7725,1,176.7437343358397,220.91618993135012
ATS,7726,1,83.53086419753095,217.07509689922483
ATS,7727,1,170.72910447761194,147.35281385281382
ATS,7728,1,276.3829431438128,361.4590161649945
ATS,7729,1,306.24135723431505,356.5721168670982
ATS,7730,1,23.732196162046876,116.8295382076002
ATS,7732,1,304.2730923694778,240.51290760869563
ATS,7733,1,166.02006172839504,206.6884057971015
ATS,7734,1,187.73478260869558,268.75
ATS,7735,1,185.0446570972888,236.16739926739933
ATS,7736,1,236.19918699186996,148.9643574297188
ATS,7738,1,197.62099358974353,152.4900793650794
ATS,7739,1,-22.535864978902964,92.5
ATS,7740,1,181.3175416133164,287.8559322033898
ATS,7741,1,96.95202020202021,148.65579710144937
ATS,7742,1,273.6249999999999,353.2769565217392
ATS,7743,1,185.090811965812,241.80270713699758
ATS,7744,1,188.63563402889247,348.7887451520719
ATS,7745,1,198.55226480836245,236.5993589743589
ATS,7746,1,256.6154761904761,341.77225672877853
ATS,7747,1,181.4575530586767,236.65978260869554
ATS,7748,1,72.04736842105262,221.9195736434109
ATS,7749,1,273.42805429864245,252.91287878787875
ATS,7750,1,138.34590690208665,241.34226190476193
ATS,7751,1,230.89440993788833,298.87577639751555
ATS,7753,1,197.0459770114943,269.07608695652175
ATS,7755,nan,117.54999999999995,269.25194805194803
ATS,7756,1,224.78589743589737,196.75653945111492
ATS,7757,1,89.64197530864203,150.71113916947252
ATS,7758,1,180.07008760951192,195.43986390950863
ATS,7759,1,184.7876913057636,343.5776811594203
ATS,7760,nan,288.2832068311196,415.91089007383107
ATS,7761,1,120.15113122171942,304.2294685990337
ATS,7762,1,191.0172978027116,299.5447313937018
ATS,7763,1,193.21376811594212,214.78998447204958
ATS,7764,1,25.625143513203284,177.68356845513415
ATS,7765,1,258.4678270042193,449.97311212814657
ATS,7766,nan,337.91985428050987,395.37047101449275
ATS,7767,1,-90.46547619047624,16.38458110516933
ATS,7768,1,163.90705563093616,287.17085861139196
ATS,7769,1,95.49077868852464,114.92631578947385
ATS,7770,1,212.49111807732493,184.85119047619048
ATS,7771,nan,228.48662790697665,278.6113794954374
ATS,7772,1,242.48390596745037,202.92490118577075
ATS,7773,1,240.87794117647059,282.2016304347826
ATS,7774,1,178.672554347826,276.02460317460316
ATS,7775,1,155.8888888888888,204.55827633935837
ATS,7776,1,251.99253731343288,303.7650757575757
ATS,7777,1,270.8782051282051,204.3585562987737
ATS,7778,1,192.34730056406124,183.83996800301156
ATS,7779,1,202.13363754889178,288.63194444444434
ATS,7780,1,250.65211754537597,369.75362318840575
ATS,7781,1,139.12676056338023,278.41287878787887
ATS,7782,1,246.4022920952102,279.8345875139353
ATS,7783,1,294.0652576937339,304.6678403755868
ATS,7784,1,184.94103194103195,210.28911564625855
ATS,7785,1,70.57344632768354,-13.343939393939422
ATS,7786,1,255.5587096774193,379.83979344638533
ATS,7787,1,323.78009995456614,395.22158657513353
ATS,7788,1,258.7105263157896,237.66579131652657
ATS,7789,1,168.96358543417364,259.68499999999995
ATS,7791,1,228.5474626865671,296.1005399742103
ATS,8000,1,306.5737179487179,232.82316384180797
ATS,8000,2,323.226921889472,383.7297297297298
ATS,8000,3,306.6046581972172,301.75480769230774
ATS,8001,1,142.93707482993193,130.578003875969
ATS,8002,1,383.82843373493984,429.4617486338798
ATS,8002,2,169.6714490674318,267.634229620145
ATS,8002,3,301.80208333333337,338.38799019607836
ATS,8003,1,252.13636363636363,246.26366930171287
ATS,8003,2,303.97168857431734,323.79988203572634
ATS,8003,3,329.43115942028976,353.10538176033936
ATS,8004,1,105.05010893246185,156.2016025641026
ATS,8004,2,155.8860681114552,261.97697368421063
ATS,8004,3,190.55844155844147,300.0390734909896
ATS,8005,1,126.30515832482126,172.17538759689933
ATS,8005,2,151.01646505376345,173.50568181818176
ATS,8005,3,220.14146341463413,235.67391304347825
ATS,8006,1,316.52627257799656,371.9598577235772
ATS,8006,2,262.6483822042467,229.80113636363637
ATS,8006,3,149.41555555555556,111.32526881720423
ATS,8007,1,49.134545454545446,20.116792929292956
ATS,8008,1,264.31190476190477,336.3264066496165
ATS,8008,2,283.947619047619,452.36166666666657
ATS,8008,3,155.51851851851848,235.05188405797094
ATS,8009,1,164.53181155900916,170.9298245614035
ATS,8009,2,198.16246498599446,187.44583333333333
ATS,8009,3,275.769076305221,332.69819819819816
ATS,8011,1,177.83720930232562,213.70129870129858
ATS,8011,2,212.44529914529915,193.3376658809151
ATS,8011,3,180.48440803382664,203.2950341005967
ATS,8012,1,297.51028138528125,266.17946787148594
ATS,8012,2,158.0857142857143,131.2715517241379
ATS,8012,3,204.03771760154746,204.79830586080584
ATS,8014,1,123.11932584269664,217.49547101449286
ATS,8014,2,20.69859514687107,65.46996259934554
ATS,8014,3,92.07833655705997,187.40398550724638
ATS,8015,1,203.52199074074076,227.45181700194678
ATS,8016,1,151.07667031763424,250.33333333333337
ATS,8016,2,134.27424902545295,194.1762820512821
ATS,8016,3,105.87626262626247,272.76665273132653
ATS,8017,1,137.0993975903615,240.20620804316457
ATS,8017,2,370.3052668052668,363.79534313725503
ATS,8017,3,218.92479006936833,299.582057562768
ATS,8018,1,229.95495495495493,319.1297147001934
ATS,8018,2,273.7632711621234,392.52083333333337
ATS,8018,3,299.4639639639639,323.2058823529412
ATS,8019,1,176.8081720430107,171.9345108695652
ATS,8019,2,278.9683544303797,278.38273504827316
ATS,8019,3,211.21948717948715,208.7236070381232
ATS,8020,2,184.41686182669787,206.49075537988597
ATS,8020,3,197.26780626780624,193.84637681159415
ATS,8021,1,175.90714285714296,123.16181077694239
ATS,8021,2,149.0479735318445,172.59748168498174
ATS,8022,1,111.75710325710327,150.94293478260863
ATS,8022,2,121.2584717607973,131.189347826087
ATS,8022,3,147.54698795180718,237.09645061728384
ATS,8023,1,244.81818181818187,266.9740853658536
ATS,8023,2,182.58441558441564,217.90903755868555
ATS,8023,3,253.38048780487793,334.38750000000005
ATS,8024,1,291.7209302325581,316.9671803652968
ATS,8024,2,241.0271836007131,333.7862648221344
ATS,8026,1,223.32784958871912,339.20394621966125
ATS,8026,2,269.18433734939765,400.57876559714794
ATS,8026,3,174.94789356984472,187.36956521739125
ATS,8027,2,264.14170040485817,403.3259575569359
ATS,8030,1,201.99809765377302,317.6968115942029
ATS,8030,2,95.88359201773835,149.67668776371306
ATS,8030,3,253.6259259259259,293.96011904761895
ATS,8031,1,338.37657657657667,506.7469825372368
ATS,8031,2,322.9664451827241,424.7477116704805
ATS,8031,3,349.18677325581393,426.54705181655754
ATS,8032,1,240.4863680623174,418.40681818181815
ATS,8032,2,188.68091236494593,340.8405172413793
ATS,8032,3,181.27711144427792,170.6317829457364
ATS,8034,1,109.25774647887317,-6.8188405797102405
ATS,8035,1,375.1152802893308,292.93650510810164
ATS,8035,2,339.9883216549882,347.17632850241546
ATS,8035,3,282.12758620689647,175.14948133809798
ATS,8036,1,-20.75213675213672,6.516427432216915
ATS,8036,2,65.17255639097743,168.49731579257866
ATS,8036,3,112.86756621689142,121.89583333333326
ATS,8037,1,127.03017570664622,177.73808528428094
ATS,8037,2,148.3357142857144,133.8050966917756
ATS,8037,3,181.48181818181808,253.89618421052637
ATS,8038,1,234.29256929885867,321.6373517786561
ATS,8038,2,128.42078754578756,179.16558555399718
ATS,8038,3,144.5085258525852,163.68472222222215
ATS,8039,1,217.24944629014396,227.34255904455176
ATS,8039,2,153.45360824742272,135.63595191040838
ATS,8039,3,186.10345751809166,171.04172913543232
ATS,8040,1,174.2635658914728,226.49801587301602
ATS,8040,2,231.8758434547908,308.40489130434776
ATS,8040,3,145.03212576896772,53.279411764705856
ATS,8042,1,169.5798373983739,195.99206349206338
ATS,8046,1,225.65979729729725,242.4160628019324
ATS,8046,2,303.8686274509803,307.02083333333326
ATS,8046,3,205.72198731501067,291.7066511387163
ATS,8047,1,270.954382183908,377.3759057971015
ATS,8047,2,227.84835001853912,346.98415492957747
ATS,8047,3,189.55029427501336,312.2787084398976
ATS,8048,1,266.4105943152455,247.8158914728681
ATS,8048,2,215.4766505636071,166.09588030059047
ATS,8048,3,166.1309523809523,206.51672564880357
ATS,8050,1,157.11951219512196,329.95416666666677
ATS,8050,2,166.4519976147883,309.65302238121456
ATS,8051,1,334.88483146067415,262.2205443955238
ATS,8051,2,223.54435483870964,351.4638061429233
ATS,8051,3,249.33979885057465,284.20669191919194
ATS,8052,1,243.25135135135145,377.1976950354609
ATS,8052,2,219.6975609756098,343.3004579375847
ATS,8052,3,314.18275418275425,350.3840709728868
ATS,8053,1,193.9528101802756,187.28223388305844
ATS,8053,2,213.11980676328494,149.0092570473006
ATS,8053,nan,212.93943906676589,267.94861853832435
ATS,8054,1,227.22248062015512,266.03016965428924
ATS,8054,2,226.39042657114942,354.48340909090894
ATS,8056,1,279.3921568627451,335.7270748530076
ATS,8056,2,332.5278055278054,455.7454013377926
ATS,8056,3,262.330959752322,266.17710097873123
ATS,8058,1,29.647848101265822,68.48513619696178
ATS,8058,2,187.5,219.12221941354915
ATS,8060,1,185.3098039215687,318.34086345381513
ATS,8060,2,368.56941489361714,408.97758990874934
ATS,8060,3,279.1824729891956,325.6113505747127
ATS,8061,1,233.2964194373401,124.10667340748239
ATS,8062,1,275.0516285516286,414.77433484750156
ATS,8063,1,178.61657261657263,187.4464916931778
ATS,8063,2,162.7745974955277,154.42467948717945
ATS,8063,nan,240.09558823529414,256.91270976353917
ATS,8064,1,187.91302325581387,132.71699438202245
ATS,8064,2,117.1458513396716,97.84175531914889
ATS,8065,1,108.5411095305833,205.20064967516248
ATS,8065,2,153.31141552511417,199.97420861937462
ATS,8065,nan,272.24848962437613,378.79243827160496
ATS,8066,2,64.211949840177,166.77171806538593
ATS,8067,1,316.9260273972603,388.8394607843136
ATS,8068,1,299.6042154566745,405.174243748907
ATS,8068,2,147.81647460520708,97.58261208973965
ATS,8069,1,78.43339831059131,151.19430830039528
ATS,8069,2,189.39581517000875,206.13977272727266
ATS,8070,1,319.3004822182038,415.8649322169059
ATS,8070,2,370.3440040650406,390.31927710843377
ATS,8070,nan,193.76585365853657,172.87328431372543
ATS,8072,1,250.906602805337,355.6230072463768
ATS,8072,2,236.45431789737177,324.91199580932425
ATS,8073,1,294.4436090225563,292.520544427324
ATS,8073,2,155.30279010779964,286.37608225108227
ATS,8074,1,105.60080321285147,118.51091800356505
ATS,8074,2,92.99722222222215,92.06987577639745
ATS,8075,1,296.170568561873,299.08577201783726
ATS,8075,nan,265.21327300150824,219.71239177489178
ATS,8076,1,202.03745198463503,217.62922077922076
ATS,8076,2,172.63698271346254,174.10385154061623
ATS,8078,2,167.95238095238108,213.5737259444047
ATS,8079,2,236.27023912417167,173.95756172839504
ATS,8080,1,111.18579626972746,237.49101966873707
ATS,8080,2,294.5101234567901,397.7429347826087
ATS,8083,1,278.47796052631577,420.2541666666667
ATS,8083,nan,213.58689024390242,261.1459156785244
ATS,8084,1,220.00230414746545,295.4324534161491
ATS,8084,2,179.42000000000007,261.246171725458
ATS,8085,1,142.90093345377898,222.29972349351635
ATS,8087,2,171.25450180072028,196.00646551724128
ATS,8088,1,249.151929653151,286.3014657444005
ATS,8088,2,253.94047619047615,314.66873512870416
ATS,8090,1,234.37597402597396,395.31833333333316
ATS,8092,1,135.52491874322868,90.23693834900735
ATS,8092,nan,211.91558441558436,186.3495137491617
ATS,8093,1,232.18510928961757,196.6232578397213
ATS,8094,2,77.287676056338,91.28125
ATS,8098,1,56.50168067226889,124.3413670923452
ATS,8099,1,307.9736585365854,299.36691176470583
ATS,8100,1,255.7539682539683,277.1074528142906
ATS,8102,1,212.6691297208538,282.7642090099529
ATS,8103,1,146.6696428571429,98.16249451032058
ATS,8104,1,277.79700854700855,333.9474342481417
ATS,8106,1,229.54411764705878,266.6577152600171
NTS,7000,1,213.9152601969057,302.72670807453414
NTS,7001,1,303.2617466802859,409.65951399300354
NTS,7002,1,212.89029535864972,428.4558982683982
NTS,7003,1,216.5633964429145,292.7099358974359
NTS,7004,1,393.1223091976516,448.4134387351778
NTS,7005,1,148.31602067183462,247.04700774612684
NTS,7006,1,86.6997971602434,132.93108974358972
NTS,7007,1,290.4655797101449,364.9677419354839
NTS,7008,1,193.01171112556926,248.57190860215053
NTS,7009,1,291.20267131242736,492.4015151515151
NTS,7010,1,243.87274096385545,433.7552397719651
NTS,7012,1,223.5849170437407,258.92343073593076
NTS,7013,1,106.0,149.6593468468468
NTS,7014,1,224.23196183661287,313.9976884975234
NTS,7015,1,118.91594202898546,122.05554267161415
NTS,7016,1,73.41292134831463,154.43407588788023
NTS,7017,1,197.61790017211695,241.12339743589735
NTS,7018,1,202.69590036325894,298.9603382999512
NTS,7019,1,67.51576123407108,116.82083333333333
NTS,7020,1,94.39912842860804,275.85701345755706
NTS,7021,1,231.14248366013078,340.8909161490683
NTS,7022,1,255.1248226950355,367.9099446987034
NTS,7023,1,262.0919732441472,326.37777777777785
NTS,7024,1,98.03056179775285,124.65515427769981
NTS,7025,1,182.82926829268297,172.94014680971213
NTS,7026,1,180.69747126436778,348.2133401019271
NTS,7027,1,177.28472222222217,198.78505090809017
NTS,7028,1,226.78055555555568,287.5012550200803
NTS,7029,1,282.9104579630896,359.419384057971
NTS,7030,1,158.48051948051943,150.2496081504703
NTS,7031,1,60.383561643835606,75.35429302155649
NTS,7032,1,244.30459337349396,323.64042584871936
NTS,7033,1,121.69306184012066,166.79012171403463
NTS,7034,1,210.675902864259,378.2771739130435
NTS,7035,1,84.06755695208176,95.98136207320078
NTS,7037,1,-47.54098360655735,-101.53928571428571
NTS,7039,1,299.23157894736846,352.11316216891555
NTS,7040,1,177.8029239766082,293.56240872581236
NTS,7041,1,171.3373684210526,327.95808830617955
NTS,7042,1,261.2849624060151,183.20279720279711
NTS,7043,1,257.5668604651163,267.88134057971024
NTS,7044,1,366.1589200273411,377.6409313725492
NTS,7045,1,262.125,343.60416666666674
NTS,7046,1,230.59192580469175,332.93913043478267
NTS,7047,1,151.3111263736264,237.7859531772575
NTS,7048,1,302.168253968254,479.17033571821685
NTS,7049,1,282.16844919786104,430.71590909090924
NTS,7050,1,352.640974967062,549.0378787878788
NTS,7052,1,259.65638528138527,407.28959627329186
NTS,7053,1,255.92225262197906,363.19035674470456
NTS,7054,1,260.07832121612694,329.39189976689977
NTS,7055,1,234.38333333333333,271.07563025210095
NTS,7056,1,176.39220633585649,120.4646150950498
NTS,7057,1,194.26782106782105,281.2673160173159
NTS,7058,1,98.79549718574106,198.01265948963317
NTS,7059,1,216.88557692307688,247.06666666666672
NTS,7060,1,332.4078455790785,474.1147404614019
NTS,7061,1,164.23017656500804,281.22534584980235
NTS,7062,1,242.91666666666674,283.00656150583256
NTS,7063,1,265.9573529411765,315.87494267106956
NTS,7064,1,169.913888888889,231.54244306418218
NTS,7065,1,128.30878048780482,164.53598484848487
NTS,7067,1,289.84578020643596,343.1534134248666
NTS,7068,1,343.08205128205134,439.7116228070174
NTS,7069,1,272.2830870279147,355.5866666666668
NTS,7070,1,188.29091564527755,225.35416666666663
NTS,7072,1,218.68899521531102,324.0880300590445
NTS,7073,1,128.13291373565346,227.99702380952363
NTS,7075,1,182.13580246913568,274.0502450980391
NTS,7076,1,179.92635314995573,305.998670212766
NTS,7077,1,275.61538461538464,295.8099747474748
NTS,7078,1,184.79722222222222,155.6796388542964
NTS,7079,1,141.7802469135803,189.71943989202737
NTS,7080,1,181.9395109395109,316.9437799043062
NTS,7082,1,223.0797101449275,331.3717885375494
NTS,7083,1,368.38652482269515,410.9058503836318
NTS,7084,1,267.7115931721196,268.44696969696963
NTS,7085,1,301.1658496732026,364.9766517635371
NTS,7086,1,202.4666666666667,246.1460763520679
NTS,7087,1,217.41111111111104,359.9691170861937
NTS,7088,1,111.37980769230774,183.82386363636363
NTS,7089,1,410.0906367041199,429.814640974967
NTS,7090,1,280.23020642801146,389.1372549019609
NTS,7091,1,277.4191788687913,296.63798701298697
NTS,7092,1,177.28174603174602,287.9126344086021
NTS,7093,1,240.28482120530134,343.85628019323667
