task,subject_id,session,switch_cost,mixing_cost
NTS,7094,1,249.90075949367088,280.8328252032519
NTS,7096,1,202.36023500309216,214.77976190476193
NTS,7097,1,202.72826086956525,203.67856443399933
NTS,7098,1,198.37864418686343,267.0255754475703
NTS,7099,1,121.39673202614381,231.70345744680856
NTS,7102,1,-95.29487179487171,-28.548809523809496
NTS,7103,1,266.5138888888889,340.01488095238096
NTS,7104,1,309.82191780821915,354.82285546415983
NTS,7105,1,232.82127659574462,337.1833716377255
NTS,7106,1,268.6627906976744,357.3683943089429
NTS,7107,1,79.5959830866808,190.27260678871085
NTS,7108,1,290.3274670018857,484.9122807017543
NTS,7109,1,108.26154618473902,251.09807852221434
NTS,7110,1,222.82075178626906,258.3235089186177
NTS,7111,1,227.54166666666663,249.42869875222823
NTS,7112,1,27.452380952380963,96.3515873015873
NTS,7113,1,286.29487179487194,322.2216732542819
NTS,7114,1,256.5780051150896,350.24657172995774
NTS,7115,1,95.20604651162785,219.73979468599032
NTS,7116,1,160.28316924519447,273.6867753623188
NTS,7117,1,180.9781746031747,177.27214912280715
NTS,7118,1,141.7678571428571,274.31459330143537
NTS,7120,1,233.47755417956648,373.5708333333333
NTS,7123,1,219.57315278186627,103.37803500846985
NTS,7124,1,226.33137254901965,246.63636363636363
NTS,7125,1,206.05714285714294,290.221837944664
NTS,7126,1,212.4901610017888,359.3820816864295
NTS,7128,1,308.0632911392405,341.0840053763442
NTS,7129,1,158.1420454545455,184.78290246768506
NTS,7130,1,335.75,443.7894012082445
NTS,7131,1,247.9212962962963,365.3594073498964
NTS,7132,1,107.07591876208892,175.58789153810187
NTS,7133,1,109.33621697451485,156.0856549364613
NTS,7134,1,240.29296979417268,245.4520582329318
NTS,7136,1,112.31274131274131,111.7653673163419
NTS,7138,1,244.7358974358974,246.36096256684482
NTS,7139,1,209.88596491228066,226.4773046028306
NTS,7140,1,141.37562012756905,280.79685441370214
NTS,7142,1,304.62573839662446,250.2623106060605
NTS,7143,1,208.24274013402828,283.5439966821041
NTS,7145,1,223.66745283018872,344.40639055472263
NTS,7146,1,188.38456398262622,311.0209398976983
NTS,7147,1,109.21377459749556,254.19293478260875
NTS,7150,1,289.83658008658017,356.38428714859447
NTS,7151,1,209.93435836782976,151.02771618625286
NTS,7152,1,132.1586563307493,284.09954177323107
NTS,7153,1,69.95925925925928,191.125
NTS,7155,1,-16.855263157894797,-9.936083437110824
NTS,7156,1,169.66768292682923,217.697463768116
NTS,7157,1,190.23279352226723,336.30734299516905
NTS,7158,1,270.27685492801777,329.34031132581856
NTS,7159,1,131.4851787271142,253.11687704534825
NTS,7160,1,182.75112781954886,262.5364377470355
NTS,7161,1,355.51923076923083,462.5829406873613
NTS,7164,1,170.34709048961804,245.16853832442064
NTS,7165,1,133.80364145658268,141.4866660317158
NTS,7166,1,202.69318181818176,287.4724757224758
NTS,7167,1,144.33705553923016,160.62472943722946
NTS,7168,1,197.66507936507935,224.39102564102564
NTS,7170,1,291.71194911403904,354.08980331262933
NTS,7171,1,270.38898408812736,437.3843864468864
NTS,7172,1,191.49227941176468,188.339880952381
NTS,7173,1,207.86666666666667,339.15067466266873
NTS,7174,1,180.71678321678326,204.42080585094448
NTS,7175,1,115.01580459770116,276.5492424242424
NTS,7176,1,171.17115384615386,313.6737528041874
NTS,7177,1,111.63333333333333,38.15424430641826
NTS,7178,1,153.35534883720936,248.3536985018727
NTS,7180,1,407.0381110190556,472.5208333333335
NTS,7181,1,345.8221198156682,276.0157150340492
NTS,7182,1,228.8927159796724,357.45296442687754
NTS,7183,1,289.2880371660859,323.88142292490124
NTS,7186,1,353.87381275440976,432.96526781212435
NTS,7187,1,139.77942890442887,349.79166666666674
NTS,7188,1,129.68013698630136,144.12113346311924
NTS,7189,1,172.42289348171698,245.27597402597405
NTS,7190,1,218.62776412776407,347.7338158316419
NTS,7191,1,163.32554708630448,202.44131277384565
NTS,7192,1,239.56095118898622,248.02860633636658
NTS,7194,1,119.86178107606679,216.64919772256735
NTS,7195,1,202.06064073226548,260.65319693094625
NTS,7196,1,142.32857142857142,193.95415400202637
NTS,7197,1,168.60633484162895,217.18494729907775
NTS,7199,1,344.3571428571428,391.77786796536793
NTS,7200,1,252.73768472906397,366.2246376811594
NTS,7202,1,186.81025641025644,220.86696787148605
NTS,7203,1,-16.62818003913901,177.5898023715415
NTS,7204,1,220.3739837398374,210.3376385336744
NTS,7205,1,302.58333333333326,229.48165422885563
NTS,7206,1,253.71268237934908,286.6142369991476
NTS,7207,1,220.4314024390244,228.49565217391296
NTS,7208,1,302.7269928156004,321.08152173913027
NTS,7209,1,121.74398148148157,167.8611500701262
NTS,7211,1,292.29999999999995,556.5042638741604
NTS,7212,1,291.71834625323004,338.57988589660397
NTS,7213,1,156.5684523809524,193.23501552795028
NTS,7214,1,240.40974529346636,327.34645061728406
NTS,7215,1,176.92869147659064,306.8376984126984
NTS,7216,1,377.30683790350577,491.1577380952381
NTS,7218,1,197.11159003831415,224.4632034632034
NTS,7219,1,234.29045893719808,267.90914279784135
NTS,7220,1,191.79289071680375,268.1814024390244
NTS,7221,1,259.4896969696971,272.7050865800866
NTS,7222,1,277.103150787697,243.01775948887325
NTS,7223,1,312.0763656633221,446.4331607211353
NTS,7225,1,231.5522222222222,327.3731060606061
NTS,7226,1,228.41688311688313,300.83836844050256
NTS,7227,1,319.2684124386252,395.1077075098815
NTS,7229,1,312.1601579640194,320.8106884057971
NTS,7230,1,244.64588619064887,384.89377692910296
NTS,7231,1,190.96160933660929,193.32803030303035
NTS,7232,1,289.07159406858193,359.1477544194936
NTS,7233,1,303.1447204968945,342.2864948350882
NTS,7234,1,230.7058823529411,352.08169475655427
NTS,7235,1,230.1919784788456,260.39472398632154
NTS,7237,1,104.15715667311406,285.1810897435897
NTS,7238,1,298.75374669409337,247.37857142857138
NTS,7239,1,230.31764069264068,211.94008799171843
NTS,7240,nan,126.39418604651155,260.5716282656898
NTS,7241,1,273.96236073471846,279.19617658276127
NTS,7242,1,316.27173913043475,314.2354417670682
NTS,7243,1,310.9780701754386,467.1597127996382
NTS,7246,nan,316.91164658634534,440.5726067887108
NTS,7248,1,283.460477453581,230.62067193675898
NTS,7249,1,111.61433804290948,127.52948319796155
NTS,7250,1,210.46153846153857,209.06380575945786
NTS,7251,1,113.80572372041831,240.50181159420288
NTS,7252,1,255.8416666666667,293.64445970695965
NTS,7254,1,147.33695652173913,264.96794871794873
NTS,7255,1,79.0784708249497,181.65888047138048
NTS,7700,1,290.2103896103896,365.6657652035226
NTS,7701,1,280.43055555555554,332.73418972332
NTS,7702,1,319.0902777777778,456.27211064129665
NTS,7703,1,258.75,344.3629385964912
NTS,7704,nan,191.84870129870126,249.32134703196346
NTS,7705,1,231.32792207792204,287.00151515151515
NTS,7706,1,192.04878048780483,209.58522727272725
NTS,7707,1,226.4931506849315,260.5512237503698
NTS,7708,1,218.34901727218573,256.7751782531193
NTS,7709,1,201.67465753424653,254.55015349468113
NTS,7710,1,334.27457627118645,388.0445512820512
NTS,7712,1,235.02631578947364,205.8031946955998
NTS,7713,nan,241.93664982510688,314.10160912190963
NTS,7714,1,378.38378378378366,448.170638238573
NTS,7716,1,209.92497670083878,283.7077135774218
NTS,7717,nan,286.9897009966776,303.41891891891896
NTS,7718,1,70.50952380952378,275.590909090909
NTS,7721,nan,259.19696969696975,213.53626543209873
NTS,7722,1,209.7376485303315,259.67891304347836
NTS,7723,nan,195.59483726150404,269.32843137254906
NTS,7724,1,243.71346540338777,360.133950617284
NTS,7725,1,228.41149068322989,303.97053872053857
NTS,7726,1,120.6520146520146,113.71033868092684
NTS,7727,1,197.27927927927942,337.3210678210679
NTS,7728,1,211.4766052762568,380.2857142857142
NTS,7729,1,282.6025641025641,401.66614906832297
NTS,7730,1,84.00833333333333,66.63768115942025
NTS,7732,1,326.1632183908047,330.0
NTS,7733,1,142.69842460615155,200.41787439613518
NTS,7734,1,122.8407960199005,339.97515527950304
NTS,7735,1,156.8395061728395,323.5232607448427
NTS,7736,1,251.2147786083956,416.72570332480814
NTS,7738,1,192.7298924731183,325.5892857142858
NTS,7739,1,145.00607287449384,186.71904761904761
NTS,7740,1,199.62223944207665,325.8583937198068
NTS,7741,1,299.0205882352941,389.42070791527294
NTS,7742,1,235.21900452488694,379.4488636363636
NTS,7743,1,314.6366459627328,377.2580149319281
NTS,7744,1,250.46725014116328,299.12738801054024
NTS,7745,1,304.8827838827839,386.8661231884058
NTS,7746,1,358.16286388670346,414.97506393861886
NTS,7747,1,249.66746411483257,294.5071239717979
NTS,7748,1,181.77367576243978,354.6856884057971
NTS,7749,1,212.71332927571507,415.0678152492668
NTS,7750,1,238.18763213530656,298.70574534161506
NTS,7753,1,276.0542483660131,367.9718468468468
NTS,7755,nan,188.87579113924062,235.37799902569714
NTS,7756,1,305.0176151761517,345.25967837998815
NTS,7757,1,70.67128603104209,153.7378623188406
NTS,7759,1,300.19224724986907,415.2581168831168
NTS,7760,nan,371.3116883116884,400.88750000000005
NTS,7761,1,291.1100529100529,370.74169254658386
NTS,7762,1,290.1993177387915,316.22298136645963
NTS,7763,1,243.34495279593307,243.16299019607845
NTS,7764,1,258.7053841500302,277.0814300128417
NTS,7765,1,273.19468354430387,398.76277937838313
NTS,7766,nan,297.6060606060606,393.96857707509866
NTS,7767,1,118.85385878489319,103.41666666666674
NTS,7768,1,245.1034843205574,343.51251530924685
NTS,7769,1,343.41666666666674,337.4842995169083
NTS,7770,1,156.7250892567348,286.7739824805042
NTS,7771,nan,322.6111111111112,484.71746806681415
NTS,7772,1,155.19314381270897,248.17300724637676
NTS,7773,1,240.4880952380953,342.1615384615385
NTS,7774,1,258.7307981927711,331.1019317485942
NTS,7775,1,235.6647611269907,245.9960317460317
NTS,7776,1,245.75902777777776,316.969696969697
NTS,7777,1,153.51086956521738,280.2038631658197
NTS,7778,1,289.4861111111111,377.18535353535344
NTS,7779,1,162.93375680580755,210.32211538461547
NTS,7780,1,273.68484848484854,301.9030172413793
NTS,7781,1,189.77380952380952,215.46834415584408
NTS,7782,1,263.2595948827292,250.2201048951049
NTS,7783,1,249.3827913279133,371.2424516908213
NTS,7784,1,82.61978021978018,157.1050880809595
NTS,7785,1,163.99076923076916,151.7646464646466
NTS,7786,1,230.99512195121952,195.4006211180124
NTS,7787,1,165.31975308641972,308.6664576365664
NTS,7788,1,274.82852564102564,325.6566284494738
NTS,7789,1,241.22187303582643,290.5695970695972
NTS,7791,1,260.9659090909091,321.13471014492757
NTS,8000,1,240.87561576354676,336.6888198757764
NTS,8000,2,326.9253048780488,381.6906094527362
NTS,8000,3,320.3863636363636,247.0956521739131
NTS,8001,1,201.5958092924385,197.52373188405795
NTS,8002,1,297.1480620155038,407.69047619047615
NTS,8002,2,150.53417602996262,245.05555555555566
NTS,8002,3,201.00250062515624,283.1251811594202
NTS,8003,1,228.79777365491645,238.69283344558357
NTS,8003,2,86.09241573033705,212.77857475005806
NTS,8003,3,250.83333333333337,326.42455242966753
NTS,8004,1,211.50474683544303,211.3005952380953
NTS,8004,2,225.82857142857154,377.0661919831224
NTS,8004,3,297.7481081081081,393.3852564102564
NTS,8005,1,169.853488372093,246.12647849462365
NTS,8005,3,126.33833177132146,168.30496453900707
NTS,8006,1,291.5606060606061,316.48333333333323
NTS,8006,2,216.45801876000905,285.8998655913979
NTS,8006,3,98.99156118143469,172.64021739130442
NTS,8007,1,164.42264003133573,249.49275362318838
NTS,8008,1,273.2941628264209,324.91363636363633
NTS,8008,2,258.59842995169083,359.77083333333326
NTS,8008,3,274.6271498771499,353.7587369290038
NTS,8009,1,246.25825825825825,214.41079575952767
NTS,8009,2,256.3331339712918,259.43985507246373
NTS,8009,3,167.27651515151513,129.81691919191917
NTS,8011,1,176.10786739238006,257.71027131782944
NTS,8011,2,188.45238095238096,273.280303030303
NTS,8011,3,165.43846899224798,227.9058908045978
NTS,8012,1,242.51554467564245,204.32394688644695
NTS,8012,2,191.90543735224594,256.8840579710145
NTS,8012,3,217.07042842215253,217.884649122807
NTS,8014,1,41.14603174603178,71.11329588014985
NTS,8014,2,144.08289241622572,247.5781772575251
NTS,8014,3,38.186274509803866,88.0763499298738
NTS,8015,1,137.91716867469881,197.48882168060243
NTS,8016,1,104.29990262901651,187.8025633042755
NTS,8016,2,148.98263027295297,297.53946078431386
NTS,8016,3,99.42284177060401,337.1465517241379
NTS,8017,1,207.3982608695652,316.02934534445103
NTS,8017,2,197.56470588235288,338.36189258312015
NTS,8017,3,130.97360248447205,141.66834439922889
NTS,8018,1,125.8101149425288,190.60225409836062
NTS,8018,2,190.67857142857144,253.21350702143377
NTS,8018,3,228.63632183908044,300.3805555555555
NTS,8019,1,286.41558441558436,224.13594276094284
NTS,8019,2,267.074295774648,178.54448051948043
NTS,8019,3,214.42682926829275,204.09884952004518
NTS,8020,2,303.2630813953489,302.67312206572774
NTS,8020,3,219.89090909090908,217.67757936507928
NTS,8021,1,195.68000000000006,225.29742835349248
NTS,8022,1,84.76074074074074,181.1634410067693
NTS,8022,2,160.27027027027032,203.28855835240267
NTS,8022,3,83.10344827586209,96.11958874458878
NTS,8023,1,148.21764705882356,210.25464065912251
NTS,8023,2,270.18975468975475,276.3909610983982
NTS,8023,3,30.132211538461547,120.13068181818187
NTS,8024,1,260.3230551626591,205.0767790262173
NTS,8024,2,97.46074646074646,206.98475437605873
NTS,8026,1,226.0110316040549,440.488782051282
NTS,8026,2,220.92346938775506,380.0913293353323
NTS,8026,3,210.40793650793648,244.8522058823529
NTS,8027,2,224.40243902439033,354.8218167701864
NTS,8030,1,147.39507067778186,99.85206460206462
NTS,8030,2,272.8628048780488,324.30167748917745
NTS,8030,3,240.64107142857142,366.999148768989
NTS,8031,1,259.34485049833893,345.805944055944
NTS,8031,2,307.1352067868505,358.18701550387595
NTS,8031,3,305.4429824561404,352.0790229885057
NTS,8032,1,203.88333333333333,245.12862318840575
NTS,8032,2,162.7425717852684,258.1453346360528
NTS,8032,3,227.0354001287277,255.2454212454212
NTS,8034,1,249.18888888888887,269.81128011845465
NTS,8035,1,162.65853658536582,259.1162008281574
NTS,8035,2,217.8379746835443,235.1291007905138
NTS,8035,3,286.20258136924804,312.6292996697854
NTS,8036,1,112.18137254901956,106.21964712918657
NTS,8036,2,105.90168776371297,138.172821969697
NTS,8036,3,-23.49195402298858,20.342046846295148
NTS,8037,1,245.3888888888889,282.68635201116035
NTS,8037,2,333.6303418803418,457.5493897787949
NTS,8037,3,104.79458041958048,185.8450946643718
NTS,8038,1,184.83356321839085,296.3264154323938
NTS,8038,2,110.21034482758614,209.61492673992677
NTS,8038,3,164.90048840048837,217.39273049645385
NTS,8039,1,264.55701754385973,451.3690476190476
NTS,8039,2,129.87848699763583,169.4999999999999
NTS,8039,3,169.6455571919489,165.2980072463768
NTS,8040,1,88.21354688021347,205.9734329597344
NTS,8040,2,207.63768115942037,334.0693581780538
NTS,8040,3,188.01960784313724,237.46527777777771
NTS,8042,1,228.37345679012344,233.64144144144143
NTS,8046,1,127.60803847475097,311.8568937456406
NTS,8046,2,222.44444444444446,323.31818181818187
NTS,8046,3,95.88833992094851,233.99384057971008
NTS,8047,1,300.190522875817,262.47916666666674
NTS,8047,2,261.2546218487395,385.5702495974235
NTS,8047,3,311.96391058443305,401.685917721519
NTS,8048,1,265.0027685492802,325.0673603504929
NTS,8048,2,136.1943753111001,225.47033220402795
NTS,8048,3,135.48824451410655,146.6234335038364
NTS,8050,1,230.2054041128647,400.18362403100764
NTS,8050,2,168.417316017316,228.320652173913
NTS,8051,1,172.10869565217388,242.59132957699103
NTS,8051,2,208.6739288307915,292.3175912043978
NTS,8051,3,187.82352941176475,261.472689175675
NTS,8052,1,278.8843494657448,399.4879385964912
NTS,8052,2,209.18604651162786,313.4354674796748
NTS,8052,3,237.79735894357736,360.20833333333326
NTS,8053,1,112.83529411764698,243.7303160919539
NTS,8053,2,161.1717352415027,230.67572463768113
NTS,8053,nan,113.90775193798447,209.5254872563719
NTS,8054,1,171.12102564102565,222.85671368861028
NTS,8054,2,258.19037433155074,338.8338414634146
NTS,8056,1,299.4588235294118,297.807285546416
NTS,8056,2,239.47214854111405,323.19905709795705
NTS,8056,3,235.12412587412598,328.68795787545787
NTS,8058,1,210.89296987087528,291.8235507246377
NTS,8058,2,161.29047619047617,257.53462931995534
NTS,8060,1,222.34827586206904,298.8569444444445
NTS,8060,2,254.67276836158192,334.18610013175237
NTS,8060,3,195.08387096774197,223.44963369963375
NTS,8061,1,279.33680175246445,385.4958333333333
NTS,8062,1,184.2595398428731,401.04721610713614
NTS,8063,1,140.64659224441823,295.3033536585366
NTS,8063,2,95.43876212955684,245.51059754851883
NTS,8063,nan,126.84265010351965,222.96982758620686
NTS,8064,1,113.59031697785497,119.96875000000011
NTS,8064,2,150.23860182370822,91.19879227053138
NTS,8065,1,169.12888198757764,350.74857660455496
NTS,8065,2,59.609105180533675,169.93397317298798
NTS,8066,2,137.3971248876909,225.71936215957953
NTS,8067,1,176.26223776223765,282.43830824972133
NTS,8068,1,36.045265038713524,58.70910611127999
NTS,8068,2,256.71485463958584,262.1472826086956
NTS,8069,1,240.84146341463418,321.20009689922495
NTS,8069,2,228.4104826154644,271.2972560975609
NTS,8070,1,102.02911133810017,283.99913398765375
NTS,8070,2,174.42272159800245,318.1403162055336
NTS,8072,1,88.95361990950232,74.461889301175
NTS,8072,2,204.52651515151524,330.0455409804365
NTS,8073,1,388.98845598845594,497.14393939393926
NTS,8073,2,298.18354609929077,439.47727272727263
NTS,8074,1,243.04573804573806,290.5114734299518
NTS,8074,2,164.84226190476193,190.70937826541285
NTS,8075,1,97.55294693078997,189.68313570487476
NTS,8075,nan,220.00996590611066,266.20473697650675
NTS,8076,1,165.4545454545455,374.17283950617275
NTS,8076,2,70.29818496110636,90.82087310003533
NTS,8078,2,272.7919753086421,276.6565476190475
NTS,8079,2,251.37166666666667,320.125
NTS,8080,1,219.94409937888202,418.26249999999993
NTS,8080,2,122.90476190476193,294.9055985705777
NTS,8083,1,162.99190535491903,334.6704347826087
NTS,8083,nan,190.96962025316452,351.6709956709957
NTS,8084,1,287.3864516129031,331.31404540858534
NTS,8084,2,183.70238095238096,252.2992557775167
NTS,8087,2,172.2591498067743,204.54710144927537
NTS,8088,1,237.93793706293707,205.13076794935864
NTS,8088,2,165.8844720496894,251.44583333333333
NTS,8090,1,180.26923076923072,305.9027777777778
NTS,8092,1,241.33639705882354,277.2656862745098
NTS,8093,1,173.72847487511024,220.25568181818187
NTS,8094,2,188.87654320987656,207.53162055335974
NTS,8098,1,214.5679012345679,234.9383845259366
NTS,8099,1,291.86079182630897,311.7669437340153
NTS,8100,1,111.6882352941177,218.47121212121215
NTS,8102,1,162.87797619047615,302.10332406471184
NTS,8103,1,304.3893364019947,318.45129039758206
NTS,8104,1,290.53895582329324,269.07716049382714
NTS,8121,2,248.7320675105484,248.65750000000003
