Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,276,149,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),,box1,yes,I,1,1,,,8112,DSST,A,,,,0,160,113
L,1,1,0.0,4,prac,yes,1,4,120000.0,283,150,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),53922.5,box4,yes,I,1,1,3167.199999988079,50755.30000001192,8112,DSST,A,,,,1,160,113
),2,1,0.0,3,prac,yes,1,3,120000.0,275,132,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),57254.90000003576,box3,yes,I,1,1,2557.100000023842,54697.80000001192,8112,DSST,A,,,,2,160,113
U,3,1,0.0,5,prac,yes,1,5,120000.0,374,140,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),60853.90000003576,box5,yes,I,1,1,2825.600000023842,58028.30000001192,8112,DSST,A,,,,3,160,113
+,4,1,0.0,9,prac,yes,1,9,120000.0,338,164,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),64485.90000003576,box9,yes,I,1,1,2856.5,61629.40000003576,8112,DSST,A,,,,4,160,113
O,5,1,0.0,6,prac,yes,1,6,120000.0,340,148,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),69850.80000001192,box6,yes,I,1,1,4589.399999976158,65261.40000003576,8112,DSST,A,,,,5,160,113
T,6,1,0.0,2,prac,yes,1,2,120000.0,254,132,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),73666.0,box2,yes,I,1,1,3042.300000011921,70623.69999998808,8112,DSST,A,,,,6,160,113
-,7,1,0.0,1,prac,yes,1,1,120000.0,269,150,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),76832.19999998808,box1,yes,I,1,1,2392.399999976158,74439.80000001192,8112,DSST,A,,,,7,160,113
X,8,1,0.0,8,prac,yes,1,8,120000.0,274,120,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),80130.80000001192,box8,yes,I,1,1,2525.600000023842,77605.19999998808,8112,DSST,A,,,,8,160,113
^,9,1,0.0,7,prac,yes,1,7,120000.0,283,146,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),83513.60000002384,box7,yes,I,1,1,2605.699999988079,80907.90000003576,8112,DSST,A,,,,9,160,113
T,1,1,2.3399999141693115,2,test,yes,1,2,117660.00008583069,256,153,Tue May 05 2026 09:56:39 GMT-0500 (Central Daylight Time),106439.60000002384,box2,yes,I,1,1,2327.800000011921,104111.80000001192,8112,DSST,A,103436.0,103996.0,101669.0,1,160,113
