Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,268,154,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),,box1,yes,I,1,,,,8083,DSST,B,,,,0,160,113
U,1,1,0.0,5,prac,yes,1,5,120000.0,310,142,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),58143.5,box5,yes,I,1,,4133.700000017881,54009.79999998212,8083,DSST,B,,,,1,160,113
^,2,1,0.0,7,prac,yes,1,7,120000.0,219,149,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),62559.0,box7,yes,I,1,,3641.0999999940395,58917.90000000596,8083,DSST,B,,,,2,160,113
T,3,1,0.0,2,prac,yes,1,2,120000.0,261,133,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),66724.09999999404,box2,yes,I,1,,3390.4000000059605,63333.69999998808,8083,DSST,B,,,,3,160,113
L,4,1,0.0,4,prac,yes,1,4,120000.0,210,151,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),70573.09999999404,box4,yes,I,1,,3073.9000000059605,67499.19999998808,8083,DSST,B,,,,4,160,113
-,5,1,0.0,1,prac,yes,1,1,120000.0,278,137,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),73789.0,box1,yes,I,1,,2443.0,71346.0,8083,DSST,B,,,,5,160,113
),6,1,0.0,3,prac,yes,1,3,120000.0,239,150,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),77504.5,box3,yes,I,1,,2942.0999999940395,74562.40000000596,8083,DSST,B,,,,6,160,113
+,7,1,0.0,9,prac,yes,1,9,120000.0,264,143,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),81586.29999998212,box9,yes,I,1,,3308.0,78278.29999998212,8083,DSST,B,,,,7,160,113
O,8,1,0.0,6,prac,yes,1,6,120000.0,275,152,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),86035.29999998212,box6,yes,I,1,,3675.0999999940395,82360.19999998808,8083,DSST,B,,,,8,160,113
X,9,1,0.0,8,prac,yes,1,8,120000.0,284,148,Tue Feb 03 2026 18:40:54 GMT-0600 (Central Standard Time),90250.19999998808,box8,yes,I,1,,3440.9000000059605,86809.29999998212,8083,DSST,B,,,,9,160,113
