Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,322,150,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),,box1,yes,I,1,2,,,8051,DSST,A,,,,0,160,113
X,1,1,0.0,8,prac,yes,1,8,120000.0,330,125,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),50859.60000014305,box8,yes,I,1,2,3765.600000143051,47094.0,8051,DSST,A,,,,1,160,113
),2,1,0.0,3,prac,yes,1,3,120000.0,351,139,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),56374.90000009537,box3,yes,I,1,2,4738.400000095367,51636.5,8051,DSST,A,,,,2,160,113
+,3,1,0.0,9,prac,yes,1,9,120000.0,334,141,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),62122.90000009537,box9,yes,I,1,2,4973.400000095367,57149.5,8051,DSST,A,,,,3,160,113
^,4,1,0.0,7,prac,yes,1,7,120000.0,326,145,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),66854.60000014305,box7,yes,I,1,2,3956.5,62898.10000014305,8051,DSST,A,,,,4,160,113
O,5,1,0.0,6,prac,yes,1,6,120000.0,336,147,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),72585.90000009537,box6,yes,I,1,2,4957.100000143051,67628.79999995232,8051,DSST,A,,,,5,160,113
-,6,1,0.0,1,prac,yes,1,1,120000.0,291,135,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),77051.70000004768,box1,yes,I,1,2,3692.0,73359.70000004768,8051,DSST,A,,,,6,160,113
U,7,1,0.0,5,prac,yes,1,5,120000.0,317,150,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),81000.0,box5,yes,I,1,2,3175.2000000476837,77824.79999995232,8051,DSST,A,,,,7,160,113
T,8,1,0.0,2,prac,yes,1,2,120000.0,280,133,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),84982.29999995232,box2,yes,I,1,2,3208.199999809265,81774.10000014305,8051,DSST,A,,,,8,160,113
L,9,1,0.0,4,prac,yes,1,4,120000.0,290,137,Thu Sep 18 2025 15:22:01 GMT-0500 (Central Daylight Time),89730.5,box4,yes,I,1,2,3974.7000000476837,85755.79999995232,8051,DSST,A,,,,9,160,113
