Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),139899.19999980927,O,None,2016,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10829.799999952316,129069.39999985695,7165,yes,SM,B,16.bmp,-120,-120,130117,124086,132132,126103,,,,,1
3,0,0,1,0,0,prac,1,0,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),150429.09999990463,O,z,1691,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10511.799999952316,139917.29999995232,7165,no,SM,B,23.bmp,-120,120,140963,134934,142981,136949,,,,,2
4,0,0,0,1,1,prac,1,1,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),161175.59999990463,O,m,1906,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10731.0,150444.59999990463,7165,no,SM,B,24.bmp,120,120,151493,145462,153510,147479,,,,,3
2,0,1,0,0,1,prac,1,0,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),172021.59999990463,O,None,2014,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10830.900000095367,161190.69999980927,7165,yes,SM,B,29.bmp,120,-120,162239,156208,164257,158225,,,,,4
3,0,0,1,0,2,prac,1,1,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),182218.39999985695,O,z,1354,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10178.099999904633,172040.29999995232,7165,yes,SM,B,34.bmp,-120,120,173086,167057,175102,169072,,,,,5
1,1,0,0,0,3,prac,1,1,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),192730.69999980927,O,m,1675,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10497.099999904633,182233.59999990463,7165,no,SM,B,39.bmp,-120,-120,183283,177251,185300,179269,,,,,6
2,0,1,0,0,3,prac,1,0,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),203278.09999990463,O,z,1723,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10543.0,192735.09999990463,7165,no,SM,B,40.bmp,120,-120,193779,187751,195797,189765,,,,,7
4,0,0,0,1,4,prac,1,1,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),213858.29999995232,O,z,1743,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10565.400000095367,203292.89999985695,7165,yes,SM,B,47.bmp,120,120,204342,198311,206360,200328,,,,,8
1,1,0,0,0,0,prac,2,0,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),229302.89999985695,O,None,2014,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10816.200000047684,218486.69999980927,7165,yes,SM,B,16.bmp,-120,-120,219520,213504,221538,215510,,,,,1
3,0,0,1,0,1,prac,2,1,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),239399.59999990463,O,m,1264,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10082.0,229317.59999990463,7165,no,SM,B,23.bmp,-120,120,230367,224335,232384,226353,,,,,2
4,0,0,0,1,2,prac,2,1,m,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),249563.69999980927,O,m,1343,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10150.599999904633,239413.09999990463,7165,no,SM,B,24.bmp,120,120,240447,234430,242465,236433,,,,,3
2,0,1,0,0,3,prac,2,1,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),259909.79999995232,O,z,1505,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10329.400000095367,249580.39999985695,7165,yes,SM,B,29.bmp,120,-120,250627,244597,252646,246613,,,,,4
3,0,0,1,0,4,prac,2,1,z,Wed Jun 11 2025 11:42:29 GMT-0500 (Central Daylight Time),270073.0,O,z,1337,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10149.5,259923.5,7165,yes,SM,B,34.bmp,-120,120,260957,254940,262975,256943,,,,,5
