Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),277989.8000000119,I,None,2015,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10826.600000023842,267163.1999999881,9020,yes,SM,B,16.bmp,-120,-120,262663,256636,264681,258647,,,,,1
3,0,0,1,0,0,prac,1,0,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),288823.10000002384,I,None,2015,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10821.800000011921,278001.3000000119,9020,no,SM,B,23.bmp,-120,120,273496,267475,275514,269480,,,,,2
4,0,0,0,1,1,prac,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),299589.8000000119,I,m,1940,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10757.0,288832.8000000119,9020,no,SM,B,24.bmp,120,120,284329,278306,286347,280314,,,,,3
2,0,1,0,0,1,prac,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),309756.3000000119,I,m,1341,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10157.400000035763,299598.89999997616,9020,yes,SM,B,29.bmp,120,-120,295096,289072,297114,291080,,,,,4
3,0,0,1,0,2,prac,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),319706.5,I,z,1126,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,9941.0,309765.5,9020,yes,SM,B,34.bmp,-120,120,305263,299239,307281,301247,,,,,5
1,1,0,0,0,3,prac,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),330189.8000000119,I,m,1656,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10471.800000011921,319718.0,9020,no,SM,B,39.bmp,-120,-120,315213,309191,317231,311197,,,,,6
2,0,1,0,0,4,prac,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),340390.0,I,m,1373,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10192.199999988079,330197.8000000119,9020,no,SM,B,40.bmp,120,-120,325696,319671,327714,321680,,,,,7
4,0,0,0,1,4,prac,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),350389.8000000119,I,m,1173,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,9990.800000011921,340399.0,9020,yes,SM,B,47.bmp,120,120,335896,329872,337914,331880,,,,,8
1,1,0,0,0,0,prac,2,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),367773.0,I,m,1382,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10209.5,357563.5,9020,yes,SM,B,16.bmp,-120,-120,353063,347037,355081,349047,,,,,1
3,0,0,1,0,1,prac,2,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),377873.10000002384,I,m,1278,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10090.300000011921,367782.8000000119,9020,no,SM,B,23.bmp,-120,120,363280,357256,365297,359263,,,,,2
4,0,0,0,1,1,prac,2,0,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),388706.3000000119,I,None,2016,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10825.100000023842,377881.1999999881,9020,no,SM,B,24.bmp,120,120,373380,367355,375397,369364,,,,,3
2,0,1,0,0,1,prac,2,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),398739.6999999881,I,m,1199,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10024.399999976158,388715.3000000119,9020,yes,SM,B,29.bmp,120,-120,384213,378189,386231,380197,,,,,4
3,0,0,1,0,2,prac,2,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),408756.5,I,z,1191,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10006.800000011921,398749.6999999881,9020,yes,SM,B,34.bmp,-120,120,394246,388223,396264,390230,,,,,5
1,1,0,0,0,2,prac,2,0,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),418839.8000000119,I,z,1254,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10075.800000011921,408764.0,9020,no,SM,B,39.bmp,-120,-120,404263,398237,406281,400247,,,,,6
2,0,1,0,0,3,prac,2,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),429223.10000002384,I,m,1563,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10376.300000011921,418846.8000000119,9020,no,SM,B,40.bmp,120,-120,414346,408320,416364,410330,,,,,7
4,0,0,0,1,4,prac,2,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),439589.89999997616,I,z,1539,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10359.399999976158,429230.5,9020,yes,SM,B,47.bmp,120,120,424730,418704,426748,420714,,,,,8
4,0,0,0,1,1,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),485356.60000002384,I,m,1226,1,1,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,9280.400000035763,476076.1999999881,9020,yes,SM,B,50.bmp,120,120,424730,418704,426748,420714,471580.0,465549.0,473597.0,467563.0,1
2,0,1,0,0,2,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),494756.60000002384,I,m,1343,2,1,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,9391.600000023842,485365.0,9020,yes,SM,B,3.bmp,120,-120,424730,418704,426748,420714,480863.0,474838.0,482881.0,476847.0,2
1,1,0,0,0,3,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),504023.10000002384,I,z,1206,3,1,5.bmp,-120,-120,6.bmp,120,-120,7.bmp,-120,120,8.bmp,120,120,9257.100000023842,494766.0,9020,yes,SM,B,5.bmp,-120,-120,424730,418704,426748,420714,490263.0,484239.0,492281.0,486247.0,3
3,0,0,1,0,3,test,1,0,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),514073.10000002384,I,z,1989,4,1,9.bmp,-120,-120,10.bmp,120,-120,11.bmp,-120,120,12.bmp,120,120,10041.200000047684,504031.89999997616,9020,yes,SM,B,9.bmp,-120,120,424730,418704,426748,420714,499530.0,493505.0,501547.0,495514.0,4
2,0,1,0,0,4,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),523956.39999997616,I,z,1826,5,1,13.bmp,-120,-120,14.bmp,120,-120,15.bmp,-120,120,16.bmp,120,120,9872.599999964237,514083.8000000119,9020,yes,SM,B,14.bmp,120,-120,424730,418704,426748,420714,509580.0,503557.0,511597.0,505564.0,5
3,0,0,1,0,4,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),533373.1000000238,I,m,1350,6,1,17.bmp,-120,-120,18.bmp,120,-120,19.bmp,-120,120,20.bmp,120,120,9408.300000011921,523964.8000000119,9020,yes,SM,B,19.bmp,-120,120,424730,418704,426748,420714,519463.0,513438.0,521481.0,515447.0,6
4,0,0,0,1,5,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),543206.5,I,z,1765,7,1,21.bmp,-120,-120,22.bmp,120,-120,23.bmp,-120,120,24.bmp,120,120,9826.100000023842,533380.3999999762,9020,yes,SM,B,24.bmp,120,120,424730,418704,426748,420714,528880.0,522854.0,530897.0,524864.0,7
2,0,1,0,0,6,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),553239.6000000238,I,m,1981,8,1,25.bmp,-120,-120,26.bmp,120,-120,27.bmp,-120,120,28.bmp,120,120,10024.700000047684,543214.8999999762,9020,yes,SM,B,25.bmp,120,-120,424730,418704,426748,420714,538713.0,532688.0,540731.0,534697.0,8
3,0,0,1,0,7,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),562273.1999999881,I,m,979,9,1,29.bmp,-120,-120,30.bmp,120,-120,31.bmp,-120,120,32.bmp,120,120,9024.5,553248.6999999881,9020,yes,SM,B,30.bmp,-120,120,424730,418704,426748,420714,548747.0,542722.0,550764.0,544731.0,9
4,0,0,0,1,7,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),571623.3000000119,I,m,1282,10,1,37.bmp,-120,-120,38.bmp,120,-120,39.bmp,-120,120,40.bmp,120,120,9342.0,562281.3000000119,9020,yes,SM,B,40.bmp,120,120,424730,418704,426748,420714,557780.0,551755.0,559798.0,553764.0,10
3,0,0,1,0,7,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),581056.5,I,m,1371,11,1,33.bmp,-120,-120,34.bmp,120,-120,35.bmp,-120,120,36.bmp,120,120,9425.600000023842,571630.8999999762,9020,yes,SM,B,35.bmp,-120,120,424730,418704,426748,420714,567130.0,561104.0,569148.0,563114.0,11
2,0,1,0,0,8,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),590723.3000000119,I,m,1611,12,1,41.bmp,-120,-120,42.bmp,120,-120,43.bmp,-120,120,44.bmp,120,120,9658.0,581065.3000000119,9020,yes,SM,B,41.bmp,120,-120,424730,418704,426748,420714,576563.0,570539.0,578581.0,572547.0,12
3,0,0,1,0,9,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),600689.8999999762,I,m,1911,13,1,45.bmp,-120,-120,46.bmp,120,-120,47.bmp,-120,120,48.bmp,120,120,9958.199999988079,590731.6999999881,9020,yes,SM,B,46.bmp,-120,120,424730,418704,426748,420714,586229.0,580205.0,588248.0,582214.0,13
1,1,0,0,0,9,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),610756.6999999881,I,None,2016,14,1,49.bmp,-120,-120,50.bmp,120,-120,4.bmp,-120,120,1.bmp,120,120,10059.399999976158,600697.3000000119,9020,yes,SM,B,49.bmp,-120,-120,424730,418704,426748,420714,596197.0,590170.0,598214.0,592181.0,14
4,0,0,0,1,10,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),620223.0,I,m,1414,15,1,10.bmp,-120,-120,11.bmp,120,-120,12.bmp,-120,120,13.bmp,120,120,9457.300000011921,610765.6999999881,9020,yes,SM,B,11.bmp,120,120,424730,418704,426748,420714,606263.0,600239.0,608281.0,602247.0,15
1,1,0,0,0,11,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),630089.8999999762,I,m,1804,16,1,2.bmp,-120,-120,3.bmp,120,-120,4.bmp,-120,120,5.bmp,120,120,9859.899999976158,620230.0,9020,yes,SM,B,5.bmp,-120,-120,424730,418704,426748,420714,615730.0,609703.0,617748.0,611714.0,16
3,0,0,1,0,12,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),639423.1000000238,I,m,1273,17,1,22.bmp,-120,-120,23.bmp,120,-120,24.bmp,-120,120,25.bmp,120,120,9323.5,630099.6000000238,9020,yes,SM,B,22.bmp,-120,120,424730,418704,426748,420714,625596.0,619573.0,627614.0,621581.0,17
1,1,0,0,0,12,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),649490.0,I,None,2015,18,1,6.bmp,-120,-120,7.bmp,120,-120,8.bmp,-120,120,9.bmp,120,120,10056.100000023842,639433.8999999762,9020,yes,SM,B,6.bmp,-120,-120,424730,418704,426748,420714,634930.0,628907.0,636948.0,630914.0,18
2,0,1,0,0,13,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),659006.8000000119,I,z,1457,19,1,26.bmp,-120,-120,27.bmp,120,-120,28.bmp,-120,120,29.bmp,120,120,9502.400000035763,649504.3999999762,9020,yes,SM,B,27.bmp,120,-120,424730,418704,426748,420714,644997.0,638978.0,647014.0,640981.0,19
3,0,0,1,0,14,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),668840.0,I,z,1773,20,1,30.bmp,-120,-120,31.bmp,120,-120,32.bmp,-120,120,33.bmp,120,120,9824.0,659016.0,9020,yes,SM,B,32.bmp,-120,120,424730,418704,426748,420714,654513.0,648489.0,656531.0,650498.0,20
1,1,0,0,0,14,test,1,0,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),678723.1999999881,I,z,1819,21,1,14.bmp,-120,-120,15.bmp,120,-120,16.bmp,-120,120,17.bmp,120,120,9874.5,668848.6999999881,9020,yes,SM,B,16.bmp,-120,-120,424730,418704,426748,420714,664347.0,658322.0,666364.0,660331.0,21
4,0,0,0,1,15,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),688056.6999999881,I,z,1273,22,1,18.bmp,-120,-120,19.bmp,120,-120,20.bmp,-120,120,21.bmp,120,120,9323.899999976158,678732.8000000119,9020,yes,SM,B,21.bmp,120,120,424730,418704,426748,420714,674230.0,668206.0,676247.0,670214.0,22
1,1,0,0,0,16,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),697590.0,I,m,1466,23,1,34.bmp,-120,-120,35.bmp,120,-120,36.bmp,-120,120,37.bmp,120,120,9522.899999976158,688067.1000000238,9020,yes,SM,B,37.bmp,-120,-120,424730,418704,426748,420714,683563.0,677540.0,685581.0,679547.0,23
2,0,1,0,0,17,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),706839.6999999881,I,z,1199,24,1,42.bmp,-120,-120,43.bmp,120,-120,44.bmp,-120,120,45.bmp,120,120,9242.399999976158,697597.3000000119,9020,yes,SM,B,43.bmp,120,-120,424730,418704,426748,420714,693096.0,687070.0,695113.0,689081.0,24
4,0,0,0,1,18,test,1,1,m,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),716206.6999999881,I,m,1307,25,1,46.bmp,-120,-120,47.bmp,120,-120,48.bmp,-120,120,49.bmp,120,120,9361.0,706845.6999999881,9020,yes,SM,B,48.bmp,120,120,424730,418704,426748,420714,702347.0,696319.0,704364.0,698331.0,25
1,1,0,0,0,19,test,1,1,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),725473.3000000119,I,z,1205,26,1,38.bmp,-120,-120,39.bmp,120,-120,40.bmp,-120,120,41.bmp,120,120,9259.400000035763,716213.8999999762,9020,yes,SM,B,38.bmp,-120,-120,424730,418704,426748,420714,711713.0,705687.0,713731.0,707697.0,26
4,0,0,0,1,19,test,1,0,z,Tue May 27 2025 18:08:20 GMT-0400 (Eastern Daylight Time),735407.1000000238,I,m,1882,27,1,50.bmp,-120,-120,11.bmp,120,-120,1.bmp,-120,120,2.bmp,120,120,9925.100000023842,725482.0,9020,yes,SM,B,2.bmp,120,120,424730,418704,426748,420714,720980.0,714955.0,722998.0,716964.0,27
