Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),243748.20000004768,O,None,2016,1,1,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,10827.300000011921,232920.90000003576,7137,yes,SM,C,66.bmp,-120,-120,237219,231190,239235,233204,,,,,1
3,0,0,1,0,0,prac,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),254578.10000002384,O,None,2015,2,1,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10826.300000011921,243751.80000001192,7137,no,SM,C,73.bmp,-120,120,248049,242021,250065,244033,,,,,2
4,0,0,0,1,0,prac,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),265407.90000003576,O,None,2015,3,1,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10826.100000023842,254581.80000001192,7137,no,SM,C,74.bmp,120,120,258879,252851,260895,254863,,,,,3
2,0,1,0,0,0,prac,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),276237.90000003576,O,None,2015,4,1,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,10826.400000035763,265411.5,7137,yes,SM,C,79.bmp,120,-120,269708,263681,271725,265693,,,,,4
3,0,0,1,0,0,prac,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),287067.90000003576,O,None,2015,5,1,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10826.5,276241.40000003576,7137,yes,SM,C,84.bmp,-120,120,280538,274511,282555,276524,,,,,5
1,1,0,0,0,1,prac,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),297281.3000000119,O,m,1398,6,1,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,10210.099999964237,287071.2000000477,7137,no,SM,C,89.bmp,-120,-120,291368,285340,293385,287353,,,,,6
2,0,1,0,0,2,prac,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),307378.10000002384,O,m,1273,7,1,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,10093.199999988079,297284.90000003576,7137,no,SM,C,90.bmp,120,-120,301582,295558,303598,297567,,,,,7
4,0,0,0,1,3,prac,1,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),317258.3000000119,O,z,1064,8,1,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,9876.5,307381.8000000119,7137,yes,SM,C,97.bmp,120,120,311679,305651,313695,307663,,,,,8
1,1,0,0,0,0,prac,2,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),331237.10000002384,O,None,2015,1,1,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,10826.800000011921,320410.3000000119,7137,yes,SM,C,66.bmp,-120,-120,324708,318679,326725,320693,,,,,1
3,0,0,1,0,0,prac,2,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),342067.10000002384,O,None,2016,2,1,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10826.300000011921,331240.8000000119,7137,no,SM,C,73.bmp,-120,120,335538,329510,337554,331523,,,,,2
4,0,0,0,1,0,prac,2,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),352897.3000000119,O,None,2016,3,1,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10826.399999976158,342070.90000003576,7137,no,SM,C,74.bmp,120,120,346368,340340,348384,342353,,,,,3
2,0,1,0,0,0,prac,2,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),363727.2000000477,O,None,2015,4,1,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,10826.200000047684,352901.0,7137,yes,SM,C,79.bmp,120,-120,357198,351170,359214,353183,,,,,4
3,0,0,1,0,0,prac,2,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),374556.90000003576,O,None,2016,5,1,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10826.5,363730.40000003576,7137,yes,SM,C,84.bmp,-120,120,368028,362000,370044,364012,,,,,5
1,1,0,0,0,0,prac,2,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),385386.90000003576,O,None,2016,6,1,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,10826.5,374560.40000003576,7137,no,SM,C,89.bmp,-120,-120,378859,372830,380874,374843,,,,,6
2,0,1,0,0,0,prac,2,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),396216.90000003576,O,None,2015,7,1,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,10826.300000011921,385390.60000002384,7137,no,SM,C,90.bmp,120,-120,389688,383660,391704,385673,,,,,7
4,0,0,0,1,1,prac,2,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),405997.2000000477,O,z,961,8,1,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,9776.800000011921,396220.40000003576,7137,yes,SM,C,97.bmp,120,120,400517,394490,402534,396502,,,,,8
1,1,0,0,0,1,prac,3,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),420726.0,O,z,1086,1,1,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,9910.099999964237,410815.90000003576,7137,yes,SM,C,66.bmp,-120,-120,415113,409085,417129,411098,,,,,1
3,0,0,1,0,2,prac,3,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),431006.0,O,m,1460,2,1,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10276.399999976158,420729.60000002384,7137,no,SM,C,73.bmp,-120,120,425026,418999,427043,421011,,,,,2
4,0,0,0,1,2,prac,3,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),441935.7000000477,O,None,2016,3,1,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10925.800000011921,431009.90000003576,7137,no,SM,C,74.bmp,120,120,435419,429279,437423,431291,,,,,3
2,0,1,0,0,3,prac,3,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),452082.90000003576,O,z,1322,4,1,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,10144.0,441938.90000003576,7137,yes,SM,C,79.bmp,120,-120,446236,440208,448253,442221,,,,,4
3,0,0,1,0,3,prac,3,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),462746.10000002384,O,m,1839,5,1,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10660.0,452086.10000002384,7137,yes,SM,C,84.bmp,-120,120,456383,450355,458400,452368,,,,,5
1,1,0,0,0,4,prac,3,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),473259.5,O,m,1696,6,1,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,10510.299999952316,462749.2000000477,7137,no,SM,C,89.bmp,-120,-120,467047,461018,469063,463031,,,,,6
2,0,1,0,0,5,prac,3,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),483339.7000000477,O,m,1263,7,1,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,10077.0,473262.7000000477,7137,no,SM,C,90.bmp,120,-120,477560,471532,479576,473545,,,,,7
4,0,0,0,1,6,prac,3,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),492769.90000003576,O,z,606,8,1,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,9426.400000035763,483343.5,7137,yes,SM,C,97.bmp,120,120,487640,481613,489657,483625,,,,,8
4,0,0,0,1,0,test,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),515679.7000000477,O,z,1219,1,1,98.bmp,-120,-120,99.bmp,120,-120,100.bmp,-120,120,93.bmp,120,120,9278.400000035763,506401.3000000119,7137,yes,SM,C,100.bmp,120,120,487640,481613,489657,483625,510699.0,504671.0,512716.0,506684.0,1
2,0,1,0,0,1,test,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),525043.1000000238,O,m,1314,2,1,51.bmp,-120,-120,52.bmp,120,-120,53.bmp,-120,120,54.bmp,120,120,9359.899999976158,515683.2000000477,7137,yes,SM,C,53.bmp,120,-120,487640,481613,489657,483625,519980.0,513953.0,521997.0,515965.0,2
1,1,0,0,0,2,test,1,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),534673.6000000238,O,z,1575,3,1,55.bmp,-120,-120,56.bmp,120,-120,57.bmp,-120,120,58.bmp,120,120,9627.300000011921,525046.3000000119,7137,yes,SM,C,55.bmp,-120,-120,487640,481613,489657,483625,529344.0,523316.0,531360.0,525329.0,3
3,0,0,1,0,3,test,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),544220.4000000358,O,m,1497,4,1,59.bmp,-120,-120,60.bmp,120,-120,61.bmp,-120,120,62.bmp,120,120,9543.600000023842,534676.8000000119,7137,yes,SM,C,59.bmp,-120,120,487640,481613,489657,483625,538974.0,532946.0,540990.0,534959.0,4
2,0,1,0,0,3,test,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),553600.9000000358,O,m,1325,5,1,63.bmp,-120,-120,64.bmp,120,-120,65.bmp,-120,120,66.bmp,120,120,9377.5,544223.4000000358,7137,yes,SM,C,64.bmp,120,-120,487640,481613,489657,483625,548521.0,542493.0,550538.0,544506.0,5
3,0,0,1,0,4,test,1,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),562814.7000000477,O,z,1153,6,1,67.bmp,-120,-120,68.bmp,120,-120,69.bmp,-120,120,70.bmp,120,120,9210.400000035763,553604.3000000119,7137,yes,SM,C,69.bmp,-120,120,487640,481613,489657,483625,557902.0,551873.0,559918.0,553886.0,6
4,0,0,0,1,4,test,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),572878.1000000238,O,None,2015,7,1,71.bmp,-120,-120,72.bmp,120,-120,73.bmp,-120,120,74.bmp,120,120,10060.300000011921,562817.8000000119,7137,yes,SM,C,74.bmp,120,120,487640,481613,489657,483625,567115.0,561087.0,569132.0,563100.0,7
2,0,1,0,0,4,test,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),582941.7000000477,O,None,2016,8,1,75.bmp,-120,-120,76.bmp,120,-120,77.bmp,-120,120,78.bmp,120,120,10060.300000011921,572881.4000000358,7137,yes,SM,C,75.bmp,120,-120,487640,481613,489657,483625,577179.0,571151.0,579195.0,573164.0,8
3,0,0,1,0,4,test,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),593005.2000000477,O,None,2015,9,1,79.bmp,-120,-120,80.bmp,120,-120,81.bmp,-120,120,82.bmp,120,120,10059.700000047684,582945.5,7137,yes,SM,C,80.bmp,-120,120,487640,481613,489657,483625,587242.0,581215.0,589259.0,583227.0,9
4,0,0,0,1,4,test,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),603068.4000000358,O,None,2015,10,1,87.bmp,-120,-120,88.bmp,120,-120,89.bmp,-120,120,90.bmp,120,120,10060.5,593007.9000000358,7137,yes,SM,C,90.bmp,120,120,487640,481613,489657,483625,597306.0,591277.0,599322.0,593291.0,10
3,0,0,1,0,4,test,1,0,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),613132.4000000358,O,None,2015,11,1,83.bmp,-120,-120,84.bmp,120,-120,85.bmp,-120,120,86.bmp,120,120,10060.800000011921,603071.6000000238,7137,yes,SM,C,85.bmp,-120,120,487640,481613,489657,483625,607369.0,601341.0,609386.0,603354.0,11
2,0,1,0,0,5,test,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),622845.8000000119,O,m,1662,12,1,91.bmp,-120,-120,92.bmp,120,-120,93.bmp,-120,120,94.bmp,120,120,9710.300000011921,613135.5,7137,yes,SM,C,91.bmp,120,-120,487640,481613,489657,483625,617433.0,611405.0,619449.0,613418.0,12
3,0,0,1,0,5,test,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),632026.2000000477,O,z,1124,13,1,95.bmp,-120,-120,96.bmp,120,-120,97.bmp,-120,120,98.bmp,120,120,9177.300000011921,622848.9000000358,7137,yes,SM,C,96.bmp,-120,120,487640,481613,489657,483625,627146.0,621118.0,629163.0,623131.0,13
1,1,0,0,0,6,test,1,1,z,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),641090.1000000238,O,z,1000,14,1,99.bmp,-120,-120,100.bmp,120,-120,54.bmp,-120,120,51.bmp,120,120,9060.399999976158,632029.7000000477,7137,yes,SM,C,99.bmp,-120,-120,487640,481613,489657,483625,636327.0,630299.0,638343.0,632312.0,14
4,0,0,0,1,6,test,1,0,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),650270.6000000238,O,z,1084,15,1,60.bmp,-120,-120,61.bmp,120,-120,62.bmp,-120,120,63.bmp,120,120,9177.100000023842,641093.5,7137,yes,SM,C,61.bmp,120,120,487640,481613,489657,483625,645391.0,639363.0,647451.0,641376.0,15
1,1,0,0,0,7,test,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),660267.4000000358,O,m,1948,16,1,52.bmp,-120,-120,53.bmp,120,-120,54.bmp,-120,120,55.bmp,120,120,9993.5,650273.9000000358,7137,yes,SM,C,55.bmp,-120,-120,487640,481613,489657,483625,654571.0,648543.0,656587.0,650556.0,16
3,0,0,1,0,8,test,1,1,m,Mon May 05 2025 19:48:40 GMT-0500 (Central Daylight Time),669797.9000000358,O,m,1479,17,1,72.bmp,-120,-120,73.bmp,120,-120,74.bmp,-120,120,75.bmp,120,120,9527.699999988079,660270.2000000477,7137,yes,SM,C,72.bmp,-120,120,487640,481613,489657,483625,664568.0,658539.0,666584.0,660553.0,17
