Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,229,138,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),,box1,yes,I,1,3,,,8014,DSST,B,,,,0,160,113
^,1,1,0.0,7,prac,yes,1,7,120000.0,220,155,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),41211.39999997616,box7,yes,I,1,3,3392.0,37819.39999997616,8014,DSST,B,,,,1,160,113
),2,1,0.0,3,prac,yes,1,3,120000.0,355,153,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),45259.69999998808,box3,yes,I,1,3,3271.599999964237,41988.10000002384,8014,DSST,B,,,,2,160,113
+,3,1,0.0,9,prac,yes,1,9,120000.0,272,148,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),49144.10000002384,box9,yes,I,1,3,3109.900000035763,46034.19999998808,8014,DSST,B,,,,3,160,113
-,4,1,0.0,1,prac,yes,1,1,120000.0,240,128,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),52741.30000001192,box1,yes,I,1,3,2823.800000011921,49917.5,8014,DSST,B,,,,4,160,113
T,5,1,0.0,2,prac,yes,1,2,120000.0,268,149,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),56224.60000002384,box2,yes,I,1,3,2708.600000023842,53516.0,8014,DSST,B,,,,5,160,113
U,6,1,0.0,5,prac,yes,1,5,120000.0,279,135,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),60522.69999998808,box5,yes,I,1,3,3523.300000011921,56999.39999997616,8014,DSST,B,,,,6,160,113
X,7,1,0.0,8,prac,yes,1,8,120000.0,310,135,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),64237.89999997616,box8,yes,I,1,3,2933.199999988079,61304.69999998808,8014,DSST,B,,,,7,160,113
O,8,1,0.0,6,prac,yes,1,6,120000.0,210,155,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),67935.69999998808,box6,yes,I,1,3,2920.399999976158,65015.30000001192,8014,DSST,B,,,,8,160,113
L,9,1,0.0,4,prac,yes,1,4,120000.0,206,158,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),70969.19999998808,box4,yes,I,1,3,2254.300000011921,68714.89999997616,8014,DSST,B,,,,9,160,113
T,1,1,2.953000068664551,2,test,yes,1,2,117046.99993133545,213,126,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),84179.5,box2,yes,I,1,3,2937.399999976158,81242.10000002384,8014,DSST,B,81148.0,81835.0,78898.0,1,160,113
-,2,1,5.259000062942505,1,test,yes,1,1,114740.9999370575,201,123,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),86480.69999998808,box1,yes,I,1,3,2290.899999976158,84189.80000001192,8014,DSST,B,83381.0,84137.0,81846.0,2,160,113
),3,1,7.490000009536743,3,test,yes,1,3,112509.99999046326,201,134,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),88713.80000001192,box3,yes,I,1,3,2218.800000011921,86495.0,8014,DSST,B,85795.0,86370.0,84151.0,3,160,113
^,4,1,10.222000122070312,7,test,yes,1,7,109777.99987792969,194,131,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),91444.5,box7,yes,I,1,3,2719.399999976158,88725.10000002384,8014,DSST,B,88460.0,89100.0,86381.0,4,160,113
T,5,1,12.736999988555908,2,test,yes,1,2,107263.00001144409,213,131,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),93960.39999997616,box2,yes,I,1,3,2501.399999976158,91459.0,8014,DSST,B,90881.0,91616.0,89115.0,5,160,113
L,6,1,15.669000148773193,4,test,yes,1,4,104330.9998512268,275,131,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),96896.19999998808,box4,yes,I,1,3,2923.399999976158,93972.80000001192,8014,DSST,B,93725.0,94552.0,91629.0,6,160,113
X,7,1,18.271000146865845,8,test,yes,1,8,101728.99985313416,212,148,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),99494.80000001192,box8,yes,I,1,3,2590.0,96904.80000001192,8014,DSST,B,96406.0,97151.0,94561.0,7,160,113
T,8,1,20.686000108718872,2,test,yes,1,2,99313.99989128113,238,128,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),101909.30000001192,box2,yes,I,1,3,2402.199999988079,99507.10000002384,8014,DSST,B,98910.0,99565.0,97163.0,8,160,113
-,9,1,22.749000072479248,1,test,yes,1,1,97250.99992752075,218,125,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),103974.60000002384,box1,yes,I,1,3,2053.0,101921.60000002384,8014,DSST,B,100990.0,101631.0,99578.0,9,160,113
),10,1,25.299999952316284,3,test,yes,1,3,94700.00004768372,300,134,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),106527.0,box3,yes,I,1,3,2542.0,103985.0,8014,DSST,B,103556.0,104183.0,101641.0,10,160,113
T,11,1,27.516000032424927,2,test,yes,1,2,92483.99996757507,277,124,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),108739.80000001192,box2,yes,I,1,3,2203.0,106536.80000001192,8014,DSST,B,105803.0,106396.0,104193.0,11,160,113
-,12,1,29.897000074386597,1,test,yes,1,1,90102.9999256134,245,158,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),111122.30000001192,box1,yes,I,1,3,2370.400000035763,108751.89999997616,8014,DSST,B,108056.0,108778.0,106408.0,12,160,113
L,13,1,32.65000009536743,4,test,yes,1,4,87349.99990463257,307,122,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),113872.19999998808,box4,yes,I,1,3,2740.0,111132.19999998808,8014,DSST,B,110886.0,111528.0,108788.0,13,160,113
T,14,1,35.1470000743866,2,test,yes,1,2,84852.9999256134,222,136,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),116371.10000002384,box2,yes,I,1,3,2484.800000011921,113886.30000001192,8014,DSST,B,113251.0,114027.0,111542.0,14,160,113
),15,1,37.36500000953674,3,test,yes,1,3,82634.99999046326,223,142,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),118584.69999998808,box3,yes,I,1,3,2201.300000011921,116383.39999997616,8014,DSST,B,115637.0,116240.0,114039.0,15,160,113
U,16,1,40.46300005912781,5,test,yes,1,5,79536.99994087219,250,159,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),121686.0,box5,yes,I,1,3,3084.100000023842,118601.89999997616,8014,DSST,B,118619.0,119342.0,116258.0,16,160,113
T,17,1,43.462000131607056,2,test,yes,1,2,76537.99986839294,218,133,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),124684.39999997616,box2,yes,I,1,3,2984.7999999523163,121699.60000002384,8014,DSST,B,121533.0,122340.0,119356.0,17,160,113
),18,1,45.460999965667725,3,test,yes,1,3,74539.00003433228,250,129,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),126684.10000002384,box3,yes,I,1,3,1984.300000011921,124699.80000001192,8014,DSST,B,123647.0,124340.0,122356.0,18,160,113
-,19,1,47.46300005912781,1,test,yes,1,1,72536.99994087219,263,136,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),128683.80000001192,box1,yes,I,1,3,1987.300000011921,126696.5,8014,DSST,B,125532.0,126340.0,124353.0,19,160,113
L,20,1,50.62400007247925,4,test,yes,1,4,69375.99992752075,300,154,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),131848.5,box4,yes,I,1,3,3148.600000023842,128699.89999997616,8014,DSST,B,128813.0,129504.0,126356.0,20,160,113
+,21,1,52.842000007629395,9,test,yes,1,9,67157.9999923706,270,154,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),134065.19999998808,box9,yes,I,1,3,2203.300000011921,131861.89999997616,8014,DSST,B,131100.0,131721.0,129518.0,21,160,113
O,22,1,56.58800005912781,6,test,yes,1,6,63411.99994087219,349,141,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),137813.89999997616,box6,yes,I,1,3,3736.5,134077.39999997616,8014,DSST,B,134461.0,135470.0,131733.0,22,160,113
),23,1,58.84500002861023,3,test,yes,1,3,61154.99997138977,191,132,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),140064.60000002384,box3,yes,I,1,3,2241.5,137823.10000002384,8014,DSST,B,137062.0,137720.0,135479.0,23,160,113
-,24,1,61.26300001144409,1,test,yes,1,1,58736.99998855591,204,137,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),142480.39999997616,box1,yes,I,1,3,2397.699999988079,140082.69999998808,8014,DSST,B,139360.0,140136.0,137739.0,24,160,113
L,25,1,63.51600003242493,4,test,yes,1,4,56483.99996757507,214,145,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),144743.5,box4,yes,I,1,3,2244.800000011921,142498.69999998808,8014,DSST,B,141809.0,142399.0,140155.0,25,160,113
-,26,1,65.93700003623962,1,test,yes,1,1,54062.999963760376,227,130,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),147161.80000001192,box1,yes,I,1,3,2410.600000023842,144751.19999998808,8014,DSST,B,144126.0,144818.0,142407.0,26,160,113
U,27,1,68.03600001335144,5,test,yes,1,5,51963.99998664856,194,141,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),149259.80000001192,box5,yes,I,1,3,2087.5,147172.30000001192,8014,DSST,B,146340.0,146916.0,144828.0,27,160,113
L,28,1,70.7020001411438,4,test,yes,1,4,49297.9998588562,235,137,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),151927.30000001192,box4,yes,I,1,3,2655.100000023842,149272.19999998808,8014,DSST,B,148872.0,149583.0,146928.0,28,160,113
T,29,1,73.51300001144409,2,test,yes,1,2,46486.99998855591,214,131,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),154740.89999997616,box2,yes,I,1,3,2803.399999976158,151937.5,8014,DSST,B,151609.0,152397.0,149593.0,29,160,113
^,30,1,76.01699995994568,7,test,yes,1,7,43983.00004005432,216,151,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),157241.0,box7,yes,I,1,3,2491.5,154749.5,8014,DSST,B,154222.0,154897.0,152405.0,30,160,113
O,31,1,78.91700005531311,6,test,yes,1,6,41082.99994468689,246,133,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),160140.10000002384,box6,yes,I,1,3,2887.900000035763,157252.19999998808,8014,DSST,B,157189.0,157796.0,154908.0,31,160,113
),32,1,81.04900002479553,3,test,yes,1,3,38950.99997520447,228,152,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),162272.89999997616,box3,yes,I,1,3,2120.599999964237,160152.30000001192,8014,DSST,B,159336.0,159929.0,157808.0,32,160,113
U,33,1,83.20099997520447,5,test,yes,1,5,36799.00002479553,302,144,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),164424.89999997616,box5,yes,I,1,3,2140.399999976158,162284.5,8014,DSST,B,161536.0,162081.0,159940.0,33,160,113
^,34,1,85.48399996757507,7,test,yes,1,7,34516.00003242493,237,147,Wed Sep 10 2025 16:24:37 GMT-0500 (Central Daylight Time),166707.60000002384,box7,yes,I,1,3,2271.0,164436.60000002384,8014,DSST,B,163720.0,164363.0,162093.0,34,160,113
