Number,acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,jitter,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
3,1,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),147832.39999997616,1200,I,z,572,3,,2561.100000023842,145271.29999995232,9999,NTS,A,1
1,2,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),150451.0,1000,I,z,830,1,,2610.0,147841.0,9999,NTS,A,2
9,3,prac,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),153297.60000002384,1500,I,m,563,8,,2840.9000000953674,150456.69999992847,9999,NTS,A,3
8,4,prac,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),156162.89999997616,1600,I,m,469,7,,2857.100000023842,153305.79999995232,9999,NTS,A,4
2,5,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),159512.5,2000,I,z,548,2,,3342.399999976158,156170.10000002384,9999,NTS,A,5
4,6,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),162662.0,1400,I,z,951,4,,3144.100000023842,159517.89999997616,9999,NTS,A,6
4,7,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),165410.39999997616,1400,I,z,578,4,,2741.7999999523163,162668.60000002384,9999,NTS,A,7
6,8,prac,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),168626.69999992847,1900,I,m,532,5,,3211.6999999284744,165415.0,9999,NTS,A,8
2,9,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),172010.19999992847,2000,I,z,606,2,,3377.0,168633.19999992847,9999,NTS,A,9
3,10,prac,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),174657.29999995232,1200,I,z,664,3,,2641.2999999523163,172016.0,9999,NTS,A,10
7,11,prac,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),177673.79999995232,1700,I,m,538,6,,3011.5,174662.29999995232,9999,NTS,A,11
7,12,prac,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),180722.39999997616,1700,I,m,556,6,,3043.100000023842,177679.29999995232,9999,NTS,A,12
9,1,prac,1,B,triangle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),235605.79999995232,1400,I,z,719,8,,2890.6999999284744,232715.10000002384,9999,NTS,A,1
7,2,prac,1,B,triangle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),238970.10000002384,2000,I,z,580,6,,3357.0,235613.10000002384,9999,NTS,A,2
9,3,prac,1,B,triangle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),241818.79999995232,1400,I,z,652,8,,2837.1999999284744,238981.60000002384,9999,NTS,A,3
6,4,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),244034.79999995232,1000,I,m,429,5,,2208.100000023842,241826.69999992847,9999,NTS,A,4
3,5,prac,1,B,triangle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),247050.69999992847,1600,I,z,629,3,,3007.399999976158,244043.29999995232,9999,NTS,A,5
1,5,prac,1,B,triangle.png,0,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),251233.5,1900,I,None,1501,1,,4175.300000071526,247058.19999992847,9999,NTS,A,6
2,6,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),254298.39999997616,1700,I,m,579,2,,3058.7999999523163,251239.60000002384,9999,NTS,A,7
8,7,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),256915.79999995232,1200,I,m,644,7,,2608.7999999523163,254307.0,9999,NTS,A,8
8,8,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),259331.29999995232,1200,I,m,426,7,,2408.399999976158,256922.89999997616,9999,NTS,A,9
4,9,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),262146.89999997616,1500,I,m,546,4,,2807.600000023842,259339.29999995232,9999,NTS,A,10
6,10,prac,1,B,triangle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),264445.1999999285,1000,I,m,509,5,,2290.7999999523163,262154.39999997616,9999,NTS,A,11
3,11,prac,1,B,triangle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),267411.6999999285,1600,I,z,570,3,,2957.2999999523163,264454.39999997616,9999,NTS,A,12
4,1,test,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),296635.7999999523,1400,I,z,787,4,,2214.1999999284744,294421.60000002384,9999,NTS,A,1
3,2,test,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),298384.2999999523,1200,I,z,516,3,,1745.1999999284744,296639.10000002384,9999,NTS,A,2
2,3,test,1,A,circle.png,1,z,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),300899.89999997616,2000,I,z,488,2,,2512.0,298387.89999997616,9999,NTS,A,3
6,4,test,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),303333.10000002384,1900,I,m,504,5,,2429.4000000953674,300903.6999999285,9999,NTS,A,4
7,5,test,1,A,circle.png,1,m,Tue Oct 28 2025 09:49:42 GMT-0500 (Central Daylight Time),305516.2999999523,1700,I,m,457,6,,2177.2999999523163,303339.0,9999,NTS,A,5
