Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,1,prac,1,1,z,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),92403.69999998808,O,z,1221,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10039.59999999404,82364.09999999404,7000,yes,SM,B,16.bmp,-120,-120,85873,79848,87889,81857,,,,,1
3,0,0,1,0,1,prac,1,0,m,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),103233.89999997616,O,None,2015,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10826.09999999404,92407.79999998212,7000,no,SM,B,23.bmp,-120,120,95919,89892,97936,91904,,,,,2
4,0,0,0,1,2,prac,1,1,m,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),113647.09999999404,O,m,1592,3,1,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10409.90000000596,103237.19999998808,7000,no,SM,B,24.bmp,120,120,106749,100721,108765,102734,,,,,3
2,0,1,0,0,2,prac,1,0,z,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),123710.69999998808,O,m,1235,4,1,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10060.300000011921,113650.39999997616,7000,yes,SM,B,29.bmp,120,-120,117162,111135,119179,113147,,,,,4
3,0,0,1,0,3,prac,1,1,z,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),133657.59999999404,O,z,1131,5,1,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,9943.800000011921,123713.79999998212,7000,yes,SM,B,34.bmp,-120,120,127226,121198,129243,123211,,,,,5
1,1,0,0,0,4,prac,1,1,m,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),144321.0,O,m,1833,6,1,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10660.5,133660.5,7000,no,SM,B,39.bmp,-120,-120,137173,131145,139189,133158,,,,,6
2,0,1,0,0,4,prac,1,0,m,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),155150.79999998212,O,None,2016,7,1,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10826.199999988079,144324.59999999404,7000,no,SM,B,40.bmp,120,-120,147836,141809,149852,143821,,,,,7
4,0,0,0,1,4,prac,1,0,z,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),165432.0,O,m,1451,8,1,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10277.700000017881,155154.29999998212,7000,yes,SM,B,47.bmp,120,120,158667,152638,160683,154651,,,,,8
1,1,0,0,0,1,prac,2,1,z,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),180059.19999998808,O,z,955,1,1,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,9825.90000000596,170233.29999998212,7000,yes,SM,B,16.bmp,-120,-120,173809,167717,175811,169731,,,,,1
3,0,0,1,0,1,prac,2,0,m,Mon Aug 12 2024 10:33:50 GMT-0500 (Central Daylight Time),190373.0,O,z,1487,2,1,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10310.700000017881,180062.29999998212,7000,no,SM,B,23.bmp,-120,120,183575,177547,185591,179560,,,,,2
