acc_sum,block,block_c,correct,correct_response,cursor_x,cursor_y,datetime,end_x_facename_roi,end_y_facename_roi,endtime,face,face_name,h_roi,project,response,response_time,response_time_learn_mouse_response,response_time_prac_learn_mouse_response,response_time_prac_test_stim_response,response_time_test_stim_response,row_sel,session_number,start_end,start_x_facename_roi,start_y_facename_roi,starttime,subject_id,task,task_vers,time_learn_stimuli,time_prac_learn_stimuli,time_prac_test_stimuli,time_test_stimuli,trial,w_roi,x,y
0,prac,1,0,,,,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),-224,-192,56562.799999952316,CFD-BM-224-073-N.jpg,Sam,64,I,None,3015,,3015,,,1,1,4017.5,-416,-256,52545.299999952316,8120,FN,B,,45955,,,1,192,-320,-224
1,prac,1,1,,330.0,-1.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,32,61527.699999809265,CFD-WM-227-099-N.jpg,John,64,I,1,1901,,1901,,,2,1,2928.5999999046326,224,-32,58599.09999990463,8120,FN,B,,52019,,,2,192,320,0
2,prac,1,1,,-304.0,207.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),-224,256,64210.199999809265,CFD-LF-232-199-N.jpg,Tina,64,I,1,1665,,1665,,,3,1,2680.399999856949,-416,192,61529.799999952316,8120,FN,B,,54951,,,3,192,-320,224
3,prac,1,1,,322.0,-224.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,-192,67143.5,CFD-BM-224-073-N.jpg,Sam,64,I,1,1909,,1909,,,4,1,2931.4000000953674,224,-256,64212.09999990463,8120,FN,B,,57634,,,4,192,320,-224
4,prac,1,1,,-302.0,-12.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),-224,32,69043.29999995232,CFD-WM-227-099-N.jpg,John,64,I,1,873,,873,,,5,1,1897.9000000953674,-416,-32,67145.39999985695,8120,FN,B,,60566,,,5,192,-320,0
5,prac,1,1,,346.0,225.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,256,71774.59999990463,CFD-LF-232-199-N.jpg,Tina,64,I,1,1711,,1711,,,6,1,2729.4000000953674,224,192,69045.19999980927,8120,FN,B,,62465,,,6,192,320,224
0,prac,1,0,m,346.0,225.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,256,98149.69999980927,CFD-WM-227-099-N.jpg,Sam,64,I,None,4015,,,4015,,1,1,5019.299999952316,224,192,93130.39999985695,8120,FN,B,,,86541,,1,192,320,224
1,prac,1,1,z,346.0,225.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,256,101948.39999985695,CFD-LF-232-199-N.jpg,Tina,64,I,z,2002,,,2002,,3,1,3792.899999856949,224,192,98155.5,8120,FN,B,,,91573,,2,192,320,224
1,prac,1,0,m,346.0,225.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),416,256,106697.0,CFD-BM-224-073-N.jpg,John,64,I,z,2955,,,2955,,2,1,4743.5,224,192,101953.5,8120,FN,B,,,95372,,3,192,320,224
0,prac,2,0,,346.0,225.0,Tue Jun 09 2026 16:45:35 GMT-0500 (Central Daylight Time),-224,-192,121975.89999985695,CFD-BM-224-073-N.jpg,Sam,64,I,None,3016,,3016,2955,,1,1,4025.5,-416,-256,117950.39999985695,8120,FN,B,,111367,95372,,1,192,-320,-224
