Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,1,prac,1,1,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),117483.10000002384,I,z,1314,1,,16.bmp,-120,-120,17.bmp,120,-120,18.bmp,-120,120,19.bmp,120,120,10126.799999952316,107356.30000007153,8068,yes,SM,B,16.bmp,-120,-120,110533,104506,112549,106518,,,,,1
3,0,0,1,0,1,prac,1,0,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),127913.20000004768,I,z,1615,2,,20.bmp,-120,-120,21.bmp,120,-120,22.bmp,-120,120,23.bmp,120,120,10426.200000047684,117487.0,8068,no,SM,B,23.bmp,-120,120,120664,114636,122680,116648,,,,,2
4,0,0,0,1,2,prac,1,1,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),138576.20000004768,I,m,1841,3,,24.bmp,-120,-120,25.bmp,120,-120,26.bmp,-120,120,27.bmp,120,120,10659.5,127916.70000004768,8068,no,SM,B,24.bmp,120,120,131094,125066,133110,127078,,,,,3
2,0,1,0,0,3,prac,1,1,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),148823.30000007153,I,z,1425,4,,28.bmp,-120,-120,29.bmp,120,-120,30.bmp,-120,120,31.bmp,120,120,10243.5,138579.80000007153,8068,yes,SM,B,29.bmp,120,-120,141757,135729,143774,137742,,,,,4
3,0,0,1,0,4,prac,1,1,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),159519.60000002384,I,z,1874,5,,32.bmp,-120,-120,33.bmp,120,-120,34.bmp,-120,120,35.bmp,120,120,10692.5,148827.10000002384,8068,yes,SM,B,34.bmp,-120,120,152004,145976,154020,147988,,,,,5
1,1,0,0,0,4,prac,1,0,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),169783.30000007153,I,z,1442,6,,36.bmp,-120,-120,37.bmp,120,-120,38.bmp,-120,120,39.bmp,120,120,10259.800000071526,159523.5,8068,no,SM,B,39.bmp,-120,-120,162700,156673,164716,158685,,,,,6
2,0,1,0,0,5,prac,1,1,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),180129.60000002384,I,m,1523,7,,40.bmp,-120,-120,41.bmp,120,-120,42.bmp,-120,120,43.bmp,120,120,10342.700000047684,169786.89999997616,8068,no,SM,B,40.bmp,120,-120,172964,166936,174980,168949,,,,,7
4,0,0,0,1,5,prac,1,0,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),190959.80000007153,I,None,2015,8,,44.bmp,-120,-120,45.bmp,120,-120,46.bmp,-120,120,47.bmp,120,120,10826.100000023842,180133.70000004768,8068,yes,SM,B,47.bmp,120,120,183310,177283,185327,179295,,,,,8
4,0,0,0,1,0,test,1,0,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),209470.80000007153,I,z,1961,1,,48.bmp,-120,-120,49.bmp,120,-120,50.bmp,-120,120,43.bmp,120,120,10010.400000095367,199460.39999997616,8068,yes,SM,B,50.bmp,120,120,183310,177283,185327,179295,202638.0,196610.0,204654.0,198624.0,1
2,0,1,0,0,0,test,1,0,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),219535.5,I,None,2018,2,,1.bmp,-120,-120,2.bmp,120,-120,3.bmp,-120,120,4.bmp,120,120,10060.899999976158,209474.60000002384,8068,yes,SM,B,3.bmp,120,-120,183310,177283,185327,179295,212651.0,206624.0,214667.0,208636.0,2
1,1,0,0,0,1,test,1,1,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),229464.30000007153,I,z,1867,3,,5.bmp,-120,-120,6.bmp,120,-120,7.bmp,-120,120,8.bmp,120,120,9925.0,219539.30000007153,8068,yes,SM,B,5.bmp,-120,-120,183310,177283,185327,179295,222715.0,216689.0,224731.0,218699.0,3
3,0,0,1,0,1,test,1,0,m,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),239528.0,I,None,2016,4,,9.bmp,-120,-120,10.bmp,120,-120,11.bmp,-120,120,12.bmp,120,120,10060.5,229467.5,8068,yes,SM,B,9.bmp,-120,120,183310,177283,185327,179295,232645.0,226617.0,234661.0,228630.0,4
2,0,1,0,0,2,test,1,1,z,Tue Apr 28 2026 18:16:29 GMT-0500 (Central Daylight Time),249076.0,I,z,1498,5,,13.bmp,-120,-120,14.bmp,120,-120,15.bmp,-120,120,16.bmp,120,120,9544.399999976158,239531.60000002384,8068,yes,SM,B,14.bmp,120,-120,183310,177283,185327,179295,242709.0,236681.0,244725.0,238693.0,5
