acc_sum,block_c,block_dur,condition,correct,correct_response,countdown,datetime,endtime,project,response,response_time,response_time_test1_response,response_time_test2_response,row_sel,same,session_number,start_end,starttime,stim1,stim2,subject_id,task,task_vers,time_test1,time_test2,trial
1,1,0.0,prac,1,m,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),32498.700000047684,I,m,2307,,,2,no,3,3828.7000000476837,28670.0,practrial2.png,practrial2b.png,8094,PC,B,,,1
2,1,0.0,prac,1,m,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),36282.0,I,m,2248,,,6,no,3,3778.399999856949,32503.60000014305,practrial6.png,practrial6b.png,8094,PC,B,,,2
3,1,0.0,prac,1,m,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),39846.5,I,m,2033,,,4,no,3,3559.899999856949,36286.60000014305,practrial4.png,practrial4b.png,8094,PC,B,,,3
4,1,0.0,prac,1,z,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),42878.800000190735,I,z,1495,,,1,yes,3,3028.2000000476837,39850.60000014305,practrial1.png,practrial1.png,8094,PC,B,,,4
5,1,0.0,prac,1,z,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),46094.40000009537,I,z,1694,,,3,yes,3,3211.5999999046326,42882.800000190735,practrial3.png,practrial3.png,8094,PC,B,,,5
6,1,0.0,prac,1,z,30000.0,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),49810.10000014305,I,z,2182,,,5,yes,3,3712.0,46098.10000014305,practrial5.png,practrial5.png,8094,PC,B,,,6
1,1,2.248999834060669,test,1,z,27751.00016593933,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),60606.90000009537,I,z,2232,2232,,1,yes,3,2246.2000000476837,58360.700000047684,test1trial1.png,test1trial1.png,8094,PC,B,55503,,1
2,1,3.615000009536743,test,1,m,26384.999990463257,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),61972.90000009537,I,m,1350,1350,,2,no,3,1363.0999999046326,60609.800000190735,test1trial2.png,test1trial2b.png,8094,PC,B,57752,,2
3,1,5.131999969482422,test,1,z,24868.000030517578,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),63489.200000047684,I,z,1505,1505,,3,yes,3,1513.2000000476837,61976.0,test1trial3.png,test1trial3.png,8094,PC,B,59118,,3
4,1,6.247999906539917,test,1,m,23752.000093460083,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),64605.60000014305,I,m,1101,1101,,4,no,3,1113.4000000953674,63492.200000047684,test1trial4.png,test1trial4b.png,8094,PC,B,60634,,4
5,1,8.179999828338623,test,1,z,21820.000171661377,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),66538.0,I,z,1928,1928,,5,yes,3,1929.5,64608.5,test1trial5.png,test1trial5.png,8094,PC,B,61750,,5
6,1,10.096999883651733,test,1,m,19903.000116348267,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),68454.30000019073,I,m,1907,1907,,6,no,3,1913.3000001907349,66541.0,test1trial6.png,test1trial6b.png,8094,PC,B,63683,,6
7,1,11.030999898910522,test,1,z,18969.000101089478,Thu Jul 09 2026 11:54:36 GMT-0500 (Central Daylight Time),69388.30000019073,I,z,928,928,,7,yes,3,931.0,68457.30000019073,test1trial7.png,test1trial7.png,8094,PC,B,65599,,7
