Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,235,135,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),,box1,yes,O,1,1,,,7801,DSST,A,,,,0,160,113
^,1,1,0.0,7,prac,yes,1,7,120000.0,227,136,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),64577.800000071526,box7,yes,O,1,1,4074.2000000476837,60503.60000002384,7801,DSST,A,,,,1,160,113
-,2,1,0.0,1,prac,yes,1,1,120000.0,230,134,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),68743.0,box1,yes,O,1,1,3387.0,65356.0,7801,DSST,A,,,,2,160,113
T,3,1,0.0,2,prac,yes,1,2,120000.0,256,126,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),74108.90000009537,box2,yes,O,1,1,4589.900000095367,69519.0,7801,DSST,A,,,,3,160,113
X,4,1,0.0,8,prac,yes,1,8,120000.0,198,142,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),78173.70000004768,box8,yes,O,1,1,3287.2000000476837,74886.5,7801,DSST,A,,,,4,160,113
),5,1,0.0,3,prac,yes,1,3,120000.0,237,146,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),82456.80000007153,box3,yes,O,1,1,3505.8000000715256,78951.0,7801,DSST,A,,,,5,160,113
U,6,1,0.0,5,prac,yes,1,5,120000.0,200,134,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),86621.5,box5,yes,O,1,1,3388.2999999523163,83233.20000004768,7801,DSST,A,,,,6,160,113
L,7,1,0.0,4,prac,yes,1,4,120000.0,208,145,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),92119.30000007153,box4,yes,O,1,1,4722.300000071526,87397.0,7801,DSST,A,,,,7,160,113
+,8,1,0.0,9,prac,yes,1,9,120000.0,229,150,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),97067.40000009537,box9,yes,O,1,1,4175.900000095367,92891.5,7801,DSST,A,,,,8,160,113
O,9,1,0.0,6,prac,yes,1,6,120000.0,214,146,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),101167.20000004768,box6,yes,O,1,1,3321.899999976158,97845.30000007153,7801,DSST,A,,,,9,160,113
T,1,1,4.0899999141693115,2,test,yes,1,2,115910.00008583069,182,137,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),116477.90000009537,box2,yes,O,1,1,4071.600000023842,112406.30000007153,7801,DSST,A,113082.0,114225.0,110153.0,1,160,113
-,2,1,6.9029998779296875,1,test,yes,1,1,113097.00012207031,204,139,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),119291.60000002384,box1,yes,O,1,1,2799.100000023842,116492.5,7801,DSST,A,116020.0,117039.0,114239.0,2,160,113
),3,1,10.300999879837036,3,test,yes,1,3,109699.00012016296,239,140,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),122694.30000007153,box3,yes,O,1,1,3387.8000000715256,119306.5,7801,DSST,A,119582.0,120441.0,117054.0,3,160,113
^,4,1,13.28600001335144,7,test,yes,1,7,106713.99998664856,210,146,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),125676.90000009537,box7,yes,O,1,1,2972.9000000953674,122704.0,7801,DSST,A,122514.0,123424.0,120451.0,4,160,113
T,5,1,17.08299994468689,2,test,yes,1,2,102917.00005531311,201,134,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),129474.30000007153,box2,yes,O,1,1,3784.899999976158,125689.40000009537,7801,DSST,A,126225.0,127221.0,123436.0,5,160,113
L,6,1,20.562999963760376,4,test,yes,1,4,99437.00003623962,188,129,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),132956.60000002384,box4,yes,O,1,1,3470.399999976158,129486.20000004768,7801,DSST,A,129544.0,130704.0,127233.0,6,160,113
X,7,1,24.211999893188477,8,test,yes,1,8,95788.00010681152,233,156,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),136606.10000002384,box8,yes,O,1,1,3640.0,132966.10000002384,7801,DSST,A,133176.0,134353.0,130713.0,7,160,113
T,8,1,27.89800000190735,2,test,yes,1,2,92101.99999809265,279,137,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),140288.5,box2,yes,O,1,1,3673.899999976158,136614.60000002384,7801,DSST,A,137040.0,138035.0,134362.0,8,160,113
-,9,1,31.960999965667725,1,test,yes,1,1,88039.00003433228,200,145,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),144352.20000004768,box1,yes,O,1,1,4049.7000000476837,140302.5,7801,DSST,A,141060.0,142099.0,138049.0,9,160,113
),10,1,34.91100001335144,3,test,yes,1,3,85088.99998664856,182,151,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),147302.0,box3,yes,O,1,1,2937.2999999523163,144364.70000004768,7801,DSST,A,144123.0,145049.0,142112.0,10,160,113
T,11,1,38.15899991989136,2,test,yes,1,2,81841.00008010864,232,130,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),150550.5,box2,yes,O,1,1,3234.5,147316.0,7801,DSST,A,147290.0,148297.0,145063.0,11,160,113
-,12,1,40.97599983215332,1,test,yes,1,1,79024.00016784668,195,121,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),153366.40000009537,box1,yes,O,1,1,2804.3000000715256,150562.10000002384,7801,DSST,A,150005.0,151113.0,148309.0,12,160,113
L,13,1,43.98899984359741,4,test,yes,1,4,76011.00015640259,198,135,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),156382.80000007153,box4,yes,O,1,1,3004.399999976158,153378.40000009537,7801,DSST,A,153123.0,154130.0,151125.0,13,160,113
T,14,1,47.09099984169006,2,test,yes,1,2,72909.00015830994,237,135,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),159480.70000004768,box2,yes,O,1,1,3089.600000023842,156391.10000002384,7801,DSST,A,156101.0,157228.0,154138.0,14,160,113
),15,1,50.60800004005432,3,test,yes,1,3,69391.99995994568,184,134,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),162996.80000007153,box3,yes,O,1,1,3503.600000023842,159493.20000004768,7801,DSST,A,159764.0,160743.0,157240.0,15,160,113
U,16,1,53.787999868392944,5,test,yes,1,5,66212.00013160706,196,144,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),166179.60000002384,box5,yes,O,1,1,3169.2999999523163,163010.30000007153,7801,DSST,A,162916.0,163927.0,160757.0,16,160,113
T,17,1,56.75099992752075,2,test,yes,1,2,63249.00007247925,223,138,Mon Jun 08 2026 15:46:04 GMT-0500 (Central Daylight Time),169144.60000002384,box2,yes,O,1,1,2953.899999976158,166190.70000004768,7801,DSST,A,165946.0,166892.0,163938.0,17,160,113
